,First Name,Last Name,Search Town,Search County,Search State,Name Type,url,Match Index,Match Status
121,Betsey,Wadsworth,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Betsey_Wadsworth&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-1-a,,No Match
122,Eunice,Wadsworth,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Eunice_Wadsworth&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-1,116,Complete Match
123,James,Wells,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Wells&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,117,Complete Match
124,Joshua,Belden,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joshua_Belden&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,118,Complete Match
125,William,Hart,Old Saybrook,Middlesex County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hart&name_x=s_s&residence=_old+saybrook-middlesex-connecticut-usa_3322&residence_x=_1-0,119,Complete Match
126,Saul,Alvord,Bolton,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Saul_Alvord&name_x=s_s&residence=_bolton-tolland-connecticut-usa_3409&residence_x=_1-0,120 | 121,2 Potential Matches Found
127,Lemuel,Bruswell,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Lemuel_Bruswell&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1-a,,No Match
128,Benjamin,Throop,Bozrah,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Benjamin_Throop&name_x=ps_ps&residence=_bozrah-new+london-connecticut-usa_3361&residence_x=_1-1,122,Complete Match
129,Benjamin,Troop,Bozrah,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Benjamin_Troop&name_x=ps_ps&residence=_bozrah-new+london-connecticut-usa_3361&residence_x=_1-1,122,Complete Match
130,John,Humphrey,Derby,New Haven County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Humphrey&name_x=s_s&residence=_derby-new+haven-connecticut-usa_3332&residence_x=_1-0,123,Complete Match
131,Jeremiah,Mason,Lebanon,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jeremiah_Mason&name_x=1_1&residence=_lebanon-windham-connecticut-usa_3172&residence_x=_1-0,124,Complete Match
132,Edmund,Wells,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edmund_Wells&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,125,Complete Match
133,Simeon,Huntington,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Simeon_Huntington&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1,126 | 127,2 Potential Matches Found
134,Simon,Huntington,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Simon_Huntington&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1,126 | 127,2 Potential Matches Found
135,James,Hyde,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Hyde&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1,128 | 129,2 Potential Matches Found
136,Mehitabel,Waterman,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Mehitabel_Waterman&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1-a,,No Match
137,Abigail,Robbins,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Abigail_Robbins&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,130,Complete Match
138,Elijah,Robbins,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elijah_Robbins&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,131,Complete Match
139,Oliver,Goodrich,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Oliver_Goodrich&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,132,Complete Match
140,Josiah,Allyn,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Josiah_Allyn&name_x=ps_ps&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-1-a,133 | 134 | 135 | 136,4 Potential Matches Found
141,Daniel,Bennett,Shelton,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Bennett&name_x=ps_ps&residence=_shelton-fairfield-connecticut-usa_80&residence_x=_1-1,,No Match: Too Many Potential Matches Found 7
142,Jesse,Bolles,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jesse_Bolles&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-0,137,Complete Match
143,Samuel,Frary,Middletown,Middlesex County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Frary&name_x=ps_ps&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=_1-1-a,,No Match
144,Joseph,Badcock,Windham,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Badcock&name_x=1_1&residence=_windham-windham-connecticut-usa_3465&residence_x=_1-0,138 | 139,2 Potential Matches Found
145,Elias,Mason,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elias_Mason&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-0,140,Complete Match
146,Abel,Patchen,Sharon,Litchfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Abel_Patchen&name_x=ps_ps&residence=_sharon-litchfield-connecticut-usa_3287&residence_x=_1-1-a,,No Match
147,Jeremiah,Platt,New Haven,New Haven County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jeremiah_Platt&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=_1-0,141,Complete Match
148,Nathan,Weed,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathan_Weed&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,142 | 143,2 Potential Matches Found
149,Anne,Brooker,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Anne_Brooker&name_x=ps_ps&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-1-a,144,Complete Match
150,Comfort,Clock,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Comfort_Clock&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,145,Complete Match
151,Comfrot,Clock,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Comfrot_Clock&name_x=ps_ps&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,145,Complete Match
152,David,Hoyt,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Hoyt&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,146 | 147,2 Potential Matches Found
153,Thaddeus,Weed,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thaddeus_Weed&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,148,Complete Match
154,David,Waterbury,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Waterbury&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,149 | 150 | 151,3 Potential Matches Found
155,Nathaniel,Webb,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathaniel_Webb&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,152 | 153,2 Potential Matches Found
156,Samuel,Hutton,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Hutton&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,154,Complete Match
157,Smith,Weed,Stamford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Smith_Weed&name_x=1_1&residence=_stamford-fairfield-connecticut-usa_83&residence_x=_1-0,155,Complete Match
158,William,Higgins,East Lyme,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Higgins&name_x=ps_ps&residence=_east+lyme-new+london-connecticut-usa_3364&residence_x=_1-1,156,Complete Match
159,Robert C,Johnson,Stratford,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert+C_Johnson&name_x=ps_ps&residence=_stratford-fairfield-connecticut-usa_86&residence_x=_1-1-a,157,Complete Match
160,Hezekiah,Chaffee,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Hezekiah_Chaffee&name_x=1_1&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-0,158,Complete Match
161,John,Chaffee,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Chaffee&name_x=ps_ps&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-1-a,,No Match
162,Joseph,Colton,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Colton&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-0,159,Complete Match
163,Joseph,Cotton,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Cotton&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-0,159,Complete Match
164,Jeremiah,Ripley,Coventry,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jeremiah_Ripley&name_x=ps_ps&residence=_coventry-tolland-connecticut-usa_3411&residence_x=_1-1-a,,No Match
165,Josiah,Phelps,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Josiah_Phelps&name_x=1_1&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-0,160,Complete Match
166,Nehemiah,Child,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Nehemiah_Child&name_x=ps_ps&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-1-a,,No Match
167,Phineas,Lewis,Farmington,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Phineas_Lewis&name_x=1_1&residence=_farmington-hartford-connecticut-usa_748&residence_x=_1-0,161,Complete Match
168,Silas,Mary,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Silas_Mary&name_x=ps_ps&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-1-a,,No Match
169,Silas,May,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Silas_May&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-0,162,Complete Match
170,Samuel,Doggett,Coventry,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Doggett&name_x=ps_ps&residence=_coventry-tolland-connecticut-usa_3411&residence_x=_1-0,163,Complete Match
171,Elijah,House,Coventry,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elijah_House&name_x=ps_ps&residence=_coventry-tolland-connecticut-usa_3411&residence_x=_1-1,164,Complete Match
172,Samuel,Williams,Brooklyn,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Williams&name_x=ps_ps&residence=_brooklyn-windham-connecticut-usa_3434&residence_x=_1-1,165 | 166,2 Potential Matches Found
173,John,Chenevard,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Chenevard&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-0,167,Complete Match
174,John,Deshon,New London,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Deshon&name_x=ps_ps&residence=_new+london-new+london-connecticut-usa_3381&residence_x=_1-1,168,Complete Match
175,Christopher,Leffingwell,Norwich,New London County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Christopher_Leffingwell&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=_1-1,169,Complete Match
176,David,Rowland,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Rowland&name_x=1_1&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-0,170,Complete Match
177,Norman,Butler,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Norman_Butler&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-0,171,Complete Match
178,Sherman,Rowland,Windsor,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Sherman_Rowland&name_x=ps_ps&residence=_windsor-hartford-connecticut-usa_3163&residence_x=_1-1-a,,No Match
179,Asa,Stephens,,,VT,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Asa_Stephens&name_x=1_1&residence=_Vermont-usa_48&residence_x=_1-0,172 | 173,2 Potential Matches Found
180,Asa,Stevens,,,VT,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Asa_Stevens&name_x=1_1&residence=_Vermont-usa_48&residence_x=_1-0,174,Complete Match
181,Hezekiah,Brainard,Haddam,Middlesex County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Hezekiah_Brainard&name_x=s_s&residence=_haddam-middlesex-connecticut-usa_3313&residence_x=_1-0,175,Complete Match
182,John,Phelps,Stafford,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Phelps&name_x=s_s&residence=_stafford-tolland-connecticut-usa_3422&residence_x=_1-0,176,Complete Match
183,Charles,Sheldon,Springfield,Hampshire County,MA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Sheldon&name_x=ps_ps&residence=_springfield-hampshire-west+virginia-usa_24598&residence_x=_1-1-a,,No Match
184,John,Robbins,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Robbins&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,177 | 178,2 Potential Matches Found
185,Elias,Williams,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elias_Williams&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-0,179,Complete Match
186,Elial,Williams,Wethersfield,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elial_Williams&name_x=ps_ps&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=_1-1-a,180,Complete Match
187,Richard,Hart,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Hart&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-1-a,,No Match
188,William,Joseph,Hartford,Hartford County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Joseph&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=_1-1-a,181,Complete Match
189,Daniel,Edgerton,Tolland,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Edgerton&name_x=ps_ps&residence=_tolland-tolland-connecticut-usa_3426&residence_x=_1-1,182,Complete Match
190,Thomas,Starr,Danbury,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Starr&name_x=1_1&residence=_danbury-fairfield-connecticut-usa_60&residence_x=_1-0,183 | 184,2 Potential Matches Found
191,Ephraim,Starr,Goshen,Litchfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Ephraim_Starr&name_x=ps_ps&residence=_goshen-litchfield-connecticut-usa_3265&residence_x=_1-1,185,Complete Match
192,William,Morris,Woodstock,Windham County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Morris&name_x=1_1&residence=_woodstock-windham-connecticut-usa_3467&residence_x=_1-0,186,Complete Match
193,Benjamin,Case,Coventry,Tolland County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Benjamin_Case&name_x=s_s&residence=_coventry-tolland-connecticut-usa_3411&residence_x=_1-0,187,Complete Match
194,John,Coburn,Boston,Suffolk County,MA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Coburn&name_x=1_1&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=_1-0,188,Complete Match
195,andrew,Eliot,Fairfield,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Eliot&name_x=1_1&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=_1-0,189,Complete Match
196,andrew,Elliot,Fairfield,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Elliot&name_x=s_s&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=_1-0,189,Complete Match
197,Eliphalet,Hull,Fairfield,Fairfield County,CT,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Eliphalet_Hull&name_x=s_s&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=_1-0,190,Complete Match
