,First Name,Last Name,Search Town,Search County,Search State,Name Type,url,Match Index,Match Status
2296,Susannah,Butler,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Susannah_Butler&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2297,John,Cox,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Cox&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,1450 | 2015 | 2016 | 2017,4 Potential Matches Found
2298,Reading,Howell,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Reading_Howell&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2018,Complete Match
2299,Susannah,Shepard,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Susannah_Shepard&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2300,Thomas,Davis,,Chester County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Davis&name_x=1_1&residence=_chester-pennsylvania-usa_583&residence_x=_1-0,2019 | 2020 | 2021 | 2022,4 Potential Matches Found
2301,Hieronimus,Geyer,,Northampton County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Hieronimus_Geyer&name_x=ps_ps&residence=_northampton-pennsylvania-usa_2191&residence_x=_1-1,,No Match
2302,Hieronymus,Geyer,,Northampton County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Hieronymus_Geyer&name_x=ps_ps&residence=_northampton-pennsylvania-usa_2191&residence_x=_1-1,,No Match
2303,Catharine,Summers,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Catharine_Summers&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2304,Catherine,Summers,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Catherine_Summers&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2305,John,Hart,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Hart&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 13
2306,Joseph,Hart,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Hart&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,2023 | 2024 | 2025,3 Potential Matches Found
2307,Thomas,Folwell,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Folwell&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2308,Charles,Bensell,New Germantown,Perry County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Bensell&name_x=ps_ps&residence=_new+germantown-perry-pennsylvania-usa_15126&residence_x=_1-1-a,,No Match
2309,Helena,Ritchie,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Helena_Ritchie&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2026,Complete Match
2310,Joesph,Stiles,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joesph_Stiles&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=_1-0,2027 | 2028,2 Potential Matches Found
2311,Joseph,Stiles,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Stiles&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=_1-0,2027 | 2028,2 Potential Matches Found
2312,Thomas,Bell,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Bell&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2029 | 2030,2 Potential Matches Found
2313,William,Garrett,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Garrett&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,2031,Complete Match
2314,Luke,Morris,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Luke_Morris&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2032 | 2033,2 Potential Matches Found
2315,Luke Morris,7,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Luke+Morris_7&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2316,Joseph,Stiles,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Stiles&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2317,Deborah,Wharton,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Deborah_Wharton&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2318,Rebecca,Wharton,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Rebecca_Wharton&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2034,Complete Match
2319,Thomas,Bradford,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Bradford&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2035,Complete Match
2320,Mary,Chevalier,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Mary_Chevalier&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2036,Complete Match
2321,Peter,Hartman,,Chester County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Peter_Hartman&name_x=1_1&residence=_chester-pennsylvania-usa_583&residence_x=_1-0,2037,Complete Match
2322,John,Long,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Long&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,,No Match: Too Many Potential Matches Found 5
2323,William,Porter,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Porter&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2038,Complete Match
2324,Samuel,Treat,,,NJ,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Treat&name_x=ps_ps&residence=_new+jersey-usa_33&residence_x=_1-0,,No Match
2325,Israel,Whalen,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Israel_Whalen&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,1619 | 1620,2 Potential Matches Found
2326,William,Wistar,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Wistar&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2039 | 2040,2 Potential Matches Found
2327,William,Wister,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Wister&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2039 | 2040,2 Potential Matches Found
2328,John,Davis,,Chester County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Davis&name_x=1_1&residence=_chester-pennsylvania-usa_583&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
2329,Samuel,Rogers,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Rogers&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2330,Alexander J,Dallas,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Alexander+J_Dallas&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2331,William,Watson,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Watson&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 9
2332,John,Capp,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Capp&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2041 | 2042,2 Potential Matches Found
2333,Joseph,Cauffman,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Cauffman&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-0,2043,Complete Match
2334,Joseph,Fry,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Fry&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2044,Complete Match
2335,John,Mease,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Mease&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2045 | 2046,2 Potential Matches Found
2336,Henry,Rung,Lancaster,Lancaster County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Henry_Rung&name_x=ps_ps&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=_1-0,2047,Complete Match
2337,Ann,Henry,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Ann_Henry&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 30
2338,William,Henry,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Henry&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 7
2339,John,Fry,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Fry&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2048 | 2049 | 2050,3 Potential Matches Found
2340,Joesph,Larimore,,Lancaster County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Joesph_Larimore&name_x=ps_ps&residence=_lancaster-pennsylvania-usa_1680&residence_x=_1-1,,No Match
2341,Joseph,Larimore,,Lancaster County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Larimore&name_x=ps_ps&residence=_lancaster-pennsylvania-usa_1680&residence_x=_1-1,,No Match
2342,Joseph,Swift,,Philadelphia County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Swift&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-0-a,,No Match: Too Many Potential Matches Found 9
2343,Joseph R,Tatem,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph+R_Tatem&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2051,Complete Match
2344,andrew,Bausman,,Lancaster County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Bausman&name_x=1_1&residence=_lancaster-pennsylvania-usa_1680&residence_x=_1-0,1879,Complete Match
2345,Henry,Chapman,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Henry_Chapman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,2052,Complete Match
2346,Leonard,Stoneburner,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Leonard_Stoneburner&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2053,Complete Match
2347,Barthholomew,Wistar,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Barthholomew_Wistar&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2348,Bartholomew,Wistar,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Bartholomew_Wistar&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2349,Bartholomew,Wister,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Bartholomew_Wister&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2350,James,Gilchrist,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Gilchrist&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2351,Charles,Young,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Young&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
2352,Daniel,Harting,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Harting&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=_1-0,1468,Complete Match
2353,William,Hollingshead,,Bucks County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hollingshead&name_x=1_1&residence=_bucks-pennsylvania-usa_403&residence_x=_1-0,2054,Complete Match
2354,William,Hollinshead,,Bucks County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hollinshead&name_x=1_1&residence=_bucks-pennsylvania-usa_403&residence_x=_1-0,2054,Complete Match
2355,Christiana,Pechin,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Christiana_Pechin&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2356,Christina,Pechin,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Christina_Pechin&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2357,Christopher,Pechin,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Christopher_Pechin&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2358,Walter,Hood,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Walter_Hood&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,2055,Complete Match
2359,Philip,Kleis,Lancaster,Lancaster County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Kleis&name_x=s_s&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=_1-0,2056,Complete Match
2360,Philip,Klies,Lancaster,Lancaster County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Klies&name_x=s_s&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=_1-0,2056,Complete Match
2361,William,Cleland,,,MA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Cleland&name_x=ps_ps&residence=_massachusetts-usa_24&residence_x=_1-0,,No Match
2362,John,Albright,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Albright&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,2057 | 2058 | 2059 | 2060,4 Potential Matches Found
2363,Richard,Fullerton,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Fullerton&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,1507 | 1508,2 Potential Matches Found
2364,andrew Mc,Farlane,,Westmoreland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew+Mc_Farlane&name_x=ps_ps&residence=_westmoreland-pennsylvania-usa_3123&residence_x=_1-1,,No Match
2365,andrew,Mcfarlane,,Westmoreland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Mcfarlane&name_x=ps_ps&residence=_westmoreland-pennsylvania-usa_3123&residence_x=_1-0-a,2061 | 2062,2 Potential Matches Found
2366,James Mc,Farlane,,Westmoreland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=James+Mc_Farlane&name_x=ps_ps&residence=_westmoreland-pennsylvania-usa_3123&residence_x=_1-0,2063,Complete Match
2367,James,Mcfarlane,,Westmoreland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Mcfarlane&name_x=ps_ps&residence=_westmoreland-pennsylvania-usa_3123&residence_x=_1-0-a,2064,Complete Match
2368,Wilhelm,Willink,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Wilhelm_Willink&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2369,James,Potter,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Potter&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,,No Match: Too Many Potential Matches Found 8
2370,Richard,Potter,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Potter&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,1616,Complete Match
2371,Archibald,Mccall,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Archibald_Mccall&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,1629 | 1630,2 Potential Matches Found
2372,Elizabeth,Vermylies,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Elizabeth_Vermylies&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2373,Jan,Willink,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jan_Willink&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,2065,Complete Match
2374,Jan Ananias,Willink,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jan+Ananias_Willink&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,2065,Complete Match
2375,John,Bennet,Middlesex,Middlesex County,NJ,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Bennet&name_x=ps_ps&residence=_middlesex-middlesex-new+jersey-usa_8391&residence_x=_1-1-a,,No Match
2376,John,Bennett,Middlesex,Middlesex County,NJ,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Bennett&name_x=ps_ps&residence=_middlesex-middlesex-new+jersey-usa_8391&residence_x=_1-1-a,,No Match
2377,Daniel,Braeutigam,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Braeutigam&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2378,Daniel,Brautigam,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Brautigam&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2379,David,Evans,,Bucks County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Evans&name_x=1_1&residence=_bucks-pennsylvania-usa_403&residence_x=_1-0,2066,Complete Match
2380,John,Templeton,,Chester County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Templeton&name_x=s_s&residence=_chester-pennsylvania-usa_583&residence_x=_1-0,2067 | 2068,2 Potential Matches Found
2381,Robert,Patton,Dauphin,Dauphin County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Patton&name_x=ps_ps&residence=_dauphin-dauphin-pennsylvania-usa_13701&residence_x=_1-1-a,,No Match
2382,Richard,Leedom,,Bucks County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Leedom&name_x=1_1&residence=_bucks-pennsylvania-usa_403&residence_x=_1-0,2069,Complete Match
2383,andrew,Summeres,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Summeres&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,1501 | 1502,2 Potential Matches Found
2384,Elizabeth,Roberdeau,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elizabeth_Roberdeau&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-0,2070,Complete Match
2385,Elizabeth,Robertdeau,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Elizabeth_Robertdeau&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-0,2071,Complete Match
2386,Robert,Ross,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Ross&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2072,Complete Match
2387,Barbara,Sivert,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Barbara_Sivert&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2388,Charles,Young,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Charles_Young&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2073 | 2074 | 2075 | 2076,4 Potential Matches Found
2389,John,Craig,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Craig&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2077 | 2078 | 2079,3 Potential Matches Found
2390,Thomas,Hamilton,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Hamilton&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2080,Complete Match
2391,Jacob,Holland,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Holland&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1-a,,No Match
2392,Philip,Stockton,,,NJ,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Stockton&name_x=ps_ps&residence=_new+jersey-usa_33&residence_x=_1-0,,No Match
2393,Elizabeth,Cuthbert,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Elizabeth_Cuthbert&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2394,Matthew,Fitzwater,,Montgomery County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Matthew_Fitzwater&name_x=s_s&residence=_montgomery-pennsylvania-usa_2087&residence_x=_1-0,2081,Complete Match
2395,Abraham,Sheridan,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Abraham_Sheridan&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2082,Complete Match
2396,William,Hendle,,Lancaster County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hendle&name_x=ps_ps&residence=_lancaster-pennsylvania-usa_1680&residence_x=_1-0,2083,Complete Match
2397,James,Jones,,Kent County,DE,county,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Jones&name_x=ps_ps&residence=_kent-delaware-usa_1585&residence_x=_1-0-a,,No Match: Too Many Potential Matches Found 6
2398,John,Reed,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Reed&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2084 | 2085 | 2086,3 Potential Matches Found
2399,Michael,Gunaker,Lancaster,Lancaster County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Gunaker&name_x=ps_ps&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=_1-1-a,,No Match
2400,Michael,Gundaker,Lancaster,Lancaster County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Gundaker&name_x=ps_ps&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=_1-0,2087,Complete Match
2401,William,Mccalla,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Mccalla&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=_1-0,2088 | 2089,2 Potential Matches Found
2402,George,Gosner,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Gosner&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2403,William,Cook,,Northumberland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Cook&name_x=s_s&residence=_northumberland-pennsylvania-usa_2193&residence_x=_1-0,2090,Complete Match
2404,Robert,Taggart,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Taggart&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2091 | 2092,2 Potential Matches Found
2405,andrew,Yeatman,,,DE,state,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Yeatman&name_x=ps_ps&residence=_delaware-usa_10&residence_x=_1-0,,No Match
2406,John,Guier,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Guier&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2093 | 2094,2 Potential Matches Found
2407,Mathias,Keeley,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Mathias_Keeley&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2095,Complete Match
2408,Benjamin,Scull,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Benjamin_Scull&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2096,Complete Match
2409,Juliana,Albright,,,PA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Juliana_Albright&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=_1-0,,No Match
2410,Ann,Cook,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Ann_Cook&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,,No Match
2411,John,Cook,,Northumberland County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Cook&name_x=s_s&residence=_northumberland-pennsylvania-usa_2193&residence_x=_1-0,2097,Complete Match
2412,Jasper,Moylan,Philadelphia,Philadelphia County,PA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jasper_Moylan&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-1,2098,Complete Match
2413,Jacob Lawer,Swyler,,Philadelphia County,PA,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob+Lawer_Swyler&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=_1-0-a,,No Match: Too Many Potential Matches Found 10
