FIPS,State FIPS,County FIPS,SHP File Record Order Number,Area Name,Area Name (2),Qualifying Area Name,Summary Level,State/US Abbreviation,Area Name,NHGIS State FIPS,NHGIS County FIPS,NHGIS GIS JOIN FIELD,ICPSR State FIPS,ICPSR County FIPS,ICPSR FIPS,ICPSR Area Name,Land Area,Area,Total Population,Total Population,Population Density Per Square Mile,Total Area in Square Miles,White Male,White Male Age Under 16,White Male Age 16 Years and over
3701270,370,1270,127,Nash County,"Nash County, NC","Nash County, North Carolina",50,NC,Nash,370,1270,3701270,47,1270,37127,Nash,625.6542,1620436973,7390,7390,11.81163626,625.6542139,2568,1434,1134
3701290,370,1290,128,New Hanover County,"New Hanover County, NC","New Hanover County, North Carolina",50,NC,New Hanover,370,1290,3701290,47,1290,37129,New Hanover,1211.858,3138698599,6837,6837,5.641748683,1211.858306,1536,702,834
3701310,370,1310,129,Northampton County,"Northampton County, NC","Northampton County, North Carolina",50,NC,Northampton,370,1310,3701310,47,1310,37131,Northampton,550.6134,1426082165,9992,9992,18.14703374,550.6134028,2618,1283,1335
3701330,370,1330,130,Onslow County,"Onslow County, NC","Onslow County, North Carolina",50,NC,Onslow,370,1330,3701330,47,1330,37133,Onslow,769.5685,1993173332,5427,5427,7.052003573,769.5685267,1808,941,867
3701350,370,1350,131,Orange County,"Orange County, NC","Orange County, North Carolina",50,NC,Orange,370,1350,3701350,47,1350,37135,Orange,996.7976,2581694014,12216,12216,12.2552458,996.7976328,5142,2709,2433
3701390,370,1390,132,Pasquotank County,"Pasquotank County, NC","Pasquotank County, North Carolina",50,NC,Pasquotank,370,1390,3701390,47,1390,37139,Pasquotank,227.7646,589907613.9,5477,5477,24.04675669,227.7646033,1986,1035,951
3701430,370,1430,133,Perquimans County,"Perquimans County, NC","Perquimans County, North Carolina",50,NC,Perquimans,370,1430,3701430,47,1430,37143,Perquimans,248.0252,642382356.9,5439,5439,21.929222,248.0252149,1805,921,884
3701470,370,1470,134,Pitt County,"Pitt County, NC","Pitt County, North Carolina",50,NC,Pitt,370,1470,3701470,47,1470,37147,Pitt,633.8784,1641737449,8270,8270,13.04666691,633.8783737,2969,1508,1461
3701510,370,1510,135,Randolph County,"Randolph County, NC","Randolph County, North Carolina",50,NC,Randolph,370,1510,3701510,47,1510,37151,Randolph,789.9346,2045921109,7318,7318,9.264058562,789.9345574,3542,1952,1590
3701530,370,1530,136,Richmond County,"Richmond County, NC","Richmond County, North Carolina",50,NC,Richmond,370,1530,3701530,47,1530,37153,Richmond,800.2369,2072603932,5053,5053,6.314380526,800.2368529,2301,1205,1096
3701550,370,1550,137,Robeson County,"Robeson County, NC","Robeson County, North Carolina",50,NC,Robeson,370,1550,3701550,47,1550,37155,Robeson,1092.347,2829165776,5343,5343,4.891302792,1092.347014,2270,1138,1132
3701570,370,1570,138,Rockingham County,"Rockingham County, NC","Rockingham County, North Carolina",50,NC,Rockingham,370,1570,3701570,47,1570,37157,Rockingham,572.3356,1482342454,6211,6211,10.85202417,572.3356218,2599,1411,1188
3701590,370,1590,139,Rowan County,"Rowan County, NC","Rowan County, North Carolina",50,NC,Rowan,370,1590,3701590,47,1590,37159,Rowan,1379.475,3572822637,15972,15972,11.57832175,1379.474534,7227,3828,3399
3701610,370,1610,140,Rutherford County,"Rutherford County, NC","Rutherford County, North Carolina",50,NC,Rutherford,370,1610,3701610,47,1610,37161,Rutherford,1333.906,3454801198,7808,7808,5.853485044,1333.906201,3695,2119,1576
3701630,370,1630,141,Sampson County,"Sampson County, NC","Sampson County, North Carolina",50,NC,Sampson,370,1630,3701630,47,1630,37163,Sampson,826.0617,2139490061,6162,6162,7.459490937,826.0617316,2418,1272,1146
3701690,370,1690,142,Stokes County,"Stokes County, NC","Stokes County, North Carolina",50,NC,Stokes,370,1690,3701690,47,1690,37169,Stokes,837.9676,2170326116,8423,8423,10.05170129,837.967599,3968,2122,1846
3701710,370,1710,143,Surry County,"Surry County, NC","Surry County, North Carolina",50,NC,Surry,370,1710,3701710,47,1710,37171,Surry,820.3054,2124581347,7192,7192,8.767465879,820.3054451,3294,1763,1531
3701770,370,1770,144,Tyrrell County,"Tyrrell County, NC","Tyrrell County, North Carolina",50,NC,Tyrrell,370,1770,3701770,47,1770,37177,Tyrrell,990.3941,2565109045,4826,4826,4.872807506,990.3941402,1837,970,867
3701830,370,1830,145,Wake County,"Wake County, NC","Wake County, North Carolina",50,NC,Wake,370,1830,3701830,47,1830,37183,Wake,943.3579,2443285689,10198,10198,10.81031942,943.3578795,3862,2091,1771
3701850,370,1850,146,Warren County,"Warren County, NC","Warren County, North Carolina",50,NC,Warren,370,1850,3701850,47,1850,37185,Warren,523.6307,1356197249,9379,9379,17.91147894,523.6306857,2385,1318,1067
3701910,370,1910,147,Wayne County,"Wayne County, NC","Wayne County, North Carolina",50,NC,Wayne,370,1910,3701910,47,1910,37191,Wayne,615.1991,1593358464,6115,6115,9.939870806,615.1991429,2283,1219,1064
3701930,370,1930,148,Wilkes County,"Wilkes County, NC","Wilkes County, North Carolina",50,NC,Wilkes,370,1930,3701930,47,1930,37193,Wilkes,1829.207,4737625256,8157,8157,4.459308588,1829.20734,3868,2253,1615
3850000,385,0,149,Territory outline (No Population),"Territory outline (No Population), Northwest Territory","Territory outline (No Population), Northwest Territory",50,,Territory outline (No Population),385,0,3850000,,,,,274561,7.11E+11,,,,274560.9644,,,
4200030,420,30,150,Allegheny County,"Allegheny County, PA","Allegheny County, Pennsylvania",50,PA,Allegheny,420,30,4200030,14,30,42003,Allegheny,5783.398,14978931835,10203,10203,1.764187791,5783.397921,5269,2745,2524
4200090,420,90,151,Bedford County,"Bedford County, PA","Bedford County, Pennsylvania",50,PA,Bedford,420,90,4200090,14,90,42009,Bedford,3092.352,8009153965,13132,13132,4.246606317,3092.351638,6727,3840,2887
4200110,420,110,152,Berks County,"Berks County, PA","Berks County, Pennsylvania",50,PA,Berks,420,110,4200110,14,110,42011,Berks,1436.949,3721680463,30189,30189,21.00909838,1436.948862,15262,7551,7711
4200170,420,170,153,Bucks County,"Bucks County, PA","Bucks County, Pennsylvania",50,PA,Bucks,420,170,4200170,14,170,42017,Bucks,618.296,1601379277,25216,25216,40.78305561,618.2959963,12423,5894,6529
4200290,420,290,154,Chester County,"Chester County, PA","Chester County, Pennsylvania",50,PA,Chester,420,290,4200290,14,290,42029,Chester,759.8054,1967886858,27829,27829,36.62648528,759.8053646,14076,6590,7486
4200410,420,410,155,Cumberland County,"Cumberland County, PA","Cumberland County, Pennsylvania",50,PA,Cumberland,420,410,4200410,14,410,42041,Cumberland,1106.907,2866876209,18208,18208,16.44943835,1106.907094,9330,4514,4816
4200430,420,430,156,Dauphin County,"Dauphin County, PA","Dauphin County, Pennsylvania",50,PA,Dauphin,420,430,4200430,14,430,42043,Dauphin,887.5143,2298651366,18155,18155,20.45600946,887.5142552,9085,4434,4651
4200450,420,450,157,Delaware County,"Delaware County, PA","Delaware County, Pennsylvania",50,PA,Delaware,420,450,4200450,14,450,42045,Delaware,185.3863,480148235.1,9469,9469,51.07713742,185.3862702,4639,2109,2530
4200495,420,495,158,Erie Triangle (No Data),"Erie Triangle (No Data), PA","Erie Triangle (No Data), Pennsylvania",50,PA,Erie Triangle (No Data),420,495,4200495,,,,,334.5502,866481155.7,,,,334.5502449,,,
4200510,420,510,159,Fayette County,"Fayette County, PA","Fayette County, Pennsylvania",50,PA,Fayette,420,510,4200510,14,510,42051,Fayette,798.0008,2066812708,13318,13318,16.68920531,798.0008486,6835,3420,3415
4200550,420,550,160,Franklin County,"Franklin County, PA","Franklin County, Pennsylvania",50,PA,Franklin,420,550,4200550,14,550,42055,Franklin,755.8313,1957594149,15662,15662,20.72155445,755.8313273,7895,3874,4021
4200610,420,610,161,Huntingdon County,"Huntingdon County, PA","Huntingdon County, Pennsylvania",50,PA,Huntingdon,420,610,4200610,14,610,42061,Huntingdon,2207.438,5717238256,7558,7558,3.42387867,2207.438034,3960,2089,1871
4200710,420,710,162,Lancaster County,"Lancaster County, PA","Lancaster County, Pennsylvania",50,PA,Lancaster,420,710,4200710,14,710,42071,Lancaster,1015.563,2630295994,36081,36081,35.52807787,1015.562962,17781,8067,9714
4200790,420,790,163,Luzerne County,"Luzerne County, PA","Luzerne County, Pennsylvania",50,PA,Luzerne,420,790,4200790,14,790,42079,Luzerne,3447.256,8928351379,4892,4892,1.419099818,3447.255744,2565,1328,1237
4200870,420,870,164,Mifflin County,"Mifflin County, PA","Mifflin County, Pennsylvania",50,PA,Mifflin,420,870,4200870,14,870,42087,Mifflin,1779.103,4607855375,7562,7562,4.250456769,1779.102909,3909,1955,1954
4200910,420,910,165,Montgomery County,"Montgomery County, PA","Montgomery County, Pennsylvania",50,PA,Montgomery,420,910,4200910,14,910,42091,Montgomery,487.4535,1262498796,22918,22918,47.0157656,487.4535107,11383,5382,6001
4200950,420,950,166,Northampton County,"Northampton County, PA","Northampton County, Pennsylvania",50,PA,Northampton,420,950,4200950,14,950,42095,Northampton,3194.366,8273369417,24238,24238,7.587734644,3194.365794,12411,6404,6007
4200970,420,970,167,Northumberland County,"Northumberland County, PA","Northumberland County, Pennsylvania",50,PA,Northumberland,420,970,4200970,14,970,42097,Northumberland,12454.31,32256508769,17147,17147,1.376792709,12454.30768,8920,4729,4191
4201010,420,1010,168,Philadelphia County,"Philadelphia County, PA","Philadelphia County, Pennsylvania",50,PA,Philadelphia,420,1010,4201010,14,1010,42101,Philadelphia,136.1705,352680036.1,54388,54388,399.410964,136.1705234,25393,10896,14497
4201250,420,1250,169,Washington County,"Washington County, PA","Washington County, Pennsylvania",50,PA,Washington,420,1250,4201250,14,1250,42125,Washington,1489.037,3856588742,23892,23892,16.04526695,1489.03724,12612,7279,5333
4201290,420,1290,170,Westmoreland County,"Westmoreland County, PA","Westmoreland County, Pennsylvania",50,PA,Westmoreland,420,1290,4201290,14,1290,42129,Westmoreland,1883.599,4878499118,16019,16019,8.50446387,1883.599042,8372,4359,4013
4201330,420,1330,171,York County,"York County, PA","York County, Pennsylvania",50,PA,York,420,1330,4201330,14,1330,42133,York,1431.773,3708274811,37535,37535,26.21574953,1431.772911,18640,9469,9171
4400010,440,10,172,Bristol County,"Bristol County, RI","Bristol County, Rhode Island",50,RI,Bristol,440,10,4400010,5,10,44001,Bristol,25.7731,66751932.34,3211,3211,124.5874317,25.77306519,1455,677,778
4400030,440,30,173,Kent County,"Kent County, RI","Kent County, Rhode Island",50,RI,Kent,440,30,4400030,5,30,44003,Kent,174.5667,452125645.2,8851,8851,50.70268626,174.5666878,4286,2128,2158
4400050,440,50,174,Newport County,"Newport County, RI","Newport County, Rhode Island",50,RI,Newport,440,50,4400050,5,50,44005,Newport,132.7566,343838004.9,14351,14351,108.1000902,132.756596,6112,2856,3256
4400070,440,70,175,Providence County,"Providence County, RI","Providence County, Rhode Island",50,RI,Providence,440,70,4400070,5,70,44007,Providence,410.7866,1063932337,24376,24376,59.33981693,410.7865724,11641,5486,6155
4400090,440,90,176,Washington County,"Washington County, RI","Washington County, Rhode Island",50,RI,Washington,440,90,4400090,5,90,44009,Washington,340.8517,882801827.9,18323,18323,53.75651771,340.8516917,8307,4598,3709
4500010,450,10,177,Abbeville County,"Abbeville County, SC","Abbeville County, South Carolina",50,SC,Abbeville,450,10,4500010,48,10,45001,Abbeville,976.2738,2528537574,9197,9197,9.420512817,976.2738164,3852,1948,1904
4500130,450,130,178,Beaufort County,"Beaufort County, SC","Beaufort County, South Carolina",50,SC,Beaufort,450,130,4500130,48,130,45013,Beaufort,1890.194,4895580861,18753,18753,9.921202071,1890.19434,2321,1055,1266
4500190,450,190,179,Charleston County,"Charleston County, SC","Charleston County, South Carolina",50,SC,Charleston,450,190,4500190,48,190,45019,Charleston,3952.993,10238205153,66985,66985,16.94538748,3952.993114,8237,3177,5060
4500230,450,230,180,Chester County,"Chester County, SC","Chester County, South Carolina",50,SC,Chester,450,230,4500230,48,230,45023,Chester,586.1651,1518160609,6866,6866,11.71342363,586.1650887,3050,1604,1446
4500270,450,270,181,Clarendon County,"Clarendon County, SC","Clarendon County, South Carolina",50,SC,Clarendon,450,270,4500270,48,270,45027,Clarendon,802.0142,2077207314,2392,2392,2.982490727,802.0142288,960,516,444
4500370,450,370,182,Edgefield County,"Edgefield County, SC","Edgefield County, South Carolina",50,SC,Edgefield,450,370,4500370,48,370,45037,Edgefield,1652.118,4278965443,13289,13289,8.043615312,1652.117796,4904,2571,2333
4500390,450,390,183,Fairfield County,"Fairfield County, SC","Fairfield County, South Carolina",50,SC,Fairfield,450,390,4500390,48,390,45039,Fairfield,883.533,2288339991,7623,7623,8.627860992,883.5330109,3209,1874,1335
4500430,450,430,184,Georgetown County,"Georgetown County, SC","Georgetown County, South Carolina",50,SC,Georgetown,450,430,4500430,48,430,45043,Georgetown,4344.59,11252435533,22122,22122,5.09185027,4344.589653,4823,2467,2356
4500450,450,450,185,Greenville County,"Greenville County, SC","Greenville County, South Carolina",50,SC,Greenville,450,450,4500450,48,450,45045,Greenville,751.5027,1946382979,6503,6503,8.653329199,751.5026703,3027,1627,1400
4500570,450,570,186,Lancaster County,"Lancaster County, SC","Lancaster County, South Carolina",50,SC,Lancaster,450,570,4500570,48,570,45057,Lancaster,989.2373,2562112787,6302,6302,6.370564611,989.2372788,2790,1537,1253
4500590,450,590,187,Laurens County,"Laurens County, SC","Laurens County, South Carolina",50,SC,Laurens,450,590,4500590,48,590,45059,Laurens,767.4581,1987707428,9337,9337,12.16613603,767.4581296,4239,2270,1969
4500690,450,690,188,Marlboro County,"Marlboro County, SC","Marlboro County, South Carolina",50,SC,Marlboro,450,690,4500690,48,690,45069,Marlboro,2143.129,5550678044,10706,10706,4.995500092,2143.128777,3772,1993,1779
4500710,450,710,189,Newberry County,"Newberry County, SC","Newberry County, South Carolina",50,SC,Newberry,450,710,4500710,48,710,45071,Newberry,615.1816,1593313024,9342,9342,15.18575982,615.1815986,4224,2232,1992
4500750,450,750,190,Orangeburg County,"Orangeburg County, SC","Orangeburg County, South Carolina",50,SC,Orangeburg,450,750,4500750,48,750,45075,Orangeburg,4338.402,11236409344,18513,18513,4.267239503,4338.401907,6372,3171,3201
4500755,450,755,191,Pendleton County,"Pendleton County, SC","Pendleton County, South Carolina",50,SC,Pendleton,450,755,4500755,48,755,45075.10156,Pendleton,1853.333,4800111468,9568,9568,5.162589739,1853.333401,4542,2535,2007
4500790,450,790,192,Richland County,"Richland County, SC","Richland County, South Carolina",50,SC,Richland,450,790,4500790,48,790,45079,Richland,690.0854,1787313068,3930,3930,5.694947037,690.0854344,1306,710,596
4500830,450,830,193,Spartanburg County,"Spartanburg County, SC","Spartanburg County, South Carolina",50,SC,Spartanburg,450,830,4500830,48,830,45083,Spartanburg,1016.522,2632781129,8800,8800,8.656965476,1016.522478,4041,2173,1868
4500850,450,850,194,Sumter County,"Sumter County, SC","Sumter County, South Carolina",50,SC,Sumter,450,850,4500850,48,240,,,1064.618,2757346937,,,,1064.617606,,,
4500870,450,870,195,Union County,"Union County, SC","Union County, South Carolina",50,SC,Union,450,870,4500870,48,870,45087,Union,629.9195,1631483933,7693,7693,12.21267222,629.9194689,3309,1809,1500
4500875,450,875,196,Unorganized (No Data),"Unorganized (No Data), SC","Unorganized (No Data), South Carolina",50,SC,Unorganized (No Data),450,875,4500875,,,,,89.5625,231965700.1,,,,89.56245763,,,
4500910,450,910,197,York County,"York County, SC","York County, South Carolina",50,SC,York,450,910,4500910,48,910,45091,York,822.5806,2130473906,6604,6604,8.028392843,822.5805749,2962,1612,1350
4650000,465,0,198,Southwest Territory,"Southwest Territory,",Southwest Territory,50,,Southwest Territory,465,0,4650000,,,,,42462.59,1.10E+11,,,,42462.58525,,,
5000010,500,10,199,Addison County,"Addison County, VT","Addison County, Vermont",50,VT,Addison,500,10,5000010,6,10,50001,Addison,752.6628,1949387790,6420,6420,8.529715706,752.6628344,3424,1656,1768
5000030,500,30,200,Bennington County,"Bennington County, VT","Bennington County, Vermont",50,VT,Bennington,500,30,5000030,6,30,50003,Bennington,678.2315,1756611623,12206,12206,17.99680386,678.23154,6308,3205,3103
5000070,500,70,201,Chittenden County,"Chittenden County, VT","Chittenden County, Vermont",50,VT,Chittenden,500,70,5000070,6,70,50007,Chittenden,2690.701,6968883136,7287,7287,2.708216363,2690.700825,4012,1761,2251
5000170,500,170,202,Orange County,"Orange County, VT","Orange County, Vermont",50,VT,Orange,500,170,5000170,6,170,50017,Orange,2717.214,7037552156,10526,10526,3.873820643,2717.214082,5638,2765,2873
5000210,500,210,203,Rutland County,"Rutland County, VT","Rutland County, Vermont",50,VT,Rutland,500,210,5000210,6,210,50021,Rutland,976.261,2528504313,15590,15590,15.96909065,976.2609743,8088,4098,3990
5000250,500,250,204,Windham County,"Windham County, VT","Windham County, Vermont",50,VT,Windham,500,250,5000250,6,250,50025,Windham,798.1071,2067087802,17572,17572,22.01709622,798.107063,9088,4672,4416
5000270,500,270,205,Windsor County,"Windsor County, VT","Windsor County, Vermont",50,VT,Windsor,500,270,5000270,6,270,50027,Windsor,1000.924,2592380332,15740,15740,15.72547527,1000.923643,8152,4148,4004
5100010,510,10,206,Accomack County,"Accomack County, VA","Accomack County, Virginia",50,VA,Accomack,510,10,5100010,40,10,51001,Accomack,462.9178,1198951623,13959,13959,30.15438095,462.9178103,4474,2177,2297
5100030,510,30,207,Albemarle County,"Albemarle County, VA","Albemarle County, Virginia",50,VA,Albemarle,510,30,5100030,40,30,51003,Albemarle,736.4441,1907381415,12585,12585,17.08887382,736.4440825,3493,1790,1703
5100070,510,70,208,Amelia County,"Amelia County, VA","Amelia County, Virginia",50,VA,Amelia,510,70,5100070,40,70,51007,Amelia,674.6472,1747328250,18097,18097,26.82439019,674.64721,3406,1697,1709
5100090,510,90,209,Amherst County,"Amherst County, VA","Amherst County, Virginia",50,VA,Amherst,510,90,5100090,40,90,51009,Amherst,953.0866,2468483006,13703,13703,14.37749701,953.0866182,4291,2235,2056
5100150,510,150,210,Augusta County,"Augusta County, VA","Augusta County, Virginia",50,VA,Augusta,510,150,5100150,40,150,51015,Augusta,2260.638,5855024622,10886,10886,4.815455503,2260.637648,4836,2237,2599
5100190,510,190,211,Bedford County,"Bedford County, VA","Bedford County, Virginia",50,VA,Bedford,510,190,5100190,40,190,51019,Bedford,786.8703,2037984666,10531,10531,13.38340038,786.8702797,4051,2266,1785
5100195,510,195,212,Berkeley County,"Berkeley County, VA","Berkeley County, Virginia",50,VA,Berkeley,510,195,5100195,40,195,54003,Berkeley,692.6449,1793942051,19713,19713,28.46047091,692.644899,8800,4547,4253
5100230,510,230,213,Botetourt County,"Botetourt County, VA","Botetourt County, Virginia",50,VA,Botetourt,510,230,5100230,40,230,51023,Botetourt,2402.892,6223462453,10524,10524,4.379721907,2402.89229,4809,2562,2247
5100231,510,231,214,Bourbon County,"Bourbon County, VA","Bourbon County, Virginia",50,VA,Bourbon,510,231,5100231,51,170,21017,Bourbon,4325.502,11202998332,7837,7837,1.811812891,4325.501843,3680,2035,1645
5100250,510,250,215,Brunswick County,"Brunswick County, VA","Brunswick County, Virginia",50,VA,Brunswick,510,250,5100250,40,250,51025,Brunswick,569.3742,1474672370,12827,12827,22.52824297,569.3741857,3001,1529,1472
5100290,510,290,216,Buckingham County,"Buckingham County, VA","Buckingham County, Virginia",50,VA,Buckingham,510,290,5100290,40,290,51029,Buckingham,728.0316,1885593139,9779,9779,13.4321096,728.0315819,2811,1537,1274
5100310,510,310,217,Campbell County,"Campbell County, VA","Campbell County, Virginia",50,VA,Campbell,510,310,5100310,40,310,51031,Campbell,660.2488,1710036513,7685,7685,11.63955182,660.2487896,2583,1347,1236
5100330,510,330,218,Caroline County,"Caroline County, VA","Caroline County, Virginia",50,VA,Caroline,510,330,5100330,40,330,51033,Caroline,538.8868,1395710281,17489,17489,32.45394307,538.8867529,3530,1731,1799
5100360,510,360,219,Charles City County,"Charles City County, VA","Charles City County, Virginia",50,VA,Charles City,510,360,5100360,40,360,51036,Charles City,196.6095,509216333.7,5588,5588,28.42181719,196.6095258,1041,509,532
5100370,510,370,220,Charlotte County,"Charlotte County, VA","Charlotte County, Virginia",50,VA,Charlotte,510,370,5100370,40,370,51037,Charlotte,506.3791,1311515934,10078,10078,19.9020839,506.3791336,2664,1379,1285
5100410,510,410,221,Chesterfield County,"Chesterfield County, VA","Chesterfield County, Virginia",50,VA,Chesterfield,510,410,5100410,40,410,51041,Chesterfield,482.8463,1250566304,14214,14214,29.43793611,482.8463499,3209,1557,1652
5100470,510,470,222,Culpeper County,"Culpeper County, VA","Culpeper County, Virginia",50,VA,Culpeper,510,470,5100470,40,470,51047,Culpeper,970.892,2514598658,22105,22105,22.76772356,970.891971,7127,3755,3372
5100490,510,490,223,Cumberland County,"Cumberland County, VA","Cumberland County, Virginia",50,VA,Cumberland,510,490,5100490,40,490,51049,Cumberland,299.7307,776299023,8153,8153,27.20108156,299.7307288,1799,914,885
5100530,510,530,224,Dinwiddie County,"Dinwiddie County, VA","Dinwiddie County, Virginia",50,VA,Dinwiddie,510,530,5100530,40,530,51053,Dinwiddie,516.0265,1336502608,13934,13934,27.002487,516.0265423,3186,1396,1790
5100550,510,550,225,Elizabeth City County,"Elizabeth City County, VA","Elizabeth City County, Virginia",50,VA,Elizabeth City,510,550,5100550,40,550,51055,Elizabeth City,52.5347,136064259.7,3450,3450,65.67087484,52.53470444,778,388,390
5100570,510,570,226,Essex County,"Essex County, VA","Essex County, Virginia",50,VA,Essex,510,570,5100570,40,570,51057,Essex,264.7656,685739676,9122,9122,34.45312024,264.7655694,1777,869,908
5100590,510,590,227,Fairfax County,"Fairfax County, VA","Fairfax County, Virginia",50,VA,Fairfax,510,590,5100590,40,590,51059,Fairfax,321.3239,832224951.7,12320,12320,38.34138044,321.3238506,4010,1872,2138
5100610,510,610,228,Fauquier County,"Fauquier County, VA","Fauquier County, Virginia",50,VA,Fauquier,510,610,5100610,40,610,51061,Fauquier,651.4191,1687167645,17892,17892,27.46619006,651.4190705,5657,2983,2674
5100617,510,617,229,Fayette (old) County,"Fayette (old) County, VA","Fayette (old) County, Virginia",50,VA,Fayette (old),510,617,5100617,51,670,21067,Fayette,552.3769,1430649579,18410,18410,33.32869331,552.3768913,7598,4081,3517
5100650,510,650,230,Fluvanna County,"Fluvanna County, VA","Fluvanna County, Virginia",50,VA,Fluvanna,510,650,5100650,40,650,51065,Fluvanna,290.2057,751629422,3921,3921,13.5111041,290.2057426,1243,654,589
5100670,510,670,231,Franklin County,"Franklin County, VA","Franklin County, Virginia",50,VA,Franklin,510,670,5100670,40,670,51067,Franklin,701.7019,1817399650,6842,6842,9.750578875,701.7019285,2895,1629,1266
5100690,510,690,232,Frederick County,"Frederick County, VA","Frederick County, Virginia",50,VA,Frederick,510,690,5100690,40,690,51069,Frederick,708.5296,1835083140,19681,19681,27.77724607,708.5295624,8005,4170,3835
5100730,510,730,233,Gloucester County,"Gloucester County, VA","Gloucester County, Virginia",50,VA,Gloucester,510,730,5100730,40,730,51073,Gloucester,310.2798,803620904.5,13498,13498,43.50267555,310.2797663,3120,1523,1597
5100750,510,750,234,Goochland County,"Goochland County, VA","Goochland County, Virginia",50,VA,Goochland,510,750,5100750,40,750,51075,Goochland,289.9868,751062298.2,9053,9053,31.21866507,289.9867749,2087,1059,1028
5100775,510,775,235,Greenbrier County,"Greenbrier County, VA","Greenbrier County, Virginia",50,VA,Greenbrier,510,775,5100775,40,775,54025,Greenbrier,5770.09,14944463479,6015,6015,1.042444815,5770.089614,3037,1574,1463
5100810,510,810,236,Greensville County,"Greensville County, VA","Greensville County, Virginia",50,VA,Greensville,510,810,5100810,40,810,51081,Greensville,297.5517,770655266.1,6362,6362,21.38116102,297.5516621,1296,627,669
5100830,510,830,237,Halifax County,"Halifax County, VA","Halifax County, Virginia",50,VA,Halifax,510,830,5100830,40,830,51083,Halifax,829.5677,2148570548,14722,14722,17.74659201,829.5677272,4534,2320,2214
5100833,510,833,238,Hampshire County,"Hampshire County, VA","Hampshire County, Virginia",50,VA,Hampshire,510,833,5100833,40,835,54027,Hampshire,1043.91,2703713367,7346,7346,7.037008016,1043.909568,3618,1956,1662
5100850,510,850,239,Hanover County,"Hanover County, VA","Hanover County, Virginia",50,VA,Hanover,510,850,5100850,40,850,51085,Hanover,474.0832,1227869736,14754,14754,31.12112255,474.0831561,3049,1412,1637
5100853,510,853,240,Hardy County,"Hardy County, VA","Hardy County, Virginia",50,VA,Hardy,510,853,5100853,40,855,54031,Hardy,1063.7,2754969694,7336,7336,6.896683038,1063.699747,3364,2256,1108
5100857,510,857,241,Harrison County,"Harrison County, VA","Harrison County, Virginia",50,VA,Harrison,510,857,5100857,40,865,54033,Harrison,3039.872,7873232932,2080,2080,0.684239284,3039.872233,1066,579,487
5100870,510,870,242,Henrico County,"Henrico County, VA","Henrico County, Virginia",50,VA,Henrico,510,870,5100870,40,870,51087,Henrico,272.0512,704609254.2,12000,12000,44.10935154,272.0511543,2993,1170,1823
5100890,510,890,243,Henry County,"Henry County, VA","Henry County, Virginia",50,VA,Henry,510,890,5100890,40,890,51089,Henry,947.4479,2453878829,8479,8479,8.949304628,947.4479138,3486,1963,1523
5100930,510,930,244,Isle Of Wight County,"Isle Of Wight County, VA","Isle Of Wight County, Virginia",50,VA,Isle Of Wight,510,930,5100930,40,930,51093,Isle Of Wight,320.6505,830480871.5,9028,9028,28.15526936,320.6504575,2371,1163,1208
5100950,510,950,245,James City County,"James City County, VA","James City County, Virginia",50,VA,James City,510,950,5100950,40,950,51095,James City,155.8061,403535919.2,4070,4070,26.1222139,155.8060896,754,359,395
5100955,510,955,246,Jefferson (old) County,"Jefferson (old) County, VA","Jefferson (old) County, Virginia",50,VA,Jefferson (old),510,955,5100955,51,1110,21111,Jefferson,1878.595,4865539997,4765,4765,2.536469403,1878.595498,2098,1041,1057
5100970,510,970,247,King And Queen County,"King And Queen County, VA","King And Queen County, Virginia",50,VA,King And Queen,510,970,5100970,40,970,51097,King And Queen,320.3099,829598768.5,9377,9377,29.27477644,320.3098756,2021,1026,995
5100990,510,990,248,King George County,"King George County, VA","King George County, Virginia",50,VA,King George,510,990,5100990,40,990,51099,King George,184.3979,477588273.7,7366,7366,39.94623287,184.3978636,1538,781,757
5101010,510,1010,249,King William County,"King William County, VA","King William County, Virginia",50,VA,King William,510,1010,5101010,40,1010,51101,King William,284.5895,737083381,8128,8128,28.56043682,284.5894848,1455,732,723
5101030,510,1030,250,Lancaster County,"Lancaster County, VA","Lancaster County, Virginia",50,VA,Lancaster,510,1030,5101030,40,1030,51103,Lancaster,136.5572,353681512.8,5638,5638,41.28672951,136.5571957,1077,542,535
5101055,510,1055,251,Lincoln County,"Lincoln County, VA","Lincoln County, Virginia",50,VA,Lincoln,510,1055,5101055,51,1370,21137,Lincoln,17160.86,44446412173,6548,6548,0.381566054,17160.8557,2816,1441,1375
5101070,510,1070,252,Loudoun County,"Loudoun County, VA","Loudoun County, Virginia",50,VA,Loudoun,510,1070,5101070,40,1070,51107,Loudoun,646.7797,1675151801,18962,18962,29.31755466,646.7797271,7669,3992,3677
5101090,510,1090,253,Louisa County,"Louisa County, VA","Louisa County, Virginia",50,VA,Louisa,510,1090,5101090,40,1090,51109,Louisa,510.7896,1322938908,8467,8467,16.5762978,510.7895685,1981,1024,957
5101110,510,1110,254,Lunenburg County,"Lunenburg County, VA","Lunenburg County, Virginia",50,VA,Lunenburg,510,1110,5101110,40,1110,51111,Lunenburg,432.3794,1119857463,8959,8959,20.72022933,432.3793843,2295,1185,1110
