jpeg_no,state,no,letter,cert_date,cert_month,cert_year,first_name,last_name,raw_name,title,due_day,due_month,due_year,amount,90th,strike_through,note,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37
99,MA,1570,N,1,2,1786,LEMUEL,CLAP,LEMUEL CLAP,,15,3,1776,228,7,"Lo 73,498",,,,,,,,,,,,,,,,,,
99,MA,1571,P,1,2,1786,MARTHA,PUNTICE,MARTHA PUNTICE,,15,3,1776,18,,"Lo 38,306",,,,,,,,,,,,,,,,,,
99,MA,1572,R,1,2,1786,WILLIAM,KNEELAND,WILLIAM KNEELAND,,15,3,1776,60,,Ro 5340,,,,,,,,,,,,,,,,,,
99,MA,1573,D,2,2,1786,THOMAS,COOK,THOMAS COOK,,16,4,1782,5,,Ro 6714,,,,,,,,,,,,,,,,,,
99,MA,1574,E,2,2,1786,ELI,FLINT,ELI FLINT,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
99,MA,1575,G,2,2,1786,JOHN,MCCLINTOCK,JOHN MCCLINTOCK,,16,4,1782,5,,"Lo 182,2072",,,,,,,,,,,,,,,,,,
99,MA,1576,N,2,2,1786,JAMES,BAKER,JAMES BAKER,Jun,15,3,1776,25,15,Ro 6512,,,,,,,,,,,,,,,,,,
99,MA,1577,P,2,2,1786,MOSES,RAND,MOSES RAND,,15,3,1776,64,15,Ro 5340,,,,,,,,,,,,,,,,,,
99,MA,1578,R,2,2,1786,THOMAS,FILLEBROWN,THOMAS FILLEBROWN,,15,3,1776,80,,"Lo 97,986",,,,,,,,,,,,,,,,,,
99,MA,1579,H,2,2,1786,ABEL,CHASE,ABEL CHASE,,22,4,1778,106,45,303,,,,,,,,,,,,,,,,,,
99,MA,1580,I,2,2,1786,NOAH BOWMAN,,NOAH BOWMAN,,15,3,1776,85,22,Ro 5098,,,,,,,,,,,,,,,,,,
99,MA,1581,L,2,2,1786,THOMAS,PRENTICE,THOMAS PRENTICE,,15,3,1776,45,,Ro 5340,,,,,,,,,,,,,,,,,,
99,MA,1582,A,2,2,1786,LYDIA,KIDDER,LYDIA KIDDER,,15,3,1776,15,,Ro 5340,,,,,,,,,,,,,,,,,,
99,MA,1583,B,2,2,1786,SAMUEL,TOPLISS,SAMUEL TOPLISS,,15,3,1776,17,22,"Lo 73,313",,,,,,,,,,,,,,,,,,
99,MA,1584,C,2,2,1786,JOHN,WISWELL,JOHN WISWELL,,15,3,1776,97,,"Lo 97,914",,,,,,,,,,,,,,,,,,
99,MA,1585,H,3,2,1786,EZEKIEL,BIRD,EZEKIEL BIRD,,15,3,1776,109,45,,,,,,,,,,,,,,,,,,,
99,MA,1586,I,3,2,1786,JOHN,HAWES,JOHN HAWES,,15,3,1776,93,30,"Lo 165,1780",,,,,,,,,,,,,,,,,,
99,MA,1587,L,3,2,1786,ICHABOD,WISWELL,ICHABOD WISWELL,,15,3,1776,87,30,478,,,,,,,,,,,,,,,,,,
99,MA,1588,A,3,2,1786,NOAH,CLAP,NOAH CLAP,,15,3,1776,27,75,"Lo 38,306",,,,,,,,,,,,,,,,,,
99,MA,1589,B,3,2,1786,JONATHAN,BIRD,JONATHAN BIRD,,15,3,1776,25,,85,,,,,,,,,,,,,,,,,,
99,MA,1590,C,3,2,1786,FRANCIS,DELICEE,FRANCIS DELICEE,,15,3,1776,8,82,"Lo 174,1968",Last name not sure,,,,,,,,,,,,,,,,,
99,MA,1591,H,3,2,1786,DANIEL,FRAN,DANIEL FRAN,,15,3,1776,5,21,74,,,,,,,,,,,,,,,,,,
99,MA,1592,I,3,2,1786,MARY,FOSTER,MARY FOSTER,,15,3,1776,315,15,"Lo 97,1061",,,,,,,,,,,,,,,,,,
99,MA,1593,L,3,2,1786,JOHN,LOWDER,JOHN LOWDER,,15,3,1776,19,67,400,,,,,,,,,,,,,,,,,,
99,MA,1594,A,3,2,1786,ROGER,CLAP,ROGER CLAP,,15,3,1776,148,75,490,,,,,,,,,,,,,,,,,,
99,MA,1595,B,4,2,1786,JOHN,PERICE,JOHN PERICE,,15,3,1776,11,60,"Lo 73,318",,,,,,,,,,,,,,,,,,
99,MA,1596,C,4,2,1786,DORCHESTER,,DORCHESTER,,15,3,1776,78,30,"Lo 150,1638",,,,,,,,,,,,,,,,,,
99,MA,1597,H,4,2,1786,ABIJAH,WHITE,ABIJAH WHITE,,15,3,1776,33,30,"Lo 89,520",,,,,,,,,,,,,,,,,,
99,MA,1598,I,4,2,1786,THOMAS,BIRD,THOMAS BIRD,,15,3,1776,120,60,Ro 2040,,,,,,,,,,,,,,,,,,
99,MA,1599,L,4,2,1786,WILLIAM,MANNING,WILLIAM MANNING,,15,3,1776,59,60,Ro 5098,,,,,,,,,,,,,,,,,,
99,MA,1600,A,4,2,1786,JAMES,HAMPHREY,JAMES HAMPHREY,,15,3,1776,21,75,"Lo 38,142",,,,,,,,,,,,,,,,,,
100,MA,1601,B,4,2,1786,NATHAN,JARVIS,NATHAN JARVIS,,15,3,1776,126,30,"Lo 97,750",,,,,,,,,,,,,,,,,,
100,MA,1602,C,4,2,1786,DANIEL,JARVIS,DANIEL JARVIS,,15,3,1776,132,30,Ro 5346,,,,,,,,,,,,,,,,,,
100,MA,1603,H,4,2,1786,JOHN,CLAP,JOHN CLAP,,15,3,1776,145,45,Ro 6555,,,,,,,,,,,,,,,,,,
100,MA,1604,I,4,2,1786,HUMPHREY,ATHERTON,HUMPHREY ATHERTON,,15,3,1776,78,67,"Lo 150,1706",,,,,,,,,,,,,,,,,,
100,MA,1605,L,4,2,1786,JOHN,WISWELL,JOHN WISWELL,2nd,15,3,1776,104,15,Ro 5340,,,,,,,,,,,,,,,,,,
100,MA,1606,A,6,2,1786,EPHRAIM,KENDALL,EPHRAIM KENDALL,,15,10,1781,320,53,Ro 5340,,,,,,,,,,,,,,,,,,
100,MA,1607,B,6,2,1786,EPHRAIM,KENDALL,EPHRAIM KENDALL,,15,2,1782,277,86,Ro 5470,,,,,,,,,,,,,,,,,,
100,MA,1608,C,6,2,1786,NATHANIEL,CLAP,NATHANIEL CLAP,,15,3,1776,40,67,Ro 5540,,,,,,,,,,,,,,,,,,
100,MA,1609,H,6,2,1786,EPHRAIM,KENDALL,EPHRAIM KENDALL,,15,12,1781,393,21,Ro 6393,,,,,,,,,,,,,,,,,,
100,MA,1610,I,6,2,1786,JOSEPH,WITHINGTON,JOSEPH WITHINGTON,,15,3,1776,92,37,"Lo 73,335",,,,,,,,,,,,,,,,,,
100,MA,1611,L,6,2,1786,ABNER,CLAP,ABNER CLAP,,15,3,1776,55,67,Ro 6577,,,,,,,,,,,,,,,,,,
100,MA,1612,A,6,2,1786,FRANCIS,MOORE,FRANCIS MOORE,,1,7,1776,220,,Ro 6393,,,,,,,,,,,,,,,,,,
100,MA,1613,B,6,2,1786,JOHN,WALDO,JOHN WALDO,Esq,10,6,1778,208,,"Lo 73,437",,,,,,,,,,,,,,,,,,
100,MA,1614,C,6,2,1786,THOMAS,WALDO,THOMAS WALDO,Esq,24,5,1780,1,70,"Lo 73,437",,,,,,,,,,,,,,,,,,
100,MA,1615,H,7,2,1786,JOHN,WYETH,JOHN WYETH,,15,3,1776,112,20,Ro 5470,,,,,,,,,,,,,,,,,,
100,MA,1616,I,7,2,1786,JEREMIAH,SMITH,JEREMIAH SMITH,,7,6,1782,35,77,Ro 6572,,,,,,,,,,,,,,,,,,
100,MA,1617,L,7,2,1786,TIMOTHY,RIMITH,TIMOTHY RIMITH,,1,1,1782,32,,Ro Ro 5363,,,,,,,,,,,,,,,,,,
100,MA,1618,A,7,2,1786,NATHAIEL,NASON,NATHAIEL NASON,,1,2,1782,70,30,Ro 6393,,,,,,,,,,,,,,,,,,
100,MA,1619,C,8,2,1786,EBENEZER BRADISH,,EBENEZER BRADISH,,15,1,1776,306,47,"Lo 38,185",,,,,,,,,,,,,,,,,,
100,MA,1620,H,8,2,1786,ABIGAIL,MOORE,ABIGAIL MOORE,,15,3,1776,46,60,Ro 5316,,,,,,,,,,,,,,,,,,
100,MA,1621,I,8,2,1786,JOHN,PATTEN,JOHN PATTEN,,1,1,1782,8,67,"Lo 138,1492",,,,,,,,,,,,,,,,,,
100,MA,1622,L,8,2,1786,WILLIAM,TURNER,WILLIAM TURNER,,1,12,1781,22,50,1047,,,,,,,,,,,,,,,,,,
100,MA,1623,A,11,2,1786,JOHN,MATCHETT,JOHN MATCHETT,,1,4,1782,247,87,"Lo 97,880",,,,,,,,,,,,,,,,,,
100,MA,1624,B,11,2,1786,SAMUEL RAND,,SAMUEL RAND,,15,3,1776,32,,Ro 5098,,,,,,,,,,,,,,,,,,
100,MA,1625,C,13,2,1786,ROSSVELL,DOWING,ROSSVELL DOWING,,1,1,1781,145,45,Ro 6586,,,,,,,,,,,,,,,,,,
100,MA,1626,H,14,2,1786,JOHN,MILLS,JOHN MILLS,,27,7,1777,40,,Ro 6312,,,,,,,,,,,,,,,,,,
100,MA,1627,I,14,2,1786,JONATHAN,SPAULDING,JONATHAN SPAULDING,,31,1,1781,7,15,Ro 6713,,,,,,,,,,,,,,,,,,
100,MA,1628,L,14,2,1786,PRENICE,WINSLOW,PRENICE WINSLOW,,19,2,1781,7,30,281,,,,,,,,,,,,,,,,,,
100,MA,1629,A,14,2,1786,SAMUEL,DUNCALF,SAMUEL DUNCALF,,15,1,1780,255,87,Ro 6393,,,,,,,,,,,,,,,,,,
100,MA,1630,B,15,2,1786,EBENEZER,LEARNED,EBENEZER LEARNED,,24,9,1777,105,,Ro 6773,,,,,,,,,,,,,,,,,,
101,MA,1631,C,15,2,1786,SILAS,CALLENDER,SILAS CALLENDER,,20,6,1780,2,45,Ro 6766,,,,,,,,,,,,,,,,,,
101,MA,1632,A,15,2,1786,THEOPHILUS,SPAULDING,THEOPHILUS SPAULDING,,31,3,1781,15,45,Ro 6776,,,,,,,,,,,,,,,,,,
101,MA,1633,B,15,2,1786,DAVID,CLAP,DAVID CLAP,,15,3,1776,18,45,Ro 6393,,,,,,,,,,,,,,,,,,
101,MA,1634,C,15,2,1786,ABRAHAM,BURRELL,ABRAHAM BURRELL,,1,7,1780,6,52,1496,,,,,,,,,,,,,,,,,,
101,MA,1635,H,15,2,1786,DAVID,CLARK,DAVID CLARK,,21,2,1781,11,,"Lo 119,1086",,,,,,,,,,,,,,,,,,
101,MA,1636,I,15,2,1786,COMFORT,CALLENDER,COMFORT CALLENDER,,30,6,1780,10,67,Ro 6386,,,,,,,,,,,,,,,,,,
101,MA,1637,L,15,2,1786,JOSEPH,PAGE,JOSEPH PAGE,,1,4,1782,72,48,253,,,,,,,,,,,,,,,,,,
101,MA,1638,A,15,2,1786,JOHN,ASHLEY,JOHN ASHLEY,,25,3,1780,62,,Ro 6772,,,,,,,,,,,,,,,,,,
101,MA,1639,B,15,2,1786,JOHN,ANDREW,JOHN ANDREW,,15,3,1776,13,48,"Lo 150,1705",,,,,,,,,,,,,,,,,,
101,MA,1640,C,16,2,1786,NOAH,CALLENDER,NOAH CALLENDER,,1,5,1780,11,,Ro 6375,,,,,,,,,,,,,,,,,,
101,MA,1641,H,16,2,1786,WILLIAM,DAY,WILLIAM DAY,,20,12,1780,9,35,Ro 6777,,,,,,,,,,,,,,,,,,
101,MA,1642,I,16,2,1786,PAUL,BLACKMER,PAUL BLACKMER,,20,7,1780,8,63,Ro 2296,,,,,,,,,,,,,,,,,,
101,MA,1643,L,17,2,1786,CALEB,GALPEN,CALEB GALPEN,,27,1,1781,109,29,6711,,,,,,,,,,,,,,,,,,
101,MA,1644,A,17,2,1786,CHARLES,HALL,CHARLES HALL,,16,2,1776,30,,Ro 6233,,,,,,,,,,,,,,,,,,
101,MA,1645,B,17,2,1786,JER PARKER,,JER PARKER,,29,12,1775,39,41,Ro 6553,,,,,,,,,,,,,,,,,,
101,MA,1646,C,17,2,1786,SAMUEL,WELLS,SAMUEL WELLS,,5,7,1781,168,,"Lo 97,744",,,,,,,,,,,,,,,,,,
101,MA,1647,H,17,2,1786,JEREMIAH,HALL,JEREMIAH HALL,,1,4,1776,30,,Ro 6393,,,,,,,,,,,,,,,,,,
101,MA,1648,I,17,2,1786,WILLIAM,DINSDELL,WILLIAM DINSDELL,,15,3,1776,53,30,Ro 5340,,,,,,,,,,,,,,,,,,
101,MA,1649,L,17,2,1786,ZEBEDIAH WILLIAMS,,ZEBEDIAH WILLIAMS,,15,3,1776,147,50,Ro 5464,,,,,,,,,,,,,,,,,,
101,MA,1650,A,18,2,1786,HENRY H.,WILLIAMS,HENRY H. WILLIAMS,,20,1,1781,143,,"Lo 73,426",,,,,,,,,,,,,,,,,,
101,MA,1651,B,18,2,1786,JONATHAN,LORING,JONATHAN LORING,,22,7,1775,87,,"Lo 119,1121",,,,,,,,,,,,,,,,,,
101,MA,1652,C,20,2,1786,JOHN,HUMFREY,JOHN HUMFREY,,15,3,1776,17,60,"Lo 89,581",,,,,,,,,,,,,,,,,,
101,MA,1653,D,20,2,1786,JAMES,CLYRATT,JAMES CLYRATT,,25,8,1780,16,,,,,,,,,,,,,,,,,,,,
101,MA,1654,E,20,2,1786,WILLIAM,BRYANT,WILLIAM BRYANT,,29,7,1781,39,31,Ro 5418,,,,,,,,,,,,,,,,,,
101,MA,1655,G,20,2,1786,NATHANIEL,KIDDER,NATHANIEL KIDDER,,10,11,1775,30,,Ro 5346,,,,,,,,,,,,,,,,,,
101,MA,1656,N,20,2,1786,EDWARD,PRESTON,EDWARD PRESTON,,15,3,1776,86,45,Ro 6708,,,,,,,,,,,,,,,,,,
101,MA,1657,P,20,2,1786,JAMES,BLAKE,JAMES BLAKE,,15,3,1776,197,75,99,,,,,,,,,,,,,,,,,,
101,MA,1658,R,20,2,1786,STEPHEN,GODDARD,STEPHEN GODDARD,,15,3,1776,64,,Ro 6742,,,,,,,,,,,,,,,,,,
101,MA,1659,D,20,2,1786,BENJAMIN,GODDARD,BENJAMIN GODDARD,,15,3,1776,62,30,Ro 6046,,,,,,,,,,,,,,,,,,
101,MA,1660,E,21,2,1786,JACOB,BIRD,JACOB BIRD,,15,3,1776,17,75,,,,,,,,,,,,,,,,,,,
101,MA,1661,G,21,2,1786,KITTERY,,KITTERY,,10,9,1779,20,16,"Lo 174,1860",,,,,,,,,,,,,,,,,,
101,MA,1662,N,21,2,1786,BENJAMIN,SMITH,BENJAMIN SMITH,,19,6,1781,6,15,,,,,,,,,,,,,,,,,,,
101,MA,1663,P,21,2,1786,WILLIAM,GLOVER,WILLIAM GLOVER,,15,3,1776,24,30,,,,,,,,,,,,,,,,,,,
101,MA,1664,R,21,2,1786,ABIGAIL,BISHOP,ABIGAIL BISHOP,,15,3,1776,19,65,"Lo 38,300",,,,,,,,,,,,,,,,,,
102,MA,1665,D,21,2,1786,EBENEZER,BICKFORD,EBENEZER BICKFORD,,30,5,1782,888,42,"Lo 97,754",,,,,,,,,,,,,,,,,,
102,MA,1666,E,21,2,1786,JOHN,PORTER,JOHN PORTER,,16,4,1782,7,45,8,,,,,,,,,,,,,,,,,,
102,MA,1667,G,22,2,1786,ANN,SWIFT,ANN SWIFT,,15,3,1776,142,39,"Lo 119,1179",,,,,,,,,,,,,,,,,,
102,MA,1668,N,22,2,1786,JOSEPH,CLARK,JOSEPH CLARK,,15,3,1775,196,8,Ro 6242,,,,,,,,,,,,,,,,,,
102,MA,1669,P,22,2,1786,SAMUEL,LANGLEY,SAMUEL LANGLEY,,3,4,1776,96,60,403,,,,,,,,,,,,,,,,,,
102,MA,1670,R,22,2,1786,WILLIAM,HOW,WILLIAM HOW,,15,3,1776,58,60,"Lo 97,986",,,,,,,,,,,,,,,,,,
102,MA,1671,D,22,2,1786,HANNAH,MARSH,HANNAH MARSH,,15,3,1776,43,75,"Lo 89,624",,,,,,,,,,,,,,,,,,
102,MA,1672,E,22,2,1786,ROBERT,CHAMPREY,ROBERT CHAMPREY,,15,3,1776,93,45,Ro 6238,,,,,,,,,,,,,,,,,,
102,MA,1673,G,24,2,1786,JOHN,ANDREW,JOHN ANDREW,,1,4,1776,55,,Ro 5363,,,,,,,,,,,,,,,,,,
102,MA,1674,D,24,2,1786,JOHN,CROCKER,JOHN CROCKER,,1,8,1781,71,20,"Lo 137,1287",,,,,,,,,,,,,,,,,,
102,MA,1675,E,25,2,1786,JOHN,COBURN,JOHN COBURN,,15,3,1782,199,60,Ro 5418,,,,,,,,,,,,,,,,,,
102,MA,1676,G,25,2,1786,AMBRUS,TOWER,AMBRUS TOWER,,13,1,1778,26,79,"Lo 89,701",,,,,,,,,,,,,,,,,,
102,MA,1677,N,25,2,1786,JMAES,FORD,JMAES FORD,,30,5,1781,16,30,807,,,,,,,,,,,,,,,,,,
102,MA,1678,P,25,2,1786,JAMES,INGRERJOB,JAMES INGRERJOB,,6,5,1780,4,15,838,,,,,,,,,,,,,,,,,,
102,MA,1679,R,27,2,1786,ELISHA,SHELDON,ELISHA SHELDON,,1,5,1782,60,,668,,,,,,,,,,,,,,,,,,
102,MA,1680,D,28,2,1786,JOSEPH,STORNG,JOSEPH STORNG,,1,9,1781,10,,"Lo 138,1503",,,,,,,,,,,,,,,,,,
102,MA,1681,E,1,3,1786,WILLIAM,SHEPPARD,WILLIAM SHEPPARD,Col,1,2,1782,77,60,Ro 5469,,,,,,,,,,,,,,,,,,
102,MA,1682,G,1,3,1786,BENJAMIN,STEVENS,BENJAMIN STEVENS,,20,8,1781,129,72,Ro 6052,,,,,,,,,,,,,,,,,,
102,MA,1683,N,2,3,1786,PETER,GOULDING,PETER GOULDING,,19,11,1778,15,,4038,,,,,,,,,,,,,,,,,,
102,MA,1684,P,3,3,1786,EZEKIEL,BROWN,EZEKIEL BROWN,,20,4,1780,16,30,"Lo 182,2049",,,,,,,,,,,,,,,,,,
102,MA,1685,R,3,3,1786,STEPHEN,COOK,STEPHEN COOK,,16,4,1782,7,105,"Lo 97,997",Dollar amount invisible,,,,,,,,,,,,,,,,,
102,MA,1686,D,3,3,1786,SOLOMON,BOWLER,SOLOMON BOWLER,,16,4,1782,1,22,"Lo 89,542",,,,,,,,,,,,,,,,,,
102,MA,1687,E,4,3,1786,GEORGE,TYLOR,GEORGE TYLOR,,16,4,1782,26,22,Ro 5418,,,,,,,,,,,,,,,,,,
102,MA,1688,G,4,3,1786,JOHN,BAILEY,JOHN BAILEY,Col,31,8,1780,50,12,Ro 6393,,,,,,,,,,,,,,,,,,
102,MA,1689,N,4,3,1786,ABIJAH,BROWN,ABIJAH BROWN,,1,11,1776,137,82,540,,,,,,,,,,,,,,,,,,
102,MA,1690,P,6,3,1786,SAMUEL,NYE,SAMUEL NYE,,1,6,1782,304,86,Ro 6238,,,,,,,,,,,,,,,,,,
102,MA,1691,D,6,3,1786,DANIEL,WINCHESTER,DANIEL WINCHESTER,,20,9,1777,118,22,Ro 6238,,,,,,,,,,,,,,,,,,
102,MA,1692,E,6,3,1786,PHILIPS,GOODRIDGE,PHILIPS GOODRIDGE,,6,7,1779,16,45,"Lo 144,1564",,,,,,,,,,,,,,,,,,
102,MA,1693,G,7,2,1786,JAMES,JREAULO,JAMES JREAULO,,24,6,1776,100,,Ro 3418,,,,,,,,,,,,,,,,,,
102,MA,1694,N,7,2,1786,TILLY,RICE,TILLY RICE,,1,1,1777,64,40,"Lo 73,362",,,,,,,,,,,,,,,,,,
102,MA,1695,P,7,2,1786,EDWARD,JACKSON,EDWARD JACKSON,,26,5,1778,15,6,Ro 5098,,,,,,,,,,,,,,,,,,
102,MA,1696,R,7,2,1786,JONATHAN CLAP,,JONATHAN CLAP,,15,3,1776,102,30,Ro 5419,,,,,,,,,,,,,,,,,,
103,MA,1697,D,7,3,1786,JOHN,TEMPLEMAN,JOHN TEMPLEMAN,,15,8,1782,396,80,Ro 5340,,,,,,,,,,,,,,,,,,
103,MA,1698,E,8,3,1786,JOHN,HEARD,JOHN HEARD,,15,5,1782,175,86,Ro 6398,,,,,,,,,,,,,,,,,,
103,MA,1699,G,9,3,1786,WILLIAM,SERVER,WILLIAM SERVER,,20,10,1775,84,30,Ro 6572,,,,,,,,,,,,,,,,,,
103,MA,1700,N,9,3,1786,HEZEKIAH,PHELPS,HEZEKIAH PHELPS,,15,9,1777,50,,373,,,,,,,,,,,,,,,,,,
103,MA,1701,P,10,3,1786,AMOS,COGSWELL,AMOS COGSWELL,,1,1,1781,56,60,Ro 5346,,,,,,,,,,,,,,,,,,
103,MA,1702,R,11,3,1786,TIMOTHY,BIGELOW,TIMOTHY BIGELOW,Col,1,11,1780,38,,Ro 5471,,,,,,,,,,,,,,,,,,
103,MA,1703,D,13,3,1786,BENJAMIN,WILLIAMS,BENJAMIN WILLIAMS,,5,8,1780,15,,Ro 5363,,,,,,,,,,,,,,,,,,
103,MA,1704,E,13,3,1786,SAMUEL,WHITNEY,SAMUEL WHITNEY,,19,11,1779,3,3,490,,,,,,,,,,,,,,,,,,
103,MA,1705,G,14,3,1786,RICHARD,BACON,RICHARD BACON,,11,8,1780,12,,3791,,,,,,,,,,,,,,,,,,
103,MA,1706,N,15,3,1786,CHARLES,HALL,CHARLES HALL,,15,6,1776,156,72,Ro 6179,,,,,,,,,,,,,,,,,,
103,MA,1707,P,15,3,1786,WILLIAM,DILLINGHAM,WILLIAM DILLINGHAM,,1,7,1782,3,33,Ro 6213,,,,,,,,,,,,,,,,,,
103,MA,1708,R,16,3,1786,MOSES,RICHARD,MOSES RICHARD,,29,8,1780,32,29,540,,,,,,,,,,,,,,,,,,
103,MA,1709,D,16,3,1786,ESTATE COL ICHABOD ALDEN,,ESTATE COL ICHABOD ALDEN,,8,12,1779,69,46,N 102,,,,,,,,,,,,,,,,,,
103,MA,1710,E,16,3,1786,SAMUEL,BROWN,SAMUEL BROWN,,10,10,1777,71,60,2040,,,,,,,,,,,,,,,,,,
103,MA,1711,G,16,3,1786,ROBERT,WILLIAMS,ROBERT WILLIAMS,,1,1,1782,47,,Ro 6393,,,,,,,,,,,,,,,,,,
103,MA,1712,N,17,3,1786,DAVID,FOSTER,DAVID FOSTER,,16,4,1782,6,22,4878,,,,,,,,,,,,,,,,,,
103,MA,1713,P,17,3,1786,JOHN,GARDNER,JOHN GARDNER,,16,4,1782,5,,Ro 6194,,,,,,,,,,,,,,,,,,
103,MA,1714,R,17,3,1786,SETH,BROWN,SETH BROWN,,16,4,1782,5,,Ro 6393,,,,,,,,,,,,,,,,,,
103,MA,1715,D,17,3,1786,JOSIAH,GAINES,JOSIAH GAINES,,16,4,1782,5,,324,,,,,,,,,,,,,,,,,,
103,MA,1716,E,17,3,1786,JOHN,DEMING,JOHN DEMING,,16,4,1782,1,22,"Lo 73,376",,,,,,,,,,,,,,,,,,
103,MA,1717,G,17,3,1786,BENJAMIN,GOODRIDGE,BENJAMIN GOODRIDGE,,20,4,1779,29,75,373,,,,,,,,,,,,,,,,,,
103,MA,1718,N,17,3,1786,NATHANIEL,HASTINGS,NATHANIEL HASTINGS,,20,4,1779,1,12,650,,,,,,,,,,,,,,,,,,
103,MA,1719,P,17,3,1786,ZACHARIAH,WHITNEY,ZACHARIAH WHITNEY,,9,6,1779,1,15,"Lo 182,2068",,,,,,,,,,,,,,,,,,
103,MA,1720,R,17,3,1786,JOHN,THURSTON,JOHN THURSTON,,4,6,1779,3,11,659,,,,,,,,,,,,,,,,,,
103,MA,1721,D,17,3,1786,ABIJAH,HOVEY,ABIJAH HOVEY,,1,6,1779,13,49,"Lo 89,632",,,,,,,,,,,,,,,,,,
103,MA,1722,E,17,3,1786,WILLIAM,HOBERT,WILLIAM HOBERT,,16,4,1782,7,45,1206,,,,,,,,,,,,,,,,,,
103,MA,1723,G,17,3,1786,DANIEL,WINCHESTER,DANIEL WINCHESTER,,16,4,1783,349,,1047,,,,,,,,,,,,,,,,,,
103,MA,1724,N,17,3,1786,MICAH,PUTNAM,MICAH PUTNAM,,21,4,1778,44,,"Lo 6,120",,,,,,,,,,,,,,,,,,
103,MA,1725,P,17,3,1786,MARVIN,MOORE,MARVIN MOORE,,20,12,1776,80,,Ro 5278,,,,,,,,,,,,,,,,,,
103,MA,1726,R,17,3,1786,JOSEPH,GILBERT,JOSEPH GILBERT,,1,1,1777,428,15,Ro 5470,,,,,,,,,,,,,,,,,,
103,MA,1727,I,17,3,1786,THOMAS,EATON,THOMAS EATON,,1,2,1782,92,86,99,,,,,,,,,,,,,,,,,,
103,MA,1728,L,17,3,1786,ENOCH,PUTNAM,ENOCH PUTNAM,,18,7,1782,48,45,Ro 5340,,,,,,,,,,,,,,,,,,
103,MA,1729,A,18,3,1786,JOHN,ANDREWS,JOHN ANDREWS,,15,3,1776,20,15,Ro 5340,,,,,,,,,,,,,,,,,,
104,MA,1730,B,18,3,1786,MECLAD,LEWIS,MECLAD LEWIS,,19,6,1780,4,32,,,,,,,,,,,,,,,,,,,
104,MA,1731,C,18,3,1786,SAMUEL,WHITEN,SAMUEL WHITEN,,20,6,1780,66,60,N 89,,,,,,,,,,,,,,,,,,
104,MA,1732,H,18,3,1786,WILLIAM,WALKER,WILLIAM WALKER,,1,3,1781,12,30,"Lo 165,1788",,,,,,,,,,,,,,,,,,
104,MA,1733,I,18,3,1786,ICHABODS,FORD,ICHABODS FORD,,1,6,1781,35,19,Ro 6711,,,,,,,,,,,,,,,,,,
104,MA,1734,L,18,3,1786,THOMAS,STEEL,THOMAS STEEL,,1,2,1780,18,26,2407,,,,,,,,,,,,,,,,,,
104,MA,1735,A,18,3,1786,DANIEL,RICHARDS,DANIEL RICHARDS,,19,6,1780,12,6,5736,,,,,,,,,,,,,,,,,,
104,MA,1736,B,18,3,1786,THOMAS,BATEMAN,THOMAS BATEMAN,,19,6,1780,8,86,3312,,,,,,,,,,,,,,,,,,
104,MA,1737,C,18,3,1786,ISRAEL,DEWEY,ISRAEL DEWEY,,2,6,1780,14,45,,,,,,,,,,,,,,,,,,,
104,MA,1738,H,18,3,1786,TIMOTHY,WAY,TIMOTHY WAY,,1,4,1781,12,70,Ro 6570,,,,,,,,,,,,,,,,,,
104,MA,1739,I,18,3,1786,ANTHONY,HODDARD,ANTHONY HODDARD,,19,6,1780,7,45,403,,,,,,,,,,,,,,,,,,
104,MA,1740,L,19,3,1786,JOHN,NICHOLS,JOHN NICHOLS,,15,4,1780,147,22,"Lo 138,1447",,,,,,,,,,,,,,,,,,
104,MA,1741,A,20,3,1786,BENJAMIN,TYLOR,BENJAMIN TYLOR,,12,6,1780,14,53,N 54,,,,,,,,,,,,,,,,,,
104,MA,1742,B,20,3,1786,SAMUEL,LEWIS,SAMUEL LEWIS,,1,6,1780,37,30,N 54,,,,,,,,,,,,,,,,,,
104,MA,1743,C,21,3,1786,JONATHAN,WOODWARD,JONATHAN WOODWARD,,12,6,1780,15,,2358,,,,,,,,,,,,,,,,,,
104,MA,1744,H,21,3,1786,ELISHA,MEACH,ELISHA MEACH,,2,6,450,10,,"Lo 97,1065",,,,,,,,,,,,,,,,,,
104,MA,1745,I,21,3,1786,DAVID,DEMING,DAVID DEMING,,12,6,1780,19,,227,,,,,,,,,,,,,,,,,,
104,MA,1746,L,21,3,1786,SAMUEL,CLARK,SAMUEL CLARK,,12,6,1780,25,30,287,,,,,,,,,,,,,,,,,,
104,MA,1747,A,21,3,1786,ALEXANDER,SLOAN,ALEXANDER SLOAN,,28,5,1780,13,30,N 54,,,,,,,,,,,,,,,,,,
104,MA,1748,B,22,3,1786,AARON,STEBBINS,AARON STEBBINS,3rd,15,9,1780,12,60,725,,,,,,,,,,,,,,,,,,
104,MA,1749,C,24,3,1786,JOHN,GOFF,JOHN GOFF,,15,3,1776,54,15,Ro 5098,,,,,,,,,,,,,,,,,,
