row_id,state_data,state_data_index,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,First Name,Last Name,new_town,county,new_state,country,geo_level,6p_total,6p_def_total,3p_total,suspicious_row,suspicious_reason
1169,NY,1190,,,,,128145.0,52.0,,NY,,Gerard Bancker,,,,,NY,US,state,0.0,0.0,128145.52,True,More than 25% missing; 
1170,NY,1191,,,,,184549.0,55.0,,NY,,Gerard Bancker,,,,,NY,US,state,0.0,0.0,184549.55,True,More than 25% missing; 
1171,NY,1192,,,,,26.0,50.0,,NY,,John Jacob Astor,,,,,NY,US,state,0.0,0.0,26.5,True,More than 25% missing; 
1172,NY,1193,,,,,604.0,0.0,,NY,,James Bigelow,,,,,NY,US,state,0.0,0.0,604.0,True,More than 25% missing; 
1173,NY,1194,,,,,590.0,70.0,,NY,,Isaac Davenport,,,,,NY,US,state,0.0,0.0,590.7,True,More than 25% missing; 
1174,NY,1195,,,,,29.0,51.0,,NY,,Thomas Tillatson,,,,,NY,US,state,0.0,0.0,29.51,True,More than 25% missing; 
1175,NY,1196,,,,,65.0,11.0,,NY,,John Fondey,,,,,NY,US,state,0.0,0.0,65.11,True,More than 25% missing; 
1176,NY,1197,,,,,441.0,22.0,,NY,,Isaac de Graaf,,,,,NY,US,state,0.0,0.0,441.22,True,More than 25% missing; 
1177,NY,1198,,,,,1310.0,3.0,,NY,,Henry Quackenbush,,,,,NY,US,state,0.0,0.0,1310.03,True,More than 25% missing; 
1178,NY,1199,,,,,248.0,34.0,,NY,,Thomas Bolton,,,,,NY,US,state,0.0,0.0,248.34,True,More than 25% missing; 
1179,NY,1200,,,,,837.0,7.0,,NY,,John D'Mercier,,,,,NY,US,state,0.0,0.0,837.07,True,More than 25% missing; 
1180,NY,1201,,,,,17.0,11.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,17.11,True,More than 25% missing; 
1181,NY,1202,,,,,525.0,95.0,,NY,,Matthew Ten Eyck,,,,,NY,US,state,0.0,0.0,525.95,True,More than 25% missing; 
1182,NY,1203,,,,,58.0,88.0,,NY,,Abraham Brinckenhoff,,,,,NY,US,state,0.0,0.0,58.88,True,More than 25% missing; 
1183,NY,1204,,,,,37.0,25.0,,NY,,Daniel Ludlow,,,,,NY,US,state,0.0,0.0,37.25,True,More than 25% missing; 
1184,NY,1205,,,,,16.0,5.0,,NY,,James Harvey Pierpont,,,,,NY,US,state,0.0,0.0,16.05,True,More than 25% missing; 
1185,NY,1206,,,,,7.0,29.0,,NY,,Josiah Blakeley,,,,,NY,US,state,0.0,0.0,7.29,True,More than 25% missing; 
1186,NY,1207,,,,,31.0,59.0,,NY,,Thomas Bolton,,,,,NY,US,state,0.0,0.0,31.59,True,More than 25% missing; 
1187,NY,1208,,,,,331.0,66.0,,NY,,Isaac Heyer and Co,,,,,NY,US,state,0.0,0.0,331.66,True,More than 25% missing; 
1188,NY,1209,,,,,307.0,27.0,,NY,,Francis Childs,,,,,NY,US,state,0.0,0.0,307.27,True,More than 25% missing; 
1189,NY,1210,,,,,12799.0,58.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,12799.58,True,More than 25% missing; 
1190,NY,1211,,,,,2637.0,78.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,2637.78,True,More than 25% missing; 
1191,NY,1212,,,,,1500.0,0.0,,NY,,John Dewhurst,,,,,NY,US,state,0.0,0.0,1500.0,True,More than 25% missing; 
1192,NY,1213,,,,,343.0,68.0,,NY,,Benjamin S Judah,,,,,NY,US,state,0.0,0.0,343.68,True,More than 25% missing; 
1193,NY,1214,,,,,632.0,21.0,,NY,,Norman Butler,,,,,NY,US,state,0.0,0.0,632.21,True,More than 25% missing; 
1194,NY,1215,,,,,10737.0,96.0,,NY,,Leonard Bleecker,,,,,NY,US,state,0.0,0.0,10737.96,True,More than 25% missing; 
1195,NY,1216,,,,,217.0,39.0,,NY,,John Noble Cummings,,,,,NY,US,state,0.0,0.0,217.39,True,More than 25% missing; 
1196,NY,1217,,,,,381.0,1.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,381.01,True,More than 25% missing; 
1197,NY,1218,,,,,189.0,69.0,,NY,,John Stites,,,,,NY,US,state,0.0,0.0,189.69,True,More than 25% missing; 
1198,NY,1219,,,,,273.0,62.0,,NY,,John Stites,,,,,NY,US,state,0.0,0.0,273.62,True,More than 25% missing; 
1199,NY,1220,,,,,15.0,32.0,,NY,,David Waterbury,,,,,NY,US,state,0.0,0.0,15.32,True,More than 25% missing; 
1200,NY,1221,,,,,895.0,10.0,,NY,,Daniel C Verplanck,,,,,NY,US,state,0.0,0.0,895.1,True,More than 25% missing; 
1201,NY,1222,,,,,938.0,77.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,938.77,True,More than 25% missing; 
1202,NY,1223,,,,,209.0,88.0,,NY,,John and James Davenport,,,,,NY,US,state,0.0,0.0,209.88,True,More than 25% missing; 
1203,NY,1224,,,,,432.0,0.0,,NY,,Robert Robinson,,,,,NY,US,state,0.0,0.0,432.0,True,More than 25% missing; 
1204,NY,1225,,,,,333.0,40.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,333.4,True,More than 25% missing; 
1205,NY,1226,,,,,23.0,48.0,,NY,,Timothy Titus,,,,,NY,US,state,0.0,0.0,23.48,True,More than 25% missing; 
1206,NY,1227,,,,,523.0,19.0,,NY,,Thaddeus Weed,,,,,NY,US,state,0.0,0.0,523.19,True,More than 25% missing; 
1207,NY,1228,,,,,810.0,20.0,,NY,,John Davenport,,,,,NY,US,state,0.0,0.0,810.2,True,More than 25% missing; 
1208,NY,1229,,,,,487.0,72.0,,NY,,Smith Weed,,,,,NY,US,state,0.0,0.0,487.72,True,More than 25% missing; 
1209,NY,1230,,,,,76.0,75.0,,NY,,Samuel Hutton,,,,,NY,US,state,0.0,0.0,76.75,True,More than 25% missing; 
1210,NY,1231,,,,,38.0,90.0,,NY,,Andrew Wakeman,,,,,NY,US,state,0.0,0.0,38.9,True,More than 25% missing; 
1211,NY,1232,,,,,51.0,29.0,,NY,,Peter Anspach,,,,,NY,US,state,0.0,0.0,51.29,True,More than 25% missing; 
1212,NY,1233,,,,,126.0,42.0,,NY,,Andrew Wakeman,,,,,NY,US,state,0.0,0.0,126.42,True,More than 25% missing; 
1213,NY,1234,,,,,320.0,0.0,,NY,,Andrew Stockholm,,,,,NY,US,state,0.0,0.0,320.0,True,More than 25% missing; 
1214,NY,1235,,,,,18375.0,5.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,18375.05,True,More than 25% missing; 
1215,NY,1236,,,,,2659.0,70.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,2659.7,True,More than 25% missing; 
1216,NY,1237,,,,,109.0,74.0,,NY,,Thomas Van Pelt,,,,,NY,US,state,0.0,0.0,109.74,True,More than 25% missing; 
1217,NY,1238,,,,,146.0,78.0,,NY,,Miller Hart and Co,,,,,NY,US,state,0.0,0.0,146.78,True,More than 25% missing; 
1218,NY,1239,,,,,8599.0,27.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,8599.27,True,More than 25% missing; 
1219,NY,1240,,,,,911.0,93.0,,NY,,Robert C Johnson,,,,,NY,US,state,0.0,0.0,911.93,True,More than 25% missing; 
1220,NY,1241,,,,,396.0,74.0,,NY,,Robert C Johnson,,,,,NY,US,state,0.0,0.0,396.74,True,More than 25% missing; 
1221,NY,1242,,,,,43.0,90.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,0.0,43.9,True,More than 25% missing; 
1222,NY,1243,,,,,657.0,64.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,657.64,True,More than 25% missing; 
1223,NY,1244,,,,,3554.0,36.0,,NY,,Cornelius Ten Broeck,,,,,NY,US,state,0.0,0.0,3554.36,True,More than 25% missing; 
1224,NY,1245,,,,,11966.0,19.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,11966.19,True,More than 25% missing; 
1225,NY,1246,,,,,3026.0,11.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,3026.11,True,More than 25% missing; 
1226,NY,1247,,,,,205.0,81.0,,NY,,Richard Platt,,,,,NY,US,state,0.0,0.0,205.81,True,More than 25% missing; 
1227,NY,1248,,,,,171.0,87.0,,NY,,Platt Carll,,,,,NY,US,state,0.0,0.0,171.87,True,More than 25% missing; 
1228,NY,1249,,,,,363.0,31.0,,NY,,Platt Carll,,,,,NY,US,state,0.0,0.0,363.31,True,More than 25% missing; 
1229,NY,1250,,,,,144.0,29.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,144.29,True,More than 25% missing; 
1230,NY,1251,,,,,95.0,23.0,,NY,,Gardner and Rodman,,,,,NY,US,state,0.0,0.0,95.23,True,More than 25% missing; 
1231,NY,1252,,,,,2218.0,57.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,2218.57,True,More than 25% missing; 
1232,NY,1253,,,,,31.0,66.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,31.66,True,More than 25% missing; 
1233,NY,1254,,,,,95.0,7.0,,NY,,David Lydig,,,,,NY,US,state,0.0,0.0,95.07,True,More than 25% missing; 
1234,NY,1255,,,,,140.0,77.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,140.77,True,More than 25% missing; 
1235,NY,1256,,,,,872.0,48.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,872.48,True,More than 25% missing; 
1236,NY,1257,,,,,3073.0,84.0,,NY,,Charles McEvers,,,,,NY,US,state,0.0,0.0,3073.84,True,More than 25% missing; 
1237,NY,1258,,,,,780.0,63.0,,NY,,Joseph Lewis,,,,,NY,US,state,0.0,0.0,780.63,True,More than 25% missing; 
1238,NY,1259,,,,,419.0,88.0,,NY,,James Manning,,,,,NY,US,state,0.0,0.0,419.88,True,More than 25% missing; 
1239,NY,1260,,,,,39053.0,2.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,39053.02,True,More than 25% missing; 
1240,NY,1261,,,,,1075.0,24.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,1075.24,True,More than 25% missing; 
1241,NY,1262,,,,,531.0,25.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,531.25,True,More than 25% missing; 
1242,NY,1263,,,,,400.0,23.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,400.23,True,More than 25% missing; 
1243,NY,1264,,,,,1680.0,99.0,,NY,,John D Alvey,,,,,NY,US,state,0.0,0.0,1680.99,True,More than 25% missing; 
1244,NY,1265,,,,,991.0,0.0,,NY,,John P Mumford,,,,,NY,US,state,0.0,0.0,991.0,True,More than 25% missing; 
1245,NY,1266,,,,,532.0,58.0,,NY,,Miller Hart and Co,,,,,NY,US,state,0.0,0.0,532.58,True,More than 25% missing; 
1246,NY,1267,,,,,26073.0,7.0,,NY,,Alexander Macomb,,,,,NY,US,state,0.0,0.0,26073.07,True,More than 25% missing; 
1247,NY,1268,,,,,5653.0,31.0,,NY,,Obadiah Bowen,,,,,NY,US,state,0.0,0.0,5653.31,True,More than 25% missing; 
1248,NY,1269,,,,,24.0,78.0,,NY,,John Dennis,,,,,NY,US,state,0.0,0.0,24.78,True,More than 25% missing; 
1249,NY,1270,,,,,2435.0,55.0,,NY,,Alexander Macomb,,,,,NY,US,state,0.0,0.0,2435.55,True,More than 25% missing; 
1250,NY,1271,,,,,340.0,38.0,,NY,,Hannah Townsend,,,,,NY,US,state,0.0,0.0,340.38,True,More than 25% missing; 
1251,NY,1272,,,,,6612.0,40.0,,NY,,John Murray,,,,,NY,US,state,0.0,0.0,6612.4,True,More than 25% missing; 
1252,NY,1273,,,,,165.0,60.0,,NY,,Edward Parker and Co,,,,,NY,US,state,0.0,0.0,165.6,True,More than 25% missing; 
1253,NY,1274,,,,,370.0,63.0,,NY,,Norman Butler,,,,,NY,US,state,0.0,0.0,370.63,True,More than 25% missing; 
1254,NY,1275,,,,,205.0,81.0,,NY,,Robert C Johnson,,,,,NY,US,state,0.0,0.0,205.81,True,More than 25% missing; 
1255,NY,1276,,,,,340.0,57.0,,NY,,John P Mumford and Co,,,,,NY,US,state,0.0,0.0,340.57,True,More than 25% missing; 
1256,NY,1277,,,,,12000.0,0.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,12000.0,True,More than 25% missing; 
1257,NY,1278,,,,,536.0,5.0,,NY,,Catherine Remsen,,,,,NY,US,state,0.0,0.0,536.05,True,More than 25% missing; 
1258,NY,1279,,,,,1650.0,37.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,1650.37,True,More than 25% missing; 
1259,NY,1280,,,,,55.0,3.0,,NY,,Joshua Paine,,,,,NY,US,state,0.0,0.0,55.03,True,More than 25% missing; 
1260,NY,1281,,,,,270.0,81.0,,NY,,George D Alvey,,,,,NY,US,state,0.0,0.0,270.81,True,More than 25% missing; 
1261,NY,1282,,,,,20116.0,75.0,,NY,,Edward Parker and Co,,,,,NY,US,state,0.0,0.0,20116.75,True,More than 25% missing; 
1262,NY,1283,,,,,329.0,94.0,,NY,,Thaddeus Burr,,,,,NY,US,state,0.0,0.0,329.94,True,More than 25% missing; 
1263,NY,1284,,,,,1000.0,0.0,,NY,,Abijah Hammond,,,,,NY,US,state,0.0,0.0,1000.0,True,More than 25% missing; 
1264,NY,1285,,,,,377.0,70.0,,NY,,Peter Anspach,,,,,NY,US,state,0.0,0.0,377.7,True,More than 25% missing; 
1265,NY,1286,,,,,809.0,32.0,,NY,,Elijah Austin,,,,,NY,US,state,0.0,0.0,809.32,True,More than 25% missing; 
1266,NY,1287,,,,,469.0,80.0,,NY,,William Applegate,,,,,NY,US,state,0.0,0.0,469.8,True,More than 25% missing; 
1267,NY,1288,,,,,1294.0,69.0,,NY,,Daniel L Coit,,,,,NY,US,state,0.0,0.0,1294.69,True,More than 25% missing; 
1268,NY,1289,,,,,870.0,62.0,,NY,,John Rathbun,,,,,NY,US,state,0.0,0.0,870.62,True,More than 25% missing; 
1269,NY,1290,,,,,4025.0,6.0,,NY,,James Carter,,,,,NY,US,state,0.0,0.0,4025.06,True,More than 25% missing; 
1270,NY,1291,,,,,9500.0,0.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,9500.0,True,More than 25% missing; 
1271,NY,1292,,,,,3162.0,13.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,3162.13,True,More than 25% missing; 
1272,NY,1293,,,,,50.0,20.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,50.2,True,More than 25% missing; 
1273,NY,1294,,,,,1101.0,5.0,,NY,,Solomon Townsend,,,,,NY,US,state,0.0,0.0,1101.05,True,More than 25% missing; 
1274,NY,1295,,,,,450.0,0.0,,NY,,Isabella Metcheld Mahony,,,,,NY,US,state,0.0,0.0,450.0,True,More than 25% missing; 
1275,NY,1296,,,,,974.0,94.0,,NY,,James Carter,,,,,NY,US,state,0.0,0.0,974.94,True,More than 25% missing; 
1276,NY,1297,,,,,1235.0,90.0,,NY,,John Lawrence,,,,,NY,US,state,0.0,0.0,1235.9,True,More than 25% missing; 
1277,NY,1298,,,,,1005.0,7.0,,NY,,Michael Price,,,,,NY,US,state,0.0,0.0,1005.07,True,More than 25% missing; 
1278,NY,1299,,,,,160.0,68.0,,NY,,John Davenport,,,,,NY,US,state,0.0,0.0,160.68,True,More than 25% missing; 
1279,NY,1300,,,,,4296.0,29.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,4296.29,True,More than 25% missing; 
1280,NY,1301,,,,,258.0,0.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,258.0,True,More than 25% missing; 
1281,NY,1302,,,,,2125.0,15.0,,NY,,Thomas Tillotson,,,,,NY,US,state,0.0,0.0,2125.15,True,More than 25% missing; 
1282,NY,1303,,,,,15.0,59.0,,NY,,James Johnston,,,,,NY,US,state,0.0,0.0,15.59,True,More than 25% missing; 
1283,NY,1304,,,,,45.0,79.0,,NY,,James Johnston,,,,,NY,US,state,0.0,0.0,45.79,True,More than 25% missing; 
1284,NY,1305,,,,,753.0,2.0,,NY,,Gabriel Furman,,,,,NY,US,state,0.0,0.0,753.02,True,More than 25% missing; 
1285,NY,1306,,,,,9900.0,,,NY,,Gabriel Furman,,,,,NY,US,state,0.0,0.0,9900.0,True,More than 25% missing; 
1286,NY,1307,,,,,1440.0,0.0,,NY,,Edward Parker and Co,,,,,NY,US,state,0.0,0.0,1440.0,True,More than 25% missing; 
1287,NY,1308,,,,,873.0,70.0,,NY,,Comfort Sands,,,,,NY,US,state,0.0,0.0,873.7,True,More than 25% missing; 
1288,NY,1309,,,,,501.0,78.0,,NY,,James Richmond,,,,,NY,US,state,0.0,0.0,501.78,True,More than 25% missing; 
1289,NY,1310,,,,,411.0,86.0,,NY,,James Richmond,,,,,NY,US,state,0.0,0.0,411.86,True,More than 25% missing; 
1290,NY,1311,,,,,34.0,31.0,,NY,,Isaac Clason,,,,,NY,US,state,0.0,0.0,34.31,True,More than 25% missing; 
1291,NY,1312,,,,,774.0,70.0,,NY,,Moses Scott,,,,,NY,US,state,0.0,0.0,774.7,True,More than 25% missing; 
1292,NY,1313,,,,,589.0,23.0,,NY,,Theodosius Fowler,,,,,NY,US,state,0.0,0.0,589.23,True,More than 25% missing; 
1293,NY,1314,,,,,1623.0,96.0,,NY,,Gabriel Furman,,,,,NY,US,state,0.0,0.0,1623.96,True,More than 25% missing; 
1294,NY,1315,,,,,131.0,84.0,,NY,,Richard Platt,,,,,NY,US,state,0.0,0.0,131.84,True,More than 25% missing; 
1295,NY,1316,,,,,350.0,61.0,,NY,,Gerard Bancker,,,,,NY,US,state,0.0,0.0,350.61,True,More than 25% missing; 
1296,NY,1317,,,,,473.0,64.0,,NY,,Jonas Wade,,,,,NY,US,state,0.0,0.0,473.64,True,More than 25% missing; 
1297,NY,1318,,,,,449.0,69.0,,NY,,James Davenport,,,,,NY,US,state,0.0,0.0,449.69,True,More than 25% missing; 
1298,NY,1319,,,,,270.0,20.0,,NY,,John L Champlin,,,,,NY,US,state,0.0,0.0,270.2,True,More than 25% missing; 
1299,NY,1320,,,,,43.0,77.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,43.77,True,More than 25% missing; 
1300,NY,1321,,,,,1318.0,42.0,,NY,,William Mumford and Co,,,,,NY,US,state,0.0,0.0,1318.42,True,More than 25% missing; 
1301,NY,1322,,,,,684.0,71.0,,NY,,Luther Halsey,,,,,NY,US,state,0.0,0.0,684.71,True,More than 25% missing; 
1302,NY,1323,,,,,2386.0,46.0,,NY,,Clarkson Edgar,,,,,NY,US,state,0.0,0.0,2386.46,True,More than 25% missing; 
1303,NY,1324,,,,,454.0,83.0,,NY,,John D Alvey,,,,,NY,US,state,0.0,0.0,454.83,True,More than 25% missing; 
1304,NY,1325,,,,,43.0,20.0,,NY,,Francis Childs,,,,,NY,US,state,0.0,0.0,43.2,True,More than 25% missing; 
1305,NY,1326,,,,,94.0,20.0,,NY,,Francis Childs,,,,,NY,US,state,0.0,0.0,94.2,True,More than 25% missing; 
1306,NY,1327,,,,,144.0,52.0,,NY,,George Codwise,,,,,NY,US,state,0.0,0.0,144.52,True,More than 25% missing; 
1307,NY,1328,,,,,211.0,50.0,,NY,,John Hendrickson,,,,,NY,US,state,0.0,0.0,211.5,True,More than 25% missing; 
1308,NY,1329,,,,,1043.0,68.0,,NY,,William Allen,,,,,NY,US,state,0.0,0.0,1043.68,True,More than 25% missing; 
1309,NY,1330,,,,,9165.0,86.0,,NY,,Miller Hart and Co,,,,,NY,US,state,0.0,0.0,9165.86,True,More than 25% missing; 
1310,NY,1331,,,,,1866.0,39.0,,NY,,James McEvers,,,,,NY,US,state,0.0,0.0,1866.39,True,More than 25% missing; 
1311,NY,1332,,,,,153.0,84.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,153.84,True,More than 25% missing; 
1312,NY,1333,,,,,1500.0,0.0,,NY,,Jonas Stanberry,,,,,NY,US,state,0.0,0.0,1500.0,True,More than 25% missing; 
1313,NY,1334,,,,,248.0,68.0,,NY,,John Davenport,,,,,NY,US,state,0.0,0.0,248.68,True,More than 25% missing; 
1314,NY,1335,,,,,306.0,70.0,,NY,,Bernard Hart and Co,,,,,NY,US,state,0.0,0.0,306.7,True,More than 25% missing; 
1315,NY,1336,,,,,456.0,99.0,,NY,,John and James Davenport,,,,,NY,US,state,0.0,0.0,456.99,True,More than 25% missing; 
1316,NY,1337,,,,,675.0,89.0,,NY,,James Rivington,,,,,NY,US,state,0.0,0.0,675.89,True,More than 25% missing; 
1317,NY,1338,,,,,279.0,61.0,,NY,,Jonathan Sturges,,,,,NY,US,state,0.0,0.0,279.61,True,More than 25% missing; 
1318,NY,1339,,,,,429.0,75.0,,NY,,David Mumford,,,,,NY,US,state,0.0,0.0,429.75,True,More than 25% missing; 
1319,NY,1340,,,,,3260.0,78.0,,NY,,Daniel L Ketcham,,,,,NY,US,state,0.0,0.0,3260.78,True,More than 25% missing; 
1320,NY,1341,,,,,2273.0,32.0,,NY,,Nathaniel Prime,,,,,NY,US,state,0.0,0.0,2273.32,True,More than 25% missing; 
1321,NY,1342,,,,,165.0,96.0,,NY,,Hezekiah Sanford,,,,,NY,US,state,0.0,0.0,165.96,True,More than 25% missing; 
1322,NY,1343,,,,,692.0,76.0,,NY,,Hezekiah Sanford,,,,,NY,US,state,0.0,0.0,692.76,True,More than 25% missing; 
1323,NY,1344,,,,,132.0,46.0,,NY,,Wainwright and Caldwell,,,,,NY,US,state,0.0,0.0,132.46,True,More than 25% missing; 
1324,NY,1345,,,,,44.0,1.0,,NY,,Benjamin Seixas,,,,,NY,US,state,0.0,0.0,44.01,True,More than 25% missing; 
1325,NY,1346,,,,,444.0,80.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,444.8,True,More than 25% missing; 
1326,NY,1347,,,,,161.0,70.0,,NY,,William Leffingwell,,,,,NY,US,state,0.0,0.0,161.7,True,More than 25% missing; 
1327,NY,1348,,,,,283.0,24.0,,NY,,Norman Butler,,,,,NY,US,state,0.0,0.0,283.24,True,More than 25% missing; 
1328,NY,1349,,,,,119.0,38.0,,NY,,Albert Hyckoff,,,,,NY,US,state,0.0,0.0,119.38,True,More than 25% missing; 
1329,NY,1350,,,,,316.0,80.0,,NY,,Coll McGregor,,,,,NY,US,state,0.0,0.0,316.8,True,More than 25% missing; 
1330,NY,1351,,,,,8264.0,15.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,8264.15,True,More than 25% missing; 
1331,NY,1352,,,,,1760.0,57.0,,NY,,Christopher Leffingwell,,,,,NY,US,state,0.0,0.0,1760.57,True,More than 25% missing; 
1332,NY,1353,,,,,1041.0,77.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,1041.77,True,More than 25% missing; 
1333,NY,1354,,,,,1201.0,89.0,,NY,,Henry Huntington,,,,,NY,US,state,0.0,0.0,1201.89,True,More than 25% missing; 
1334,NY,1355,,,,,2393.0,43.0,,NY,,Frederick Fanning,,,,,NY,US,state,0.0,0.0,2393.43,True,More than 25% missing; 
1335,NY,1356,,,,,40000.0,0.0,,NY,,Isaac Bronson,,,,,NY,US,state,0.0,0.0,40000.0,True,More than 25% missing; 
1336,NY,1357,,,,,563.0,77.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,563.77,True,More than 25% missing; 
1337,NY,1358,,,,,414.0,71.0,,NY,,Rufus King,,,,,NY,US,state,0.0,0.0,414.71,True,More than 25% missing; 
1338,NY,1359,,,,,434.0,70.0,,NY,,John Motley,,,,,NY,US,state,0.0,0.0,434.7,True,More than 25% missing; 
1339,NY,1360,,,,,25000.0,0.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,25000.0,True,More than 25% missing; 
1340,NY,1361,,,,,248.0,96.0,,NY,,Isaac Riley,,,,,NY,US,state,0.0,0.0,248.96,True,More than 25% missing; 
1341,NY,1362,,,,,431.0,12.0,,NY,,Le Roy and Bayard,,,,,NY,US,state,0.0,0.0,431.12,True,More than 25% missing; 
1342,NY,1363,,,,,1284.0,33.0,,NY,,Izahiah Wetmore,,,,,NY,US,state,0.0,0.0,1284.33,True,More than 25% missing; 
1343,NY,1364,,,,,315.0,70.0,,NY,,William Denning,,,,,NY,US,state,0.0,0.0,315.7,True,More than 25% missing; 
1344,NY,1365,,,,,359.0,55.0,,NY,,John Speyer,,,,,NY,US,state,0.0,0.0,359.55,True,More than 25% missing; 
1345,NY,1366,,,,,21.0,25.0,,NY,,John D Mercier,,,,,NY,US,state,0.0,0.0,21.25,True,More than 25% missing; 
1346,NY,1367,,,,,1319.0,30.0,,NY,,Jonathan Dayton,,,,,NY,US,state,0.0,0.0,1319.3,True,More than 25% missing; 
1347,NY,1368,,,,,1352.0,53.0,,NY,,Leonard Bleecker,,,,,NY,US,state,0.0,0.0,1352.53,True,More than 25% missing; 
1348,NY,1369,,,,,1084.0,31.0,,NY,,Michael Price,,,,,NY,US,state,0.0,0.0,1084.31,True,More than 25% missing; 
1349,NY,1370,,,,,1529.0,49.0,,NY,,Robert C Johnston,,,,,NY,US,state,0.0,0.0,1529.49,True,More than 25% missing; 
1350,NY,1371,,,,,168.0,75.0,,NY,,Norman Butler,,,,,NY,US,state,0.0,0.0,168.75,True,More than 25% missing; 
1351,NY,1372,,,,,54.0,83.0,,NY,,Nicholas Cruger,,,,,NY,US,state,0.0,0.0,54.83,True,More than 25% missing; 
1352,NY,1373,,,,,663.0,46.0,,NY,,Nathaniel Leonard,,,,,NY,US,state,0.0,0.0,663.46,True,More than 25% missing; 
1353,NY,1374,,,,,15.0,47.0,,NY,,Nathaniel Leonard,,,,,NY,US,state,0.0,0.0,15.47,True,More than 25% missing; 
1354,NY,1375,,,,,2930.0,0.0,,NY,,Wheeler Coit,,,,,NY,US,state,0.0,0.0,2930.0,True,More than 25% missing; 
1355,NY,1376,,,,,2462.0,43.0,,NY,,Henry Remsen,,,,,NY,US,state,0.0,0.0,2462.43,True,More than 25% missing; 
1356,NY,1377,,,,,846.0,0.0,,NY,,John Davenport,,,,,NY,US,state,0.0,0.0,846.0,True,More than 25% missing; 
1357,NY,1378,,,,,1676.0,96.0,,NY,,John Dewint,,,,,NY,US,state,0.0,0.0,1676.96,True,More than 25% missing; 
1358,NY,1379,,,,,16.0,34.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,16.34,True,More than 25% missing; 
1359,NY,1380,,,,,222.0,1.0,,NY,,Nicholas Cooke and Co,,,,,NY,US,state,0.0,0.0,222.01,True,More than 25% missing; 
1360,NY,1381,,,,,119.0,85.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,119.85,True,More than 25% missing; 
1361,NY,1382,,,,,8904.0,26.0,,NY,,Miller Hart and Co,,,,,NY,US,state,0.0,0.0,8904.26,True,More than 25% missing; 
1362,NY,1383,,,,,108.0,0.0,,NY,,Gideon Young and Sons,,,,,NY,US,state,0.0,0.0,108.0,True,More than 25% missing; 
1363,NY,1384,,,,,7220.0,33.0,,NY,,George and Edm Morewood,,,,,NY,US,state,0.0,0.0,7220.33,True,More than 25% missing; 
1364,NY,1385,,,,,4000.0,0.0,,NY,,Thomas Eddy,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
