child_id,child_name,state,in_post1790,error,parent_id,parent_ids_all,parent_name
Smith-119295,James Smith,PA,True,,Buchanan-2732,Buchanan-2732,Elizabeth Smith
Smith-119297,John Smith,PA,True,,Buchanan-2732,Buchanan-2732,Elizabeth Smith
Smith-138826,Isaac Smith,CT,True,,Smith-70447,Smith-70447,Elijah Smith
Smith-140967,Sarah Smith,CT,True,,Smith-129762,Smith-129762,Samuel Smith
Smith-143706,Sarah Smith,CT,True,,Smith-143648,Smith-143648,Oliver Smith
Smith-158254,Samuel Smith,CT,True,,Smith-10309,Smith-10309,Josiah Smith
Smith-171049,John Smith,PA,True,,Smith-83681,Smith-83681,Samuel Smith
Smith-196133,Sarah Smith,CT,True,,Smith-196070,Smith-196070,Samuel Smith
Smith-196134,Isaac Smith,CT,True,,Smith-196070,Smith-196070,Samuel Smith
Smith-211205,John Smith,PA,True,,Smith-83360,Smith-83360,Thomas Smith
Smith-213899,John Smith,PA,True,,Smith-213900,Smith-213900,Joseph Smith
Smith-225770,William Smith,MA,True,,Smith-7639,Smith-7639,Joshua Smith
Smith-226663,William Smith,PA,True,,Smith-36616,Smith-36616,Samuel Smith
Smith-226723,Seth Smith,CT,True,,Smith-113043,Smith-113043,Ebenezer Smith
Smith-245860,Elizabeth Smith,PA,True,,Smith-245861,Smith-245861,Petrus Smith
Smith-265409,Samuel Smith,CT,True,,Brown-59094,Brown-59094,Elizabeth Smith
Smith-2764,William Smith,PA,True,,Smith-2032,Smith-2032,Thomas Smith
Smith-2765,Mary Smith,PA,True,,Smith-173365,Smith-173365,Thomas Smith
Smith-2769,John Smith,PA,True,,Smith-2032,Smith-2032,Thomas Smith
Smith-27746,Samuel Smith,CT,True,,Smith-27757,Smith-27757,Josiah Smith
Smith-289525,George Smith,CT,True,,Smith-21887,Smith-21887,Jonathan Smith
Smith-28985,Sarah Smith,CT,True,,Smith-27757,Smith-27757,Josiah Smith
Smith-292714,John Smith,PA,True,,Smith-292715,Smith-292715,Thomas Smith
Smith-29638,William Smith,PA,True,,Smith-29647,Smith-29647,James Smith
Smith-296794,William Smith,MD,True,,Smith-233117,Smith-233117,Nathaniel Smith
Smith-308004,Seth Smith,CT,True,,Smith-308006,Smith-308006,Stephen Smith
Smith-330961,Reuben Smith,CT,True,,Smith-130131,Smith-130131,Abraham Smith
Smith-331351,Sarah Smith,CT,True,,Beach-8019,Beach-8019,Mindwell Smith
Smith-331505,Sarah Smith,CT,True,,Smith-130131,Smith-130131,Abraham Smith
Smith-334165,Seth Smith,CT,True,,Smith-133852,Smith-133852,Josiah Smith
Smith-36617,Jonathan Smith,PA,True,,Smith-36613,Smith-36613,Joseph Smith
Smith-37750,Thomas Smith,NY,True,,Smith-37788,Smith-37788,William Smith
Smith-52997,Isaac Smith,CT,True,,Smith-52979,Smith-52979,Samuel Smith
Smith-54613,Samuel Smith,CT,True,,Smith-54113,Smith-54113,Oliver Smith
Smith-57655,Samuel Smith,CT,True,,Smith-48571,Smith-48571,Daniel Smith
Smith-59926,Reuben Smith,CT,True,,Smith-59925,Smith-59925,Simeon Smith
Smith-71374,Robert Smith,PA,True,,Smith-71375,Smith-71375,John Smith
Smith-73236,Isaac Smith,CT,True,,Smith-73235,Smith-73235,Abraham Smith
Smith-97628,Richard Smith,NY,True,,Smith-97613,Smith-97613,Samuel Smith
Sprague-3946,Joseph Sprague,MA,True,,Sprague-3477,Sprague-3477,John Sprague
Stahl-2392,John Stahl,PA,True,,Stahl-837,Stahl-837,Jacob Stahl
Stahl-2457,John Stahl,PA,True,,Stahl-2438,Stahl-2438,Philip Stahl
Stahl-2467,John Stahl,PA,True,,Stahl-2439,Stahl-2439,Abraham Stahl
Starr-2712,Thomas Starr,CT,True,,Closson-375,Closson-375;Starr-2711,Elizabeth Starr
Stevenson-12363,John Stevenson,PA,True,,Mc_Comb-6,Mc_Comb-6;Stevenson-4123,Jean Stevenson
Stevenson-4070,Robert Stevenson,PA,True,,Mc_Comb-6,Mc_Comb-6;Stevenson-4123,Jean Stevenson
Strong-2764,Joseph Strong,CT,True,,Strong-2760,Strong-2760,Judah Strong
Strong-2912,Joseph Strong,CT,True,,Strong-1460,Strong-1460,Nathan Strong
Strong-317,Joseph Strong,CT,True,,Strong-316,Strong-316,Benajah Strong
Strong-4296,Nathan Strong,CT,True,,Olcott-197,Olcott-197;Strong-4294,Anne Strong
Templeton-5,John Templeton,PA,True,,Templeton-3,Templeton-3,Nathaniel Templeton
Thomas-32806,John Thomas,MD,True,,Thomas-20734,Thomas-20734,Samuel Thomas
Thomas-33039,Philip Thomas,MD,True,,Thomas-20734,Thomas-20734,Samuel Thomas
Thomas-38817,Joseph Thomas,PA,True,,Thomas-51064,Thomas-51064,Nathan Thomas
Thomas-49631,Joseph Thomas,PA,True,,Thomas-49630,Thomas-49630,Owen Thomas
Thomas-60378,John Thomas,MD,True,,Thomas-33082,Thomas-33082,Richard Thomas
Thomas-66910,John Thomas,MD,True,,Thomas-41506,Thomas-41506,Philip Thomas
Thompson-10546,John Thompson,PA,True,,Chambers-1327,Chambers-1327,Elizabeth Thompson
Thompson-22051,John Thompson,PA,True,,Thompson-22552,Thompson-22552,Robert Thompson
Thompson-22315,John Thompson,PA,True,,Thompson-22313,Thompson-22313,William Thompson
Thompson-23659,Joseph Thompson,PA,True,,Thomson-8993,Thomson-8993,William Thomson
Thompson-32968,Joseph Thompson,PA,True,,Thornton-11462,Thornton-11462,Hannah Thompson
Thompson-39870,John Thompson,PA,True,,Laughlin-2171,Laughlin-2171,Jane Thompson
Thompson-45394,John Thompson,PA,True,,Thompson-45396,Thompson-45396,William Thompson
Thompson-49138,John Thompson,PA,True,,Thompson-49244,Thompson-49244,Robert Thompson
Thornton-10806,Thomas Thornton,VA,True,,Thornton-2837,Thornton-2837,Anthony Thornton
Thornton-6688,Thomas Thornton,VA,True,,Ewell-160,Ewell-160,Mary Hodges
Townsend-2512,Solomon Townsend,NY,True,,Townsend-2514,Townsend-2514,Samuel Townsend
Truax-262,Isaac Truax,NY,True,,Truax-260,Truax-260,Sarah Truax
Truax-400,Isaac Truax,NY,True,,Truax-442,Truax-442,Abraham Truax
Truax-404,Henry Truax,NY,True,,Truax-359,Truax-359,Isaac Truax
Trumbull-505,Sarah Williams,CT,True,,Trumbull-137,Trumbull-137,David Trumbull
Trumbull-512,Benjamin Trumbull,CT,True,,Phelps-6617,Phelps-6617;Trumbull-335,Martha Trumbull
Tyler-2579,John Tyler,CT,True,,Tyler-2575,Tyler-2575,Joseph Tyler
Tyler-6458,Moses Tyler,CT,True,,Tyler-6457,Tyler-6457,Elisha Tyler
Wadsworth-1247,Charles Wadsworth,CT,True,,Flagg-769,Flagg-769,Abigail Wadsworth
Wadsworth-478,Daniel Wadsworth,CT,True,,Wadsworth-452,Wadsworth-452,Jeremiah Wadsworth
Walker-28387,Robert Walker,CT,True,,Lewis-26333,Lewis-26333,Rebeckah Walker
Ward-38881,Simon Ward,NH,True,,Ward-1424,Ward-1424,Cotton Ward
Warfield-587,Alexander Warfield,MD,True,,Warfield-634,Warfield-634,Charles Warfield
Warner-12674,John Warner,CT,True,,Warner-7200,Warner-7200,Hezekiah Warner
Washington-181,George Washington,VA,True,,Washington-179,Washington-179,Lawrence Washington
Weems-606,John Weems,MD,True,,Weems-489,Weems-489,James Weems
Weems-837,John Weems,MD,True,,Weems-755,Weems-755,William Weems
Weems-846,John Weems,MD,True,,Weems-489,Weems-489,James Weems
Wells-14142,Samuel Wells,CT,True,,Wells-14141,Wells-14141,William Wells
Wells-16753,James Wells,CT,True,,Wells-8187,Wells-8187,Edmund Wells
Wheeler-20156,John Wheeler,CT,True,,Wheeler-14724,Wheeler-14724,Ichabod Wheeler
Wheeler-6674,John Wheeler,CT,True,,Denison-364,Denison-364,Esther Wheeler
Wheeler-8268,John Wheeler,CT,True,,Mallett-167,Mallett-167,Esther Wheeler
White-28084,John White,PA,True,,White-28086,White-28086,Thomas White
White-32685,Samuel White,MA,True,,White-7218,White-7218,Daniel White
White-39900,Amos White,CT,True,,White-42740,White-42740,Elijah White
White-43946,John White,PA,True,,White-1023,White-1023,William White
White-52107,Joseph White,CT,True,,White-5283,White-5283,Hugh White
White-61769,Samuel White,MA,True,,Lyon-2087,Lyon-2087,Esther White
White-63239,Samuel White,MA,True,,White-36915,White-36915,Benjamin White
White-88587,Samuel White,MA,True,,White-36915,White-36915,Benjamin White
Williams-103752,Thomas Williams,CT,True,,Williams-103754,Williams-103754,William Williams
Williams-104893,John Williams,CT,True,,Williams-20641,Williams-20641,Samuel Williams
Williams-105800,Solomon Williams,CT,True,,Williams-23840,Williams-23840,Mary Williams
Williams-109017,Samuel Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams
Williams-109246,Thomas Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams
Williams-120271,Thomas Williams,CT,True,,Williams-38645,Williams-38645,Samuel Williams
Williams-120501,William Williams,CT,True,,Williams-46968,Williams-46968,Nathan Williams
Williams-129090,Thomas Williams,MA,True,,Williams-129076,Williams-129076,William Williams
Williams-129091,Thomas Williams,MA,True,,Williams-129076,Williams-129076,William Williams
Williams-131316,Thomas Williams,CT,True,,Williams-81699,Williams-81699,John Williams
Williams-150335,John Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams
Williams-1590,Elias Williams,CT,True,,Williams-1665,Williams-1665,John Williams
Williams-1593,William Williams,CT,True,,Williams-1665,Williams-1665,John Williams
Williams-1605,William Williams,CT,True,,Cooke-4578,Cooke-4578,Margaret Williams
Williams-1665,John Williams,CT,True,,Williams-1612,Williams-1612,William Williams
Williams-16757,John Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams
Williams-16774,Samuel Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams
Williams-16780,William Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams
Williams-19834,Thomas Williams,MA,True,,Williams-39830,Williams-39830,John Williams
Williams-23839,Mary Porter,CT,True,,Williams-23840,Williams-23840,Mary Williams
Williams-27906,David Williams,CT,True,,Williams-32725,Williams-32725,Nathan Williams
Williams-38242,William Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams
Williams-38248,William Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams
Williams-38250,John Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams
Williams-52917,John Williams,CT,True,,Williams-9156,Williams-9156,William Williams
Williams-54893,Joseph Williams,MA,True,,Williams-54894,Williams-54894,John Williams
Williams-58620,Sarah Williams,CT,True,,Williams-1570,Williams-1570,Nathaniel Williams
Williams-64680,Thomas Williams,CT,True,,Williams-2025,Williams-2025,Stephen Williams
Williams-78895,Thomas Williams,CT,True,,Williams-1570,Williams-1570,Nathaniel Williams
Williams-81699,John Williams,CT,True,,Williams-67190,Williams-67190,Thomas Williams
Williams-82482,Samuel Williams,CT,True,,Williams-82479,Williams-82479,Nathan Williams
Williams-86368,William Williams,MD,True,,Williams-83929,Williams-83929,John Williams
Williams-88805,William Williams,MD,True,,Williams-90465,Williams-90465,Joseph Williams
Williams-9156,William Williams,CT,True,,Metcalf-1195,Metcalf-1195,Margaret Williams
Williams-92948,Thomas Williams,CT,True,,Williams-92945,Williams-92945,Joseph Williams
Williams-95666,Joseph Williams,MA,True,,Williams-60270,Williams-60270,William Williams
Wilson-66779,William Wilson,MD,True,,Wilson-27689,Wilson-27689,George Wilson
Wilson-75303,William Wilson,VA,True,,Wilson-77452,Wilson-77452,John Wilson
Wilson-82272,William Wilson,MD,True,,Wilson-44744,Wilson-44744,Samuel Wilson
Woodbridge-214,Joseph Woodbridge,CT,True,,Woodbridge-221,Woodbridge-221,Howell Woodbridge
Woodbridge-90,William Woodbridge,CT,True,,Woodbridge-84,Woodbridge-84,Dudley Woodbridge
Woodruff-1791,Matthew Woodruff,CT,True,,Baldwin-2835,Baldwin-2835,Sarah Woodruff
Wyer-603,William Wyer,MA,True,,Wyer-597,Wyer-597,John Wyer
Yeates-75,Mary Smith,PA,True,,Yeates-67,Yeates-67,Jasper Yeates
