row_id,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,geo_level,Name_Fix
276,Charles Eldridge,Charles,Eldridge,Groton,New London County,CT,US,town,Charles Eldridge
277,Benadam Gallup,Benadam,Gallup,Groton,New London County,CT,US,town,Benadam Gallup
278,Eunice Lamb,Eunice,Lamb,Groton,New London County,CT,US,town,Eunice Lamb
279,James Stoddard,James,Stoddard,Groton,New London County,CT,US,town,James Stoddard
280,Jonathan Barber,Jonathan,Barber,East Windsor,Hartford County,CT,US,town,Jonathan Barber
281,Samuel Redfield,Samuel,Redfield,Killingworth,Middlesex County,CT,US,town,Samuel Redfield
282,Joseph Willcox | Joseph Willcox Guardian and Co | Joseph Willcox Guardian to S Morgan,Joseph,Willcox,Killingworth,Middlesex County,CT,US,town,Joseph Willcox | S Morgan
283,Joseph Willcox | Joseph Willcox Guardian and Co | Joseph Willcox Guardian to S Morgan,S,Morgan,Killingworth,Middlesex County,CT,US,town,Joseph Willcox | S Morgan
284,Noah Lane,Noah,Lane,Killingworth,Middlesex County,CT,US,town,Noah Lane
285,John Lowell,John,Lowell,Roxbury,Litchfield County,CT,US,town,John Lowell
286,Achilles Mansfield,Achilles,Mansfield,Killingworth,Middlesex County,CT,US,town,Achilles Mansfield
287,Amos Miller,Amos,Miller,New Hartford,Litchfield County,CT,US,town,Amos Miller
288,Mabel Willcox | Mable Willcox,Mabel,Willcox,Killingworth,Middlesex County,CT,US,town,Mabel Willcox | Mable Willcox
289,Mabel Willcox | Mable Willcox,Mable,Willcox,Killingworth,Middlesex County,CT,US,town,Mabel Willcox | Mable Willcox
290,John Coit,John,Coit,Preston,New London County,CT,US,town,John Coit
291,John Tyler,John,Tyler,Preston,New London County,CT,US,town,John Tyler
292,Elizabeth Skiffe,Elizabeth,Skiffe,Windham,Windham County,CT,US,town,Elizabeth Skiffe
293,Joseph Skiffe,Joseph,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe
294,Joseph Skiffe | Joseph Skiffe Adminastrator to E C | Joseph Skiffe Adminastrator to E Carey,Ezekiel,Carey,Windham,Windham County,CT,US,town,Ezekiel Carey | Joseph Skiffe
295,Joseph Skiffe | Joseph Skiffe Adminastrator to E C | Joseph Skiffe Adminastrator to E Carey,Joseph,Skiffe,Windham,Windham County,CT,US,town,Ezekiel Carey | Joseph Skiffe
296,Christ Leffingwell | Christopher Leffingwell,Christ,Leffingwell,Norwich,New London County,CT,US,town,Christ Leffingwell | Christopher Leffingwell
297,Christ Leffingwell | Christopher Leffingwell,Christopher,Leffingwell,Norwich,New London County,CT,US,town,Christ Leffingwell | Christopher Leffingwell
298,Joseph Skiffe | Joseph Skiffe Adminastrator to R S | Joseph Skiffe Adminastrator to R Skiffe,Joseph,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe | Ruth Skiffe
299,Joseph Skiffe | Joseph Skiffe Adminastrator to R S | Joseph Skiffe Adminastrator to R Skiffe,Ruth,Skiffe,Windham,Windham County,CT,US,town,Joseph Skiffe | Ruth Skiffe
300,Oliver Burr,Oliver,Burr,Danbury,Fairfield County,CT,US,town,Oliver Burr
301,Mary Judson,Mary,Judson,Danbury,Fairfield County,CT,US,town,Mary Judson
302,John Wood,John,Wood,Danbury,Fairfield County,CT,US,town,John Wood
303,Stephen Ambler,Stephen,Ambler,Danbury,Fairfield County,CT,US,town,Stephen Ambler
304,William King,William,King,Suffield,Hartford County,CT,US,town,William King
305,Moses Marvin,Moses,Marvin,East Lyme,New London County,CT,US,town,Moses Marvin
306,Samuel Mather,Samuel,Mather,East Lyme,New London County,CT,US,town,Samuel Mather
307,John Strong,John,Strong,Torrington,Litchfield County,CT,US,town,John Strong
308,Ozias Loomis,Ozias,Loomis,Windsor,Hartford County,CT,US,town,Ozias Loomis
309,Joel Prior,Joel,Prior,East Windsor,Hartford County,CT,US,town,Joel Prior
310,David F Sill,David F,Sill,East Lyme,New London County,CT,US,town,David F Sill
311,Daniel Pitkin,Daniel,Pitkin,East Hartford,Hartford County,CT,US,town,Daniel Pitkin
312,Solomon Williams,Solomon,Williams,Northampton,Hampshire County,MA,US,town,Solomon Williams
313,Ann Dimon,Ann,Dimon,Fairfield,Fairfield County,CT,US,town,Ann Dimon
314,Jabez Perkins,Jabez,Perkins,Hartford,Hartford County,CT,US,town,Jabez Perkins
315,Elizabeth Champlin | Elizabeth Chaplin,Elizabeth,Champlin,Groton,New London County,CT,US,town,Elizabeth Champlin | Elizabeth Chaplin
316,Elizabeth Champlin | Elizabeth Chaplin,Elizabeth,Chaplin,Groton,New London County,CT,US,town,Elizabeth Champlin | Elizabeth Chaplin
317,Michael Melally,Michael,Melally,New London,New London County,CT,US,town,Michael Melally
318,Timothy Pitkin,Timothy,Pitkin,Farmington,Hartford County,CT,US,town,Timothy Pitkin
319,James Green,James,Green,East Haddam,Middlesex County,CT,US,town,James Green
320,Alpha Lommis adminastrator and Co | Appha Loomis | Appha Loomis Adminastrator and Co,Alpha,Lommis,,,CT,US,state,Alpha Lommis
321,Alpha Lommis executor and Co | Appha Loomis | Appha Loomis Executor and Co,Alpha,Loomis,,,CT,US,state,Alpha Loomis | Appha Loomis
322,Alpha Lommis executor and Co | Appha Loomis | Appha Loomis Executor and Co,Appha,Loomis,,,CT,US,state,Alpha Loomis | Appha Loomis
323,Jeremiah Atwater,Jeremiah,Atwater,New Haven,New Haven County,CT,US,town,Jeremiah Atwater
324,Joseph Moseley,Joseph,Moseley,Glastonbury,Hartford County,CT,US,town,Joseph Moseley
325,Nancy Smith,Nancy,Smith,New Haven,New Haven County,CT,US,town,Nancy Smith
326,William Plumbe,William,Plumbe,Middletown,Middlesex County,CT,US,town,William Plumbe
327,Samuel Wyllys,Samuel,Wyllys,Hartford,Hartford County,CT,US,town,Samuel Wyllys
328,John Olmsted,John,Olmsted,Colchester,New London County,CT,US,town,John Olmsted
329,Hannah Benton,Hannah,Benton,Hartford,Hartford County,CT,US,town,Hannah Benton
330,Eliphalet Dyer,Eliphalet,Dyer,Windham,Windham County,CT,US,town,Eliphalet Dyer
331,Joseph Carpenter,Joseph,Carpenter,,,NY,US,state,Joseph Carpenter
332,Thomas Clapp,Thomas,Clapp,Greenwich,Fairfield County,CT,US,town,Thomas Clapp
333,Martin McDonald,Martin,Mcdonald,,,NY,US,state,Martin Mcdonald
334,Stephen Field,Stephen,Field,,,NY,US,state,Stephen Field
335,Uriah Field,Uriah,Field,Greenwich,Fairfield County,CT,US,town,Uriah Field
336,Josiah Quinby,Josiah,Quinby,,,NY,US,state,Josiah Quinby
337,Daniel and Elijah Boardman,Daniel,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
338,Daniel and Elijah Boardman,Elijah,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
339,Peter Burr,Peter,Burr,Fairfield,Fairfield County,CT,US,town,Peter Burr
340,John Comstock,John,Comstock,Fairfield,Fairfield County,CT,US,town,John Comstock
341,Abel Hine,Abel,Hine,New Milford,Litchfield County,CT,US,town,Abel Hine
342,Hannah Painter,Hannah,Painter,Hartford,Hartford County,CT,US,town,Hannah Painter
343,Elias Deming,Elias,Deming,Wethersfield,Hartford County,CT,US,town,Elias Deming
344,Peter Lanman,Peter,Lanman,Norwich,New London County,CT,US,town,Peter Lanman
345,Izrahiah Wetmore,Izrahiah,Wetmore,Norwich,New London County,CT,US,town,Izrahiah Wetmore
346,William Williams,William,Williams,Torrington,Litchfield County,CT,US,town,William Williams
347,Wheeler Coit Treasurer and Co,Wheeler,Coit,,,CT,US,state,Wheeler Coit
348,William Belcher,William,Belcher,,,CT,US,state,William Belcher
349,Samuel J Mills,Samuel J,Mills,Torrington,Litchfield County,CT,US,town,Samuel J Mills
350,William Williams,William,Williams,Lebanon,Windham County,CT,US,town,William Williams
351,Esther Robbins,Esther,Robbins,Canaan,Litchfield County,CT,US,town,Esther Robbins
352,Ashbel Steele,Ashbel,Steele,Hartford,Hartford County,CT,US,town,Ashbel Steele
353,Elisha Stoughton | Elisha Stoughton School Committee | Elisha Stoughton Society Committee,Elisha,Stoughton,Windsor,Hartford County,CT,US,town,Elisha Stoughton
354,Samuel Tracey,Samuel,Tracey,Norwich,New London County,CT,US,town,Samuel Tracey
355,Elizabeth Allen,Elizabeth,Allen,Groton,New London County,CT,US,town,Elizabeth Allen
356,Joseph P Cooke,Joseph P,Cooke,Danbury,Fairfield County,CT,US,town,Joseph P Cooke
357,William Hillhouse,William,Hillhouse,Montville,New London County,CT,US,town,William Hillhouse
358,Hon William Hillhouse School Committee | William Hillhouse | William Hillhouse School Committee,William,Hillhouse,Montville,New London County,CT,US,town,William Hillhouse
359,Hon Joseph P Cooke School Committee | Joseph P Cooke | Joseph P Cooke School Committee,Joseph P,Cooke,Danbury,Fairfield County,CT,US,town,Joseph P Cooke
360,Samuel P Lord,Samuel P,Lord,East Haddam,Middlesex County,CT,US,town,Samuel P Lord
361,James Davenport,James,Davenport,Stamford,Fairfield County,CT,US,town,James Davenport
362,Rufus Norton,Rufus,Norton,Guilford,New Haven County,CT,US,town,Rufus Norton
363,Thomas Williams,Thomas,Williams,Lebanon,Windham County,CT,US,town,Thomas Williams
364,Benjamin Boardman,Benjamin,Boardman,Hartford,Hartford County,CT,US,town,Benjamin Boardman
365,Mary Ann Chandler,Mary Ann,Chandler,Woodstock,Windham County,CT,US,town,Mary Ann Chandler
366,Elisha Colt,Elisha,Colt,Hartford,Hartford County,CT,US,town,Elisha Colt
367,Samuel McClellan,Samuel,Mcclellan,Woodstock,Windham County,CT,US,town,Samuel Mcclellan
368,John Conklin,John,Conklin,Norwalk,Fairfield County,CT,US,town,John Conklin
369,George Raymond,George,Raymond,Norwalk,Fairfield County,CT,US,town,George Raymond
370,Selah Benton,Selah,Benton,Shelton,Fairfield County,CT,US,town,Selah Benton
371,Barnabas Deane,Barnabas,Deane,Hartford,Hartford County,CT,US,town,Barnabas Deane
372,Abijah Savage,Abijah,Savage,Middletown,Middlesex County,CT,US,town,Abijah Savage
373,Ezra Waterman,Ezra,Waterman,Bolton,Tolland County,CT,US,town,Ezra Waterman
374,Clark and Nightingale,Joseph Innes,Clark,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
375,Clark and Nightingale,Joseph,Nightingale,Providence,Providence County,RI,US,town,Joseph Innes Clark | Joseph Nightingale
376,Edward Benton,Edward,Benton,Glastonbury,Hartford County,CT,US,town,Edward Benton
377,Jared Hinckley,Jared,Hinckley,Lebanon,Windham County,CT,US,town,Jared Hinckley
378,Jane Olmsted,Jane,Olmsted,East Hartford,Hartford County,CT,US,town,Jane Olmsted
379,William Olmsted,William,Olmsted,East Hartford,Hartford County,CT,US,town,William Olmsted
380,Elias Beers,Elias,Beers,New Haven,New Haven County,CT,US,town,Elias Beers
381,Daniel Skinner,Daniel,Skinner,Hartford,Hartford County,CT,US,town,Daniel Skinner
382,Joseph Woodbridge,Joseph,Woodbridge,Hartford,Hartford County,CT,US,town,Joseph Woodbridge
383,Hezekiah Wyllys,Hezekiah,Wyllys,Hartford,Hartford County,CT,US,town,Hezekiah Wyllys
384,Nathan Beers,Nathan,Beers,New Haven,New Haven County,CT,US,town,Nathan Beers
385,Peter Colt,Peter,Colt,Hartford,Hartford County,CT,US,town,Peter Colt
386,Guy Richards,Guy,Richards,New London,New London County,CT,US,town,Guy Richards
387,Makens Bement | Makeus Bement,Makens,Bement,East Hartford,Hartford County,CT,US,town,Makens Bement | Makeus Bement
388,Makens Bement | Makeus Bement,Makeus,Bement,East Hartford,Hartford County,CT,US,town,Makens Bement | Makeus Bement
389,John Watson,John,Watson,East Windsor,Hartford County,CT,US,town,John Watson
390,James Wells,James,Wells,Wethersfield,Hartford County,CT,US,town,James Wells
391,James Deanes | James Deans,James,Deanes,Lebanon,Windham County,CT,US,town,James Deanes | James Deans
392,James Deanes | James Deans,James,Deans,Lebanon,Windham County,CT,US,town,James Deanes | James Deans
393,Edward Moore,Edward,Moore,Windsor,Hartford County,CT,US,town,Edward Moore
394,Dan and Elijah Boardman | Daniel and Elijah Boardman,Daniel,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
395,Dan and Elijah Boardman | Daniel and Elijah Boardman,Elijah,Boardman,New Milford,Litchfield County,CT,US,town,Daniel Boardman | Elijah Boardman
396,Joseph Knight,Joseph,Knight,Enfield,Hartford County,CT,US,town,Joseph Knight
397,George Colton,George,Colton,Bolton,Tolland County,CT,US,town,George Colton
398,Alexander Hunt,Alexander,Hunt,Hartford,Hartford County,CT,US,town,Alexander Hunt
399,Nath Sherman | Nathaniel Sherman,Nath,Sherman,East Windsor,Hartford County,CT,US,town,Nath Sherman | Nathaniel Sherman
400,Nath Sherman | Nathaniel Sherman,Nathaniel,Sherman,East Windsor,Hartford County,CT,US,town,Nath Sherman | Nathaniel Sherman
401,Jacob Robbins,Jacob,Robbins,Wethersfield,Hartford County,CT,US,town,Jacob Robbins
402,Keziah Barber,Keziah,Barber,Windsor,Hartford County,CT,US,town,Keziah Barber
403,Jonathan Miller,Jonathan,Miller,Farmington,Hartford County,CT,US,town,Jonathan Miller
404,John Mowatt,John,Mowatt,New York City,New York County,NY,US,town,John Mowatt
405,Noah Allen,Noah,Allen,Tyringham,Berkshire County,MA,US,town,Noah Allen
406,Ezekiel Cowles,Ezekiel,Cowles,Farmington,Hartford County,CT,US,town,Ezekiel Cowles
407,David Davis,David,Davis,Mansfield Center,Tolland County,CT,US,town,David Davis
408,Thankful Winchell,Thankful,Winchell,Farmington,Hartford County,CT,US,town,Thankful Winchell
409,Reuben Porter,Reuben,Porter,Lebanon,Windham County,CT,US,town,Reuben Porter
410,Timothy Porter,Timothy,Porter,Hebron,Tolland County,CT,US,town,Timothy Porter
411,Ephraim Lyon,Ephraim,Lyon,Canterbury,Windham County,CT,US,town,Ephraim Lyon
412,James Rogers,James,Rogers,Charlestown,Sullivan County,NH,US,town,James Rogers
413,Ammi R Robbins,Ammi R,Robbins,,,NY,US,state,Ammi R Robbins
414,Thomas Bidwell,Thomas,Bidwell,New Hartford,Litchfield County,CT,US,town,Thomas Bidwell
415,Daniel Linsley,Daniel,Linsley,Branford,New Haven County,CT,US,town,Daniel Linsley
416,Benjamin Summer,Benjamin,Summer,Ashford,Windham County,CT,US,town,Benjamin Summer
417,John H Buell,John H,Buell,Hebron,Tolland County,CT,US,town,John H Buell
418,Samuel Frothingham,Samuel,Frothingham,Middletown,Middlesex County,CT,US,town,Samuel Frothingham
419,Reuben Smith,Reuben,Smith,Hartford,Hartford County,CT,US,town,Reuben Smith
420,Jon and Jacob Starr | Jonathan and Jared Starr,Jacob,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
421,Jon and Jacob Starr | Jonathan and Jared Starr,Jared,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
422,Jon and Jacob Starr | Jonathan and Jared Starr,Jonathan,Starr,New London,New London County,CT,US,town,Jacob Starr | Jared Starr | Jonathan Starr
423,Thomas Edgars,Thomas,Edgars,New London,New London County,CT,US,town,Thomas Edgars
424,Daniel Foot,Daniel,Foot,Colchester,New London County,CT,US,town,Daniel Foot
425,Samuel Gale,Samuel,Gale,,,NY,US,state,Samuel Gale
426,Jeremiah Willcox,Jeremiah,Willcox,Hartford,Hartford County,CT,US,town,Jeremiah Willcox
427,Leonard Dix,Leonard,Dix,Wethersfield,Hartford County,CT,US,town,Leonard Dix
428,Samuel Butler,Samuel,Butler,,,CT,US,state,Samuel Butler
429,John Pierce,John,Pierce,Cornwall,Litchfield County,CT,US,town,John Pierce
430,Asa Foot,Asa,Foot,Colchester,New London County,CT,US,town,Asa Foot
431,Samuel Smith | Samuel Smith of Chatham,Samuel,Smith,East Hampton,Middlesex County,CT,US,town,Samuel Smith
432,Stephen M Mitchell,Stephen M,Mitchell,Wethersfield,Hartford County,CT,US,town,Stephen M Mitchell
433,John Saller | John Salter,John,Saller,Mansfield Center,Tolland County,CT,US,town,John Saller | John Salter
434,John Saller | John Salter,John,Salter,Mansfield Center,Tolland County,CT,US,town,John Saller | John Salter
435,Zephaniah Davis,Zephaniah,Davis,Hebron,Tolland County,CT,US,town,Zephaniah Davis
436,Joseph Crocker,Joseph,Crocker,Willington,Tolland County,CT,US,town,Joseph Crocker
437,Samuel Smith | Samuel Smith of Farmington,Samuel,Smith,Farmington,Hartford County,CT,US,town,Samuel Smith
438,Sarah Brown,Sarah,Brown,Lebanon,Windham County,CT,US,town,Sarah Brown
439,Ichabod Robinson,Ichabod,Robinson,Lebanon,Windham County,CT,US,town,Ichabod Robinson
440,Samuel Hopkins,Samuel,Hopkins,Hadley,Hampshire County,MA,US,town,Samuel Hopkins
441,John Ripley,John,Ripley,Windham,Windham County,CT,US,town,John Ripley
442,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asabel,Bebee,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
443,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asabel,Beebe,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
444,Asabel Bebee | Asabel Beebe | Asahel Beebe,Asahel,Beebe,Canaan,Litchfield County,CT,US,town,Asabel Bebee | Asabel Beebe | Asahel Beebe
445,Abigail Bulkley,Abigail,Bulkley,Colchester,New London County,CT,US,town,Abigail Bulkley
446,Giles Griswold,Giles,Griswold,Killingworth,Middlesex County,CT,US,town,Giles Griswold
447,Roswell Hull,Roswell,Hull,Killingworth,Middlesex County,CT,US,town,Roswell Hull
448,Aaron Kelsey,Aaron,Kelsey,Killingworth,Middlesex County,CT,US,town,Aaron Kelsey
449,Simeon Baldwin,Simeon,Baldwin,New Haven,New Haven County,CT,US,town,Simeon Baldwin
450,George Griffin,George,Griffin,East Haddam,Middlesex County,CT,US,town,George Griffin
451,Caleb Hayward,Caleb,Hayward,Lebanon,Windham County,CT,US,town,Caleb Hayward
452,Daniel Miller,Daniel,Miller,Farmington,Hartford County,CT,US,town,Daniel Miller
453,Simeon Baldwin,Simeon,Baldwin,Farmington,Hartford County,CT,US,town,Simeon Baldwin
454,Thaddeus Betts | Thaddeus Betts Treasurer and Co,Thaddeus,Betts,Norwalk,Fairfield County,CT,US,town,Thaddeus Betts
455,Robert Wasson,Robert,Wasson,Norwalk,Fairfield County,CT,US,town,Robert Wasson
456,Philemon Hall,Philemon,Hall,Guilford,New Haven County,CT,US,town,Philemon Hall
457,Stephen Lockwood,Stephen,Lockwood,Norwalk,Fairfield County,CT,US,town,Stephen Lockwood
458,William Noyes,William,Noyes,East Lyme,New London County,CT,US,town,William Noyes
459,Benjamin Hinman,Benjamin,Hinman,Southbury,New Haven County,CT,US,town,Benjamin Hinman
460,Samuel Mott,Samuel,Mott,Preston,New London County,CT,US,town,Samuel Mott
461,Joseph Noyes,Joseph,Noyes,East Lyme,New London County,CT,US,town,Joseph Noyes
462,William Taylor,William,Taylor,Milford,New Haven County,CT,US,town,William Taylor
463,Jared Elliot,Jared,Elliot,Killingworth,Middlesex County,CT,US,town,Jared Elliot
464,John Huntington,John,Huntington,Norwich,New London County,CT,US,town,John Huntington
465,Stephen Lane,Stephen,Lane,Killingworth,Middlesex County,CT,US,town,Stephen Lane
466,Sarah Rogett,Sarah,Rogett,New London,New London County,CT,US,town,Sarah Rogett
467,Elijah Backus,Elijah,Backus,Norwich,New London County,CT,US,town,Elijah Backus
468,John Backus,John,Backus,Norwich,New London County,CT,US,town,John Backus
469,Elisha Leeds,Elisha,Leeds,Stamford,Fairfield County,CT,US,town,Elisha Leeds
470,Andrew Rowland,andrew,Rowland,Fairfield,Fairfield County,CT,US,town,andrew Rowland
471,Beach Tomlinson,Beach,Tomlinson,Shelton,Fairfield County,CT,US,town,Beach Tomlinson
472,Mathew Woodruff | Matthew Woodruff,Mathew,Woodruff,Milford,New Haven County,CT,US,town,Mathew Woodruff | Matthew Woodruff
473,Mathew Woodruff | Matthew Woodruff,Matthew,Woodruff,Milford,New Haven County,CT,US,town,Mathew Woodruff | Matthew Woodruff
474,Phineas Baldwin,Phineas,Baldwin,Milford,New Haven County,CT,US,town,Phineas Baldwin
475,John Gillet,John,Gillet,Milford,New Haven County,CT,US,town,John Gillet
476,Hezekiah Sanford,Hezekiah,Sanford,Redding,Fairfield County,CT,US,town,Hezekiah Sanford
477,Nathan Clark,Nathan,Clark,Milford,New Haven County,CT,US,town,Nathan Clark
478,Stephen Gunn,Stephen,Gunn,Milford,New Haven County,CT,US,town,Stephen Gunn
479,Isaac Smith,Isaac,Smith,Milford,New Haven County,CT,US,town,Isaac Smith
480,David Bolles,David,Bolles,Ashford,Windham County,CT,US,town,David Bolles
481,Stephen May,Stephen,May,Woodstock,Windham County,CT,US,town,Stephen May
482,Thomas May,Thomas,May,Woodstock,Windham County,CT,US,town,Thomas May
483,William Russell,William,Russell,Woodstock,Windham County,CT,US,town,William Russell
484,William Skinner,William,Skinner,Woodstock,Windham County,CT,US,town,William Skinner
485,Alpha Child,Alpha,Child,Woodstock,Windham County,CT,US,town,Alpha Child
