,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
213,327.0,59.0,163.0,80.0,164.0,8.0,Glastonbury,CT,,['Elisha Hale'],Hartford County,327.59,Glastonbury,town
214,462.0,30.0,231.0,15.0,332.0,85.0,Wethersfield,CT,,['John Williams'],Hartford County,462.3,Wethersfield,town
215,1924.0,93.0,962.0,46.0,1220.0,3.0,Pomfret,CT,,['Thomas Grosvenor'],Windham County,1924.93,Pomfret,town
216,600.0,0.0,300.0,,162.0,,Middletown,CT,,"['Esther Philips', 'Esther Phillips']",Middlesex County,600.0,Middletown,town
217,200.0,0.0,100.0,,54.0,,Middletown,CT,,['Hope Warner'],Middlesex County,200.0,Middletown,town
218,15.0,47.0,7.0,74.0,,,New Haven,CT,,['Joseph Munson'],New Haven County,15.47,New Haven,town
219,150.0,47.0,75.0,23.0,173.0,92.0,Wethersfield,CT,,"['Joseph Buckley', 'Joseph Bulkley']",Hartford County,150.47,Wethersfield,town
220,20.0,33.0,10.0,17.0,,,New Haven,CT,,['Simeon Jocelin'],New Haven County,20.33,New Haven,town
221,549.0,89.0,274.0,94.0,528.0,,Wethersfield,CT,,['Asiel Meraman'],Hartford County,549.89,Wethersfield,town
222,266.0,66.0,133.0,34.0,278.0,,Farmington,CT,,['Elisha Miller'],Hartford County,266.66,Farmington,town
223,446.0,1.0,223.0,1.0,240.0,,New London,CT,,"['Gurdon Saltonstall', 'Gurdon Sattonstall']",New London County,446.01,New London,town
224,268.0,85.0,134.0,43.0,270.0,14.0,Killingworth,CT,,['Abraham Pierson'],Middlesex County,268.85,Killingworth,town
225,306.0,7.0,153.0,4.0,86.0,56.0,Killingworth,CT,,['Abraham Pierson'],Middlesex County,306.07,Killingworth,town
226,3179.0,21.0,1589.0,61.0,2833.0,34.0,Bolton,CT,,['Elijah White'],Tolland County,3179.21,Bolton,town
227,207.0,53.0,103.0,76.0,144.0,75.0,Killingworth,CT,,['Martin Lord'],Middlesex County,207.53,Killingworth,town
228,222.0,32.0,111.0,16.0,240.0,,Sturbridge MA,MA,,"['Lemuel Sanders', 'Lemuel Saunders']",Worcester County,222.32,Sturbridge MA,town
229,218.0,3.0,109.0,2.0,209.0,19.0,Suffield,CT,,['Ebenezer Gay'],Hartford County,218.03,Suffield,town
230,432.0,66.0,216.0,33.0,237.0,91.0,Goshen,CT,,['Ephraim Starr'],Litchfield County,432.66,Goshen,town
231,32.0,33.0,16.0,17.0,35.0,85.0,Norwich,CT,,['Nathaniel Townsend'],New London County,32.33,Norwich,town
232,97.0,75.0,48.0,88.0,71.0,60.0,Suffield,CT,,['Thaddeus Leavitt'],Hartford County,97.75,Suffield,town
233,109.0,75.0,54.0,87.0,89.0,81.0,Wethersfield,CT,,['Joshua Belden'],Hartford County,109.75,Wethersfield,town
234,173.0,77.0,86.0,89.0,198.0,7.0,Berlin,CT,,['Samuel Hooker'],Hartford County,173.77,Berlin,town
235,50.0,29.0,25.0,15.0,36.0,21.0,Chatham,CT,,['Samuel Abby'],Middlesex County,50.29,Chatham,town
236,25.0,0.0,12.0,51.0,17.0,17.0,Wethersfield,CT,,['Francis Deming'],Hartford County,25.0,Wethersfield,town
237,3286.0,61.0,1643.0,30.0,1996.0,12.0,New London,CT,,['Henry Channing'],New London County,3286.61,New London,town
238,10412.0,40.0,5206.0,20.0,9168.0,87.0,Lyme,CT,,['Anne McCurdy'],New London County,10412.4,Lyme,town
239,2479.0,33.0,1239.0,67.0,2222.0,70.0,Lyme,CT,,['Richard McCurdy'],New London County,2479.33,Lyme,town
240,1266.0,67.0,633.0,33.0,751.0,,Norwich,CT,Administrator to J McCurdy,['Lynde McCurdy'],New London County,1266.67,Norwich,town
241,457.0,86.0,228.0,92.0,162.0,,Derby,CT,,['Thomas Clark'],New Haven County,457.86,Derby,town
242,1020.0,45.0,510.0,22.0,816.0,,Norwich,CT,Guardian to Betsey Coit,['William Coit'],New London County,1020.45,Norwich,town
243,7836.0,56.0,3918.0,28.0,8728.0,21.0,Norwich,CT,,['Lynde McCurdy'],New London County,7836.56,Norwich,town
244,2147.0,5.0,1073.0,52.0,3034.0,,Norwich,CT,Administrator to J McCurdy,['Lynde McCurdy'],New London County,2147.05,Norwich,town
245,342.0,70.0,171.0,35.0,231.0,,Newport State of Rhode Island,RI,,['Elizabeth Brown'],Newport County,342.7,,state
246,523.0,80.0,261.0,90.0,298.0,,Plainfield,CT,,['Squier Cady'],Windham County,523.8,Plainfield,town
247,220.0,49.0,110.0,25.0,59.0,53.0,Plainfield,CT,Committee of the 1st Society of Plainville,['Anthony Bradford and Stephen Hall'],Windham County,220.49,Plainfield,town
248,2103.0,59.0,1051.0,80.0,1472.0,27.0,Lyme,CT,,['John Griswold'],New London County,2103.59,Lyme,town
249,422.0,38.0,211.0,19.0,348.0,23.0,Granby,CT,,['Ozias Pettibone'],Hartford County,422.38,Granby,town
250,478.0,86.0,239.0,43.0,344.0,78.0,Lyme,CT,,['Stephen Johnson'],New London County,478.86,Lyme,town
251,400.0,0.0,200.0,,309.0,80.0,Brooklyn,CT,,['Martha Williams'],Windham County,400.0,Brooklyn,town
252,433.0,28.0,216.0,64.0,355.0,8.0,State of New York,NY,,['Benjamin Wood'],,433.28,,state
253,539.0,6.0,269.0,54.0,569.0,,Fairfield,CT,,['Martha Fairchild'],Fairfield County,539.06,Fairfield,town
254,74.0,58.0,37.0,29.0,222.0,99.0,Windsor,CT,,['Abiel Griswold'],Hartford County,74.58,Windsor,town
255,352.0,47.0,176.0,23.0,136.0,85.0,Farmington,CT,,['Reuben Norton'],Hartford County,352.47,Farmington,town
256,163.0,1.0,81.0,50.0,111.0,65.0,Hartford,CT,,['Benjamin Webster'],Hartford County,163.01,Hartford,town
257,23.0,61.0,11.0,81.0,24.0,92.0,Guilford,CT,,['Nathan Chittenden'],New Haven County,23.61,Guilford,town
258,95.0,96.0,47.0,98.0,105.0,72.0,Guilford,CT,,['Samuel Robinson'],New Haven County,95.96,Guilford,town
259,997.0,97.0,498.0,99.0,726.0,11.0,Hartford,CT,,['Jeremiah Wadsworth'],Hartford County,997.97,Hartford,town
260,88.0,93.0,44.0,47.0,28.0,61.0,Groton,CT,,['Isaac Gallup'],New London County,88.93,Groton,town
261,297.0,29.0,148.0,65.0,276.0,74.0,Groton,CT,,['Thomas Giles'],New London County,297.29,Groton,town
262,7.0,50.0,3.0,75.0,5.0,88.0,Groton,CT,,['Charles Eldridge'],New London County,7.5,Groton,town
263,81.0,96.0,40.0,97.0,22.0,12.0,Groton,CT,,['Benadam Gallup'],New London County,81.96,Groton,town
264,11.0,84.0,5.0,92.0,8.0,52.0,Groton,CT,,['Eunice Lamb'],New London County,11.84,Groton,town
265,159.0,21.0,79.0,61.0,107.0,20.0,Groton,CT,,['James Stoddard'],New London County,159.21,Groton,town
266,15.0,79.0,7.0,89.0,11.0,35.0,Groton,CT,,['James Stoddard'],New London County,15.79,Groton,town
267,9.0,60.0,4.0,80.0,6.0,90.0,East Windsor,CT,,['Jonathan Barber'],Hartford County,9.6,East Windsor,town
268,143.0,67.0,71.0,84.0,302.0,89.0,Hartford,CT,,['Norman Butler'],Hartford County,143.67,Hartford,town
269,53.0,33.0,26.0,67.0,19.0,20.0,Killingworth,CT,,['Samuel Redfield'],Middlesex County,53.33,Killingworth,town
270,167.0,6.0,83.0,53.0,116.0,56.0,Killingworth,CT,Guardian to Sally Morgan,"['Joseph Willcox Guardian and Co', 'Joseph Willcox', 'Joseph Willcox Guardian to S Morgan']",Middlesex County,167.06,Killingworth,town
271,266.0,67.0,133.0,33.0,206.0,73.0,Killingworth,CT,,['Noah Lane'],Middlesex County,266.67,Killingworth,town
272,10426.0,95.0,5213.0,48.0,3376.0,33.0,Roxbury,CT,,['John Lowell'],Litchfield County,10426.95,Roxbury,town
273,200.0,0.0,100.0,,167.0,50.0,Killingworth,CT,,['Achilles Mansfield'],Middlesex County,200.0,Killingworth,town
274,436.0,3.0,218.0,2.0,551.0,30.0,New Hartford,CT,,['Amos Miller'],Litchfield County,436.03,Hartford,town
275,53.0,33.0,26.0,67.0,14.0,40.0,Killingworth,CT,,"['Mable Willcox', 'Mabel Willcox']",Middlesex County,53.33,Killingworth,town
276,131.0,34.0,65.0,67.0,144.0,,Preston,CT,,['John Coit'],New London County,131.34,Preston,town
277,469.0,13.0,234.0,56.0,364.0,3.0,Preston,CT,,['John Tyler'],New London County,469.13,Preston,town
278,301.0,78.0,150.0,89.0,206.0,,Hartford,CT,Merchant,['James A Wells'],Hartford County,301.78,Hartford,town
279,506.0,93.0,253.0,47.0,500.0,15.0,Hartford,CT,Merchant,['Peleg Sanford'],Hartford County,506.93,Hartford,town
280,77.0,61.0,38.0,81.0,96.0,,Windham,CT,,['Elizabeth Skiffe'],Windham County,77.61,Windham,town
281,155.0,23.0,77.0,61.0,212.0,33.0,Windham,CT,Farmer,['Joseph Skiffe'],Windham County,155.23,Windham,town
282,77.0,61.0,38.0,81.0,106.0,17.0,Windham,CT,Adminstrator to the Estate of Ezekiel Carey Deceased,"['Joseph Skiffe Adminastrator to E Carey', 'Joseph Skiffe', 'Joseph Skiffe Adminastrator to E C']",Windham County,77.61,Windham,town
283,1309.0,43.0,654.0,72.0,1056.0,,Norwich,CT,,"['Christopher Leffingwell', 'Christ Leffingwell']",New London County,1309.43,Norwich,town
284,87.0,74.0,43.0,87.0,116.0,72.0,Windham,CT,Adminstrator to the Estate of Ruth Skiffe Deceased,"['Joseph Skiffe', 'Joseph Skiffe Adminastrator to R S', 'Joseph Skiffe Adminastrator to R Skiffe']",Windham County,87.74,Windham,town
285,17.0,27.0,8.0,63.0,8.0,63.0,Danbury,CT,,['Oliver Burr'],Fairfield County,17.27,Danbury,town
286,183.0,42.0,91.0,71.0,57.0,54.0,Danbury,CT,,['Mary Judson'],Fairfield County,183.42,Danbury,town
287,428.0,69.0,214.0,35.0,115.0,73.0,Danbury,CT,,['John Wood'],Fairfield County,428.69,Danbury,town
288,112.0,98.0,56.0,49.0,30.0,50.0,Danbury,CT,,['Stephen Ambler'],Fairfield County,112.98,Danbury,town
289,266.0,87.0,133.0,43.0,189.0,26.0,Suffield,CT,,['William King'],Hartford County,266.87,Suffield,town
290,97.0,53.0,48.0,76.0,70.0,21.0,Lyme,CT,,['Moses Marvin'],New London County,97.53,Lyme,town
291,2076.0,20.0,1038.0,10.0,2821.0,90.0,Lyme,CT,,['Samuel Mather'],New London County,2076.2,Lyme,town
292,324.0,15.0,162.0,7.0,303.0,,Torrington,CT,,['John Strong'],Litchfield County,324.15,Torrington,town
293,1189.0,5.0,594.0,52.0,904.0,59.0,Windsor,CT,Farmer,['Ozias Loomis'],Hartford County,1189.05,Windsor,town
294,144.0,17.0,72.0,8.0,51.0,90.0,East Windsor,CT,Farmer,['Joel Prior'],Hartford County,144.17,East Windsor,town
295,2375.0,62.0,1187.0,81.0,640.0,50.0,Lyme,CT,,['David F Sill'],New London County,2375.62,Lyme,town
296,12.0,36.0,6.0,18.0,15.0,97.0,East Hartford,CT,Farmer,['Daniel Pitkin'],Hartford County,12.36,East Hartford,town
297,138.0,0.0,69.0,,54.0,,Northampton,CT,,['Solomon Williams'],Windham County,138.0,Hampton,town
298,307.0,80.0,153.0,90.0,221.0,61.0,Fairfield,CT,,['Ann Dimon'],Fairfield County,307.8,Fairfield,town
299,124.0,76.0,62.0,38.0,89.0,82.0,Hartford,CT,Cooper,['Jabez Perkins'],Hartford County,124.76,Hartford,town
300,547.0,85.0,273.0,93.0,288.0,8.0,Groton,CT,Widow,"['Elizabeth Chaplin', 'Elizabeth Champlin']",New London County,547.85,Groton,town
301,548.0,67.0,274.0,33.0,240.0,,New London,CT,Mariner,['Michael Melally'],New London County,548.67,New London,town
302,425.0,79.0,212.0,90.0,180.0,,Farmington,CT,Attorney,['Timothy Pitkin'],Hartford County,425.79,Farmington,town
303,209.0,42.0,104.0,71.0,151.0,41.0,East Haddam,CT,,['James Green'],Middlesex County,209.42,Haddam,town
304,73.0,50.0,36.0,74.0,52.0,91.0,,CT,Adminastrator to the estate of Uriah Loomis Jun Deceased,"['Appha Loomis Adminastrator and Co', 'Appha Loomis', 'Alpha Lommis adminastrator and Co']",,73.5,,state
305,614.0,19.0,307.0,10.0,587.0,79.0,,CT,Executor to the Estate of Uriah Loomis is Deceased,"['Appha Loomis', 'Alpha Lommis executor and Co', 'Appha Loomis Executor and Co']",,614.19,,state
306,20.0,35.0,10.0,18.0,21.0,64.0,Wethersfield,CT,,['John Robbins'],Hartford County,20.35,Wethersfield,town
307,1200.0,0.0,,,,,Hartford,CT,Merchant,['Peleg Sanford'],Hartford County,1200.0,Hartford,town
308,266.0,67.0,133.0,33.0,72.0,,New Haven,CT,,['Jeremiah Atwater'],New Haven County,266.67,New Haven,town
309,262.0,35.0,131.0,17.0,87.0,38.0,Glastonbury,CT,Farmer,['Joseph Moseley'],Hartford County,262.35,Glastonbury,town
310,351.0,47.0,175.0,73.0,331.0,35.0,New Haven,CT,Spinster,['Nancy Smith'],New Haven County,351.47,New Haven,town
311,4433.0,72.0,2216.0,86.0,3039.0,15.0,Middletown,CT,Attorney,['William Plumbe'],Middlesex County,4433.72,Middletown,town
312,1000.0,,500.0,,270.0,,Hartford,CT,,['Samuel Wyllys'],Hartford County,,Hartford,town
313,1177.0,58.0,588.0,79.0,423.0,92.0,Colchester,CT,Farmer,['John Olmsted'],New London County,1177.58,Colchester,town
314,13.0,4.0,6.0,52.0,7.0,91.0,Middletown,CT,,['John Dickinson'],Middlesex County,13.04,Middletown,town
315,109.0,39.0,54.0,70.0,71.0,53.0,Hartford,CT,Widow,['Hannah Benton'],Hartford County,109.39,Hartford,town
316,274.0,10.0,137.0,5.0,669.0,47.0,Windham,CT,,['Eliphalet Dyer'],Windham County,274.1,Windham,town
317,47.0,38.0,23.0,69.0,49.0,98.0,State of New York,NY,,['Joseph Carpenter'],,47.38,,state
318,35.0,53.0,17.0,77.0,37.0,48.0,Greenwich,CT,Farmer,['Thomas Clapp'],Fairfield County,35.53,Greenwich,town
319,131.0,15.0,65.0,57.0,146.0,69.0,State of New York,NY,Schoolmaster,['Martin McDonald'],,131.15,,state
320,118.0,45.0,59.0,23.0,124.0,94.0,State of New York,NY,Farmer,['Stephen Field'],,118.45,,state
321,899.0,39.0,449.0,69.0,954.0,19.0,Greenwich,CT,Merchant,['Uriah Field'],Fairfield County,899.39,Greenwich,town
322,23.0,69.0,11.0,84.0,24.0,99.0,State of New York,NY,Merchant,['Josiah Quinby'],,23.69,,state
323,161.0,88.0,80.0,94.0,113.0,66.0,New Milford,CT,Traders,['Daniel and Elijah Boardman'],Litchfield County,161.88,New Milford,town
324,24.0,69.0,12.0,35.0,26.0,14.0,Fairfield,CT,,['Peter Burr'],Fairfield County,24.69,Fairfield,town
325,56.0,33.0,28.0,16.0,58.0,60.0,Fairfield,CT,,['John Comstock'],Fairfield County,56.33,Fairfield,town
326,745.0,65.0,372.0,82.0,622.0,58.0,New Milford,CT,,['Abel Hine'],Litchfield County,745.65,New Milford,town
327,80.0,,40.0,,87.0,11.0,Hartford,CT,Widow,['Hannah Painter'],Hartford County,,Hartford,town
328,20.0,99.0,10.0,49.0,15.0,10.0,Wethersfield,CT,Farmer,['Elias Deming'],Hartford County,20.99,Wethersfield,town
329,2064.0,67.0,1032.0,34.0,1697.0,,Norwich,CT,Merchant,['Peter Lanman'],New London County,2064.67,Norwich,town
330,340.0,39.0,170.0,20.0,226.0,73.0,Norwich,CT,,['Izrahiah Wetmore'],New London County,340.39,Norwich,town
331,426.0,4.0,213.0,2.0,447.0,68.0,Torrington,CT,School Committee 1st Society,['William Williams'],Litchfield County,426.04,Torrington,town
332,,,,,542.0,1.0,,CT,,['Wheeler Coit Treasurer and Co'],,,,state
333,,,,,62.0,60.0,,CT,,['William Belcher'],,,,state
334,592.0,52.0,296.0,26.0,505.0,23.0,Torrington,CT,,['Samuel J Mills'],Litchfield County,592.52,Torrington,town
335,1904.0,13.0,952.0,6.0,1127.0,62.0,Lebanon,CT,,['William Williams'],New London County,1904.13,Lebanon,town
336,231.0,22.0,115.0,61.0,208.0,90.0,Canaan,CT,Widow,['Esther Robbins'],Litchfield County,231.22,Canaan,town
337,14.0,68.0,7.0,34.0,2714.0,72.0,Hartford,CT,,['Ashbel Steele'],Hartford County,14.68,Hartford,town
338,231.0,33.0,115.0,67.0,202.0,92.0,Windsor,CT,School Committee North Society,"['Elisha Stoughton Society Committee', 'Elisha Stoughton', 'Elisha Stoughton School Committee']",Hartford County,231.33,Windsor,town
339,57.0,55.0,28.0,78.0,41.0,43.0,Norwich,CT,Farmer,['Samuel Tracey'],New London County,57.55,Norwich,town
340,68.0,47.0,34.0,24.0,24.0,64.0,Groton,CT,Widow,['Elizabeth Allen'],New London County,68.47,Groton,town
341,1663.0,27.0,831.0,63.0,568.0,83.0,Danbury,CT,,['Joseph P Cooke'],Fairfield County,1663.27,Danbury,town
342,180.0,99.0,90.0,49.0,130.0,29.0,Montville,CT,,['William Hillhouse'],New London County,180.99,Montville,town
343,108.0,79.0,54.0,40.0,123.0,58.0,Montville,CT,School Committee North Parish,"['Hon William Hillhouse School Committee', 'William Hillhouse School Committee', 'William Hillhouse']",New London County,108.79,Montville,town
344,44.0,26.0,22.0,13.0,47.0,34.0,Danbury,CT,,"['Joseph P Cooke', 'Hon Joseph P Cooke School Committee', 'Joseph P Cooke School Committee']",Fairfield County,44.26,Danbury,town
345,3607.0,76.0,1803.0,89.0,2969.0,95.0,East Haddam,CT,Merchant,['Samuel P Lord'],Middlesex County,3607.76,Haddam,town
346,377.0,83.0,188.0,91.0,122.0,2.0,Stamford,CT,,['James Davenport'],Fairfield County,377.83,Stamford,town
347,228.0,48.0,114.0,24.0,106.0,40.0,Stamford,CT,Attorney at Law,['John Davenport'],Fairfield County,228.48,Stamford,town
348,72.0,20.0,36.0,10.0,17.0,5.0,Stamford,CT,,['John and James Davenport'],Fairfield County,72.2,Stamford,town
349,156.0,87.0,78.0,44.0,105.0,74.0,Guilford,CT,School Master,['Rufus Norton'],New Haven County,156.87,Guilford,town
350,220.0,29.0,110.0,14.0,201.0,41.0,Lebanon,CT,,['Thomas Williams'],New London County,220.29,Lebanon,town
351,51.0,96.0,25.0,98.0,54.0,30.0,Hartford,CT,,['Benjamin Boardman'],Hartford County,51.96,Hartford,town
352,306.0,50.0,153.0,25.0,220.0,73.0,Woodstock,CT,Widow,['Mary Ann Chandler'],Windham County,306.5,Woodstock,town
353,880.0,99.0,440.0,49.0,341.0,77.0,Hartford,CT,,['Elisha Colt'],Hartford County,880.99,Hartford,town
354,4719.0,6.0,2359.0,53.0,1274.0,13.0,Woodstock,CT,,['Samuel McClellan'],Windham County,4719.06,Woodstock,town
355,53.0,77.0,26.0,88.0,55.0,36.0,Norwalk,CT,Mariner,['John Conklin'],Fairfield County,53.77,Norwalk,town
356,36.0,74.0,18.0,37.0,26.0,44.0,Norwalk,CT,Mariner,['George Raymond'],Fairfield County,36.74,Norwalk,town
357,2056.0,88.0,1028.0,44.0,555.0,34.0,Huntington,CT,School Master,['Selah Benton'],Fairfield County,2056.88,Huntington,town
358,885.0,36.0,442.0,68.0,1082.0,53.0,Hartford,CT,Merchant,['Barnabas Deane'],Hartford County,885.36,Hartford,town
359,533.0,33.0,266.0,67.0,373.0,33.0,Middletown,CT,Shipwright,['Abijah Savage'],Middlesex County,533.33,Middletown,town
360,201.0,2.0,100.0,51.0,54.0,27.0,Bolton,CT,Farmer,['Ezra Waterman'],Tolland County,201.02,Bolton,town
361,194.0,54.0,97.0,27.0,222.0,1.0,Providence,RI,Merchant,['Clark and Nightingale'],Providence County,194.54,Providence,town
362,452.0,74.0,226.0,37.0,331.0,98.0,Glastonbury,CT,Farmer,['Edward Benton'],Hartford County,452.74,Glastonbury,town
363,634.0,28.0,317.0,14.0,216.0,,Lebanon,CT,Farmer,['Jared Hinckley'],New London County,634.28,Lebanon,town
364,142.0,69.0,71.0,35.0,136.0,20.0,East Hartford,CT,Widow,['Jane Olmsted'],Hartford County,142.69,East Hartford,town
365,86.0,76.0,43.0,38.0,55.0,99.0,East Hartford,CT,Farmer,['William Olmsted'],Hartford County,86.76,East Hartford,town
366,1255.0,76.0,627.0,88.0,948.0,13.0,New Haven,CT,Merchant,['Elias Beers'],New Haven County,1255.76,New Haven,town
367,5.0,73.0,2.0,86.0,38.0,38.0,Hartford,CT,,['Daniel Skinner'],Hartford County,5.73,Hartford,town
368,3400.0,25.0,1700.0,13.0,2839.0,85.0,Bolton,CT,,['Elijah White'],Tolland County,3400.25,Bolton,town
369,215.0,98.0,107.0,99.0,155.0,55.0,Hartford,CT,,['Joseph Woodbridge'],Hartford County,215.98,Hartford,town
370,229.0,83.0,114.0,91.0,82.0,73.0,Hartford,CT,,['Hezekiah Wyllys'],Hartford County,229.83,Hartford,town
371,426.0,77.0,213.0,38.0,307.0,27.0,New Haven,CT,,['Nathan Beers'],New Haven County,426.77,New Haven,town
372,2113.0,47.0,1056.0,73.0,1105.0,46.0,Hartford,CT,,['Peter Colt'],Hartford County,2113.47,Hartford,town
373,400.0,0.0,200.0,,288.0,,Norwich,CT,,['Christopher Leffingwell'],New London County,400.0,Norwich,town
374,501.0,33.0,250.0,67.0,1650.0,37.0,Hartford,CT,,['Elisha Colt'],Hartford County,501.33,Hartford,town
375,1020.0,71.0,510.0,36.0,860.0,29.0,New London,CT,Merchant,['Guy Richards'],New London County,1020.71,New London,town
376,3524.0,74.0,1762.0,37.0,1272.0,79.0,East Hartford,CT,Sadler,"['Makens Bement', 'Makeus Bement']",Hartford County,3524.74,East Hartford,town
377,416.0,28.0,208.0,14.0,436.0,88.0,East Windsor,CT,Merchant,['John Watson'],Hartford County,416.28,East Windsor,town
378,54.0,50.0,27.0,25.0,14.0,71.0,Wethersfield,CT,Shoemaker,['James Wells'],Hartford County,54.5,Wethersfield,town
379,175.0,34.0,87.0,67.0,63.0,12.0,Lebanon,CT,Carpenter,"['James Deans', 'James Deanes']",New London County,175.34,Lebanon,town
380,68.0,40.0,34.0,20.0,49.0,47.0,Windsor,CT,Farmer,['Edward Moore'],Hartford County,68.4,Windsor,town
381,424.0,67.0,212.0,33.0,114.0,65.0,Lyme,CT,Treasurer,['Marshfield Parsons'],New London County,424.67,Lyme,town
382,640.0,77.0,320.0,38.0,307.0,77.0,New Milford,CT,,"['Dan and Elijah Boardman', 'Daniel and Elijah Boardman']",Litchfield County,640.77,New Milford,town
383,446.0,1.0,223.0,,670.0,,Enfield,CT,Post Rider,['Joseph Knight'],Hartford County,446.01,Enfield,town
384,274.0,34.0,137.0,16.0,240.0,,Bolton,CT,,['George Colton'],Tolland County,274.34,Bolton,town
385,217.0,21.0,108.0,61.0,200.0,95.0,Hartford,CT,Mariner,['Alexander Hunt'],Hartford County,217.21,Hartford,town
386,536.0,62.0,268.0,31.0,672.0,,East Windsor,CT,,"['Nathaniel Sherman', 'Nath Sherman']",Hartford County,536.62,East Windsor,town
387,17.0,56.0,8.0,78.0,7.0,64.0,Wethersfield,CT,Farmer,['Jacob Robbins'],Hartford County,17.56,Wethersfield,town
388,77.0,,38.0,49.0,55.0,42.0,Windsor,CT,Spinster,['Keziah Barber'],Hartford County,,Windsor,town
389,400.0,,200.0,,108.0,,Farmington,CT,Farmer,['Jonathan Miller'],Hartford County,,Farmington,town
390,261.0,31.0,130.0,65.0,340.0,53.0,City of New York,NY,Merchant,['John Mowatt'],New York County,261.31,City of New York,town
391,24.0,89.0,12.0,44.0,,,Stratford,CT,,['Robert C Johnson'],Fairfield County,24.89,Stratford,town
392,617.0,94.0,308.0,97.0,333.0,67.0,Tyringham Massachusetts,MA,Farmer,['Noah Allen'],Berkshire County,617.94,Tyringham,town
393,30.0,28.0,15.0,14.0,46.0,47.0,Goshen,CT,,['Ephraim Starr'],Litchfield County,30.28,Goshen,town
394,8.0,33.0,4.0,17.0,8.0,,Farmington,CT,,['Ezekiel Cowles'],Hartford County,8.33,Farmington,town
395,138.0,31.0,69.0,15.0,121.0,89.0,Mansfield,CT,,['David Davis'],Tolland County,138.31,Mansfield,town
396,150.0,48.0,75.0,24.0,144.0,,Farmington,CT,Widow,['Thankful Winchell'],Hartford County,150.48,Farmington,town
397,32.0,,16.0,,23.0,2.0,Lebanon,CT,Farmer,['Reuben Porter'],New London County,,Lebanon,town
398,42.0,36.0,21.0,18.0,31.0,10.0,Hebron,CT,Farmer,['Timothy Porter'],Tolland County,42.36,Hebron,town
399,499.0,16.0,249.0,58.0,670.0,11.0,Canterbury,CT,Farmer,['Ephraim Lyon'],Windham County,499.16,Canterbury,town
400,371.0,45.0,185.0,72.0,141.0,71.0,Charleston State of New Hampshire,NH,,['James Rogers'],Cheshire County,371.45,,state
401,144.0,55.0,72.0,28.0,54.0,,New York,NY,,['Ammi R Robbins'],,144.55,,state
402,179.0,67.0,89.0,82.0,48.0,50.0,New Hartford,CT,Farmer,['Thomas Bidwell'],Litchfield County,179.67,Hartford,town
403,123.0,1.0,61.0,51.0,113.0,30.0,Branford,CT,Farmer,['Daniel Linsley'],New Haven County,123.01,Branford,town
