,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
883,3.0,8.0,1.0,54.0,,,Lebanon,CT,,['Roswell Stearns'],New London County,3.08,Lebanon,town
884,5.0,52.0,2.0,77.0,,,New Haven,CT,Trader,['Elijah Austin'],New Haven County,5.52,New Haven,town
885,2.0,71.0,1.0,35.0,,,Hartford,CT,,['Joseph Burr'],Hartford County,2.71,Hartford,town
886,29.0,36.0,14.0,69.0,32.0,40.0,Hartford,CT,,['Timothy Burr'],Hartford County,29.36,Hartford,town
887,212.0,36.0,106.0,19.0,75.0,41.0,Hartford,CT,,['Elisha Colt'],Hartford County,212.36,Hartford,town
888,13.0,56.0,6.0,78.0,,,New London,CT,Merchant,['Guy Richards'],New London County,13.56,New London,town
889,258.0,27.0,129.0,14.0,324.0,74.0,Glastonbury,CT,,['Samuel Wells'],Hartford County,258.27,Glastonbury,town
890,93.0,76.0,46.0,88.0,67.0,50.0,Stamford,CT,,['Thaddeus Hoyt'],Fairfield County,93.76,Stamford,town
891,614.0,44.0,,,10.0,4.0,New Haven,CT,Gentleman,['Roger Sherman'],New Haven County,614.44,New Haven,town
892,400.0,,7.0,22.0,3.0,90.0,New Haven,CT,Gentleman,['Roger Sherman'],New Haven County,,New Haven,town
893,16.0,62.0,8.0,31.0,11.0,95.0,Hartford,CT,,['Amasa Keyes'],Hartford County,16.62,Hartford,town
894,86.0,4.0,43.0,2.0,84.0,53.0,Wethersfield,CT,,['John Williams'],Hartford County,86.04,Wethersfield,town
895,2057.0,87.0,323.0,54.0,206.0,23.0,Hartford,CT,,"['Jeremiah Wadsworth', 'Jeremiah Wordsworth']",Hartford County,2057.87,Hartford,town
896,1666.0,51.0,,,,,Hartford,CT,,['Jeremiah Wadsworth'],Hartford County,1666.51,Hartford,town
897,89.0,96.0,44.0,97.0,37.0,99.0,New Milford,CT,,"['Dan and Elijah Boardman', 'Daniel and Elijah Boardman']",Litchfield County,89.96,New Milford,town
898,52.0,28.0,26.0,14.0,52.0,19.0,Norfolk,CT,,"['Ariel Laurence', 'Ariel Lawrence', 'Ariel Laurance']",Litchfield County,52.28,Norfolk,town
899,2334.0,11.0,,,,,Hartford,CT,Merchant,['Barnabas Deane and Co'],Hartford County,2334.11,Hartford,town
900,67.0,6.0,33.0,53.0,64.0,2.0,Lyme,CT,Farmer,['William Matson'],New London County,67.06,Lyme,town
901,16.0,84.0,8.0,42.0,16.0,9.0,Lyme,CT,,['Nathaniel Wylly'],New London County,16.84,Lyme,town
902,400.0,,709.0,76.0,95.0,23.0,Derby,CT,,"['Zachariah Huntington', 'John Humphrey']",New Haven County,,Derby,town
903,54.0,5.0,27.0,2.0,51.0,86.0,,CT,Administrator to the estate of Daniel Unkus,['Samuel Bowerman'],,54.05,,state
904,1824.0,14.0,,,,,Colchester,CT,,['Henry Champion II'],New London County,1824.14,Colchester,town
905,25.0,73.0,12.0,86.0,19.0,26.0,Hartford,CT,,['John Chenevard'],Hartford County,25.73,Hartford,town
906,112.0,89.0,56.0,44.0,81.0,27.0,Montville,CT,,['David H Jewett'],New London County,112.89,Montville,town
907,28.0,15.0,14.0,7.0,26.0,54.0,Hartford,CT,Gentleman,['Joseph Root'],Hartford County,28.15,Hartford,town
908,48.0,40.0,24.0,20.0,46.0,19.0,Hartford,CT,,['Daniel Jones'],Hartford County,48.4,Hartford,town
909,94.0,67.0,47.0,33.0,118.0,99.0,,CT,Adminastrator to the Estate of Samuel Tilley,"['Hannah Cooke Adminastrator and Co', 'Hannah Cooke']",,94.67,,state
910,603.0,85.0,301.0,93.0,570.0,94.0,Bolton,CT,,['Amasa Loomis'],Tolland County,603.85,Bolton,town
911,218.0,47.0,109.0,24.0,191.0,,,CT,Adminastrator of the Asa Waterman,['Nehemiah Waterman'],,218.47,,state
912,103.0,66.0,51.0,83.0,74.0,63.0,Fairfield,CT,,['Fairfield 1st Society School'],Fairfield County,103.66,Fairfield,town
913,78.0,41.0,,,,,Wethersfield,CT,,['Stephen M Mitchell'],Hartford County,78.41,Wethersfield,town
914,320.0,,160.0,,348.0,56.0,New Haven,CT,,"['Caleb Trowbridge', 'Caleb Throwbridge']",New Haven County,,New Haven,town
915,60.0,,30.0,,,,Hartford,CT,,['John Morgan'],Hartford County,,Hartford,town
916,81.0,69.0,40.0,84.0,73.0,49.0,Mansfield,CT,,['Jacob B Gurley'],Tolland County,81.69,Mansfield,town
917,39.0,77.0,19.0,89.0,6.0,53.0,Wallingford,CT,,['Abner Andruss'],New Haven County,39.77,Wallingford,town
918,23.0,43.0,11.0,71.0,18.0,31.0,Norwich,CT,,['Philip Turner'],New London County,23.43,Norwich,town
919,332.0,80.0,166.0,40.0,423.0,30.0,Hartford,CT,Merchant,['Barnabas Deane'],Hartford County,332.8,Hartford,town
920,70.0,85.0,35.0,43.0,25.0,50.0,Norwich,CT,,['Sarah Smith'],New London County,70.85,Norwich,town
921,412747.0,33.0,206373.0,67.0,123824.0,20.0,,CT,,['State of Connecticut'],,412747.33,,state
922,,1.0,,,,,City of New York,NY,Merchant,['John Mowatt'],New York County,,City of New York,town
923,419.0,75.0,,,,,Middletown,CT,,['John Dickinson'],Middlesex County,419.75,Middletown,town
924,2714.0,74.0,,,,,State of Vermont,VT,,['Stephen R Bradley'],,2714.74,,state
925,146.0,34.0,,,142.0,38.0,New London,CT,Widow,['Elizabeth Richards'],New London County,146.34,New London,town
926,266.0,67.0,,,192.0,,,CT,Executor to Stephen Keyes Deceased,['Amasa and Elnathan Keyes'],,266.67,,state
927,,,176.0,37.0,,,Norwich,CT,,['Zachariah Huntington'],New London County,,Norwich,town
928,19.0,57.0,9.0,78.0,19.0,15.0,Montville,CT,,['William Hillhouse'],New London County,19.57,Montville,town
929,4.0,31.0,2.0,15.0,4.0,5.0,Derby,CT,,"['John Humpheys', 'John Humphrey']",New Haven County,4.31,Derby,town
930,3.0,15.0,1.0,57.0,,,Windham,CT,,['Alfred Elderkin'],Windham County,3.15,Windham,town
931,145.0,84.0,72.0,92.0,164.0,86.0,Hartford,CT,,['Amasa Keyes'],Hartford County,145.84,Hartford,town
932,9.0,63.0,4.0,82.0,,,Providence,RI,Merchant,['Samuel Dorrance'],Providence County,9.63,Providence,town
933,9230.0,,,,,,New Haven,CT,Merchant,['Aaron Forbes'],New Haven County,,New Haven,town
934,10.0,41.0,5.0,21.0,,,Middletown,CT,,['Amos Sage'],Middlesex County,10.41,Middletown,town
935,363.0,72.0,181.0,86.0,,,Volentown,CT,,['John Gordon'],New London County,363.72,Voluntown,town
936,2.0,62.0,,,,,Lebanon,CT,Esquire,['Jonathan Trumbull'],New London County,2.62,Lebanon,town
937,80.0,55.0,40.0,28.0,,,Saybrook,CT,,['Robert Ely'],Middlesex County,80.55,Saybrook,town
938,831.0,64.0,,,,,Hartford,CT,Attorney at Law,['John Trumbull'],Hartford County,831.64,Hartford,town
939,387.0,23.0,196.0,85.0,,,Hartford,CT,Trader,['Samuel Olcott'],Hartford County,387.23,Hartford,town
940,824.0,20.0,,,,,Middletown,CT,,['John Dickinson'],Middlesex County,824.2,Middletown,town
941,400.0,9.0,,,,,New London,CT,,['Elias Perkins'],New London County,400.09,New London,town
942,23.0,88.0,11.0,94.0,,,Hartford,CT,,['Timothy Burr'],Hartford County,23.88,Hartford,town
943,110.0,75.0,55.0,38.0,29.0,90.0,Ridgefield,CT,,['Philip B Bradley'],Fairfield County,110.75,Ridgefield,town
944,258.0,25.0,129.0,13.0,69.0,72.0,New Milford,CT,Farmer,['Reuben Booth'],Litchfield County,258.25,New Milford,town
945,658.0,47.0,329.0,23.0,558.0,50.0,Norwich,CT,,['Lynde McCurdy'],New London County,658.47,Norwich,town
946,51.0,36.0,25.0,68.0,36.0,97.0,Lebanon,CT,Farmer,['James Clark'],New London County,51.36,Lebanon,town
947,208.0,37.0,104.0,19.0,131.0,84.0,Charleston State of New Hampshire,NH,,['James Rogers'],Cheshire County,208.37,,state
948,60.0,23.0,30.0,62.0,,,Saybrook,CT,,['William Hart'],Middlesex County,60.23,Saybrook,town
949,,,,,88.0,14.0,Hartford,CT,,['Sarah Trumbull'],Hartford County,,Hartford,town
950,,,,,68.0,73.0,Glastonbury,CT,Widow,['Mercy Wright'],Hartford County,,Glastonbury,town
951,,,,,300.0,,Colchester,CT,Farmer,['Henry Champion'],New London County,,Colchester,town
952,,,,,156.0,,Colchester,CT,,['Henry Champion II'],New London County,,Colchester,town
953,,,,,1601.0,94.0,City of New York,NY,Merchant,['Daniel Ludlow'],New York County,,City of New York,town
954,,,,,35.0,74.0,Lebanon,CT,Farmer,['James Clark'],New London County,,Lebanon,town
955,,,,,7.0,11.0,Guilford,CT,Farmer,['Timothy Baldwin'],New Haven County,,Guilford,town
956,,,,,10.0,,Haddam,CT,Trader,['Jeremiah Bradford'],Middlesex County,,Haddam,town
957,,,,,72.0,,,CT,,['Elijah Holt'],,,,state
958,,,,,111.0,,Woodbury,CT,Society Treasurer,['Nehemiah Child'],Litchfield County,,Woodbury,town
959,,,,,82.0,17.0,Fairfield,CT,Farmer,['John Hyde'],Fairfield County,,Fairfield,town
960,,,,,510.0,56.0,,CT,,['John Murray'],,,,state
961,,,,,459.0,73.0,,CT,,['Horace and Seth Johnson and Co'],,,,state
962,,,,,1041.0,77.0,,CT,,['George Lewis'],,,,state
963,,,,,10.0,95.0,,CT,,['Abigail Robbins'],,,,state
964,,,,,21.0,73.0,,CT,,['Elijah Robbins'],,,,state
965,,,,,29.0,20.0,,CT,,['George Bull'],,,,state
966,,,,,12.0,,,CT,,['William Cushing'],,,,state
967,,,,,43.0,77.0,,CT,,['William Rogers'],,,,state
968,,,,,253.0,6.0,,CT,,['Elijah Backus'],,,,state
969,,,,,20.0,,,CT,,['Robert Walker'],,,,state
970,,,,,54.0,62.0,,CT,,['Elijah Austin'],,,,state
971,,,,,241.0,82.0,Colchester,CT,,['Henry Champion II'],New London County,,Colchester,town
972,,,,,20.0,,New York,NY,,['John Mowatt'],,,,state
973,,,,,192.0,,,CT,,['Amos Lyon'],,,,state
974,,,,,93.0,7.0,,CT,,['Abner Johnson'],,,,state
975,,,,,70.0,,,CT,,['William Coit'],,,,state
976,,,,,249.0,67.0,,CT,,['Nathaniel Ely'],,,,state
977,,,,,2240.0,,Colchester,CT,,['Henry Champion II'],New London County,,Colchester,town
978,,,,,3.0,82.0,,CT,,['Roger Moore'],,,,state
979,,,,,91.0,,,CT,,['Michael and Thomas Bull'],,,,state
980,,,,,12.0,96.0,,CT,,['James Davenport'],,,,state
981,,,,,140.0,,,CT,,['David Mumford'],,,,state
982,,,,,23.0,51.0,,CT,,['Matthew Griswold'],,,,state
983,,,,,36.0,73.0,,CT,,['Samuel W Johnson'],,,,state
984,,,,,9.0,86.0,,CT,,['Alvey Rowland'],,,,state
985,,,,,10.0,,,CT,,['Gideon Hale'],,,,state
986,,,,,124.0,75.0,,CT,,['William Albertson'],,,,state
987,,,,,18.0,46.0,,CT,,['Daniel and Elijah Boardman'],,,,state
988,,,,,27.0,24.0,,CT,,['Isaac Lee'],,,,state
989,,,,,180.0,,,CT,,['William F Miller'],,,,state
990,,,,,20.0,17.0,,CT,,['Nathaniel Potter'],,,,state
991,,,,,131.0,11.0,,CT,,['State of Connecticut'],,,,state
992,,,,,2000.0,,,CT,,['Mary Wyllys'],,,,state
993,,,,,84.0,43.0,,CT,,['Caleb Raymond'],,,,state
994,,,,,11.0,,Hartford,CT,,['Hezekiah Merrill'],Hartford County,,Hartford,town
995,,,,,278.0,,,CT,,['Joshua Coit'],,,,state
996,,,,,1064.0,64.0,,CT,,['Zachariah Huntington'],,,,state
997,,,,,42.0,90.0,Hartford,CT,,['William H Imlay'],Hartford County,,Hartford,town
998,,,,,17.0,98.0,,CT,,['William Hart'],,,,state
999,,,,,24.0,73.0,,CT,,['William Hart'],,,,state
1000,,,,,168.0,,,CT,,['Elias Perkins'],,,,state
1001,,,,,68.0,66.0,,CT,,['Timothy Burr'],,,,state
1002,,,,,46.0,30.0,,CT,,['John Morgan'],,,,state
1003,,,,,,2.0,,CT,,['Samuel W Pomeroy'],,,,state
1004,237.0,87.0,277.0,64.0,166.0,54.0,Hartford,CT,,['William H Imlay'],Hartford County,237.87,Hartford,town
1005,196.0,63.0,98.0,31.0,223.0,92.0,Stonington,CT,Esquire,['Jonathan Palmer'],New London County,196.63,Stonington,town
1006,249.0,90.0,124.0,95.0,144.0,0.0,Stonington,CT,Esquire,['Jonathan Palmer'],New London County,249.9,Stonington,town
1007,1.0,95.1133,1.0,47.5567,,0.0,Savannah,GA,Merchant,['Mordecai Sheftall'],Chatham County,1.951133,Savannah,town
1008,1.0,890.0,1.0,445.0,1.0,570.7,,GA,,['Treasurer of the Cincinnati Society of Georgia '],,9.9,,state
1009,1.0,90.3,1.0,45.1,1.0,93.5,Savannah,GA,Merchant,['Speirs McLeod and Co  '],Chatham County,1.903,Savannah,town
1010,1.0,1580.63,1.0,790.31,1.0,1818.62,Charleston,SC,,['John Paul Grimke'],Charleston County,16.8063,Charleston,town
1011,1.0,965.91,1.0,482.95,1.0,1110.37,Philadelphia,PA,,['Daniel W Cose'],Philadelphia County,10.6591,Philadelphia,town
1012,1.0,249.77,1.0,124.89,1.0,273.65,Savannah,GA,,['William Hunter'],Chatham County,3.4977,Savannah,town
1013,1.0,58.76,1.0,29.38,1.0,64.17,Maryland,MD,,['William Potts'],,1.5876,,state
1014,1.0,47.48,1.0,23.75,1.0,51.9,Charleston,SC,,['Jacob Read'],Charleston County,1.4748,Charleston,town
1015,1.0,114.6,1.0,57.3,1.0,123.94,Savannah,GA,,['Noble Wimberly Jones'],Chatham County,2.146,Savannah,town
1016,1.0,50.0,1.0,25.0,1.0,43.32,New York,NY,,['Ananias Cooper'],,1.5,,state
1017,1.0,227.5133,1.0,113.7533,,,Effingham County,GA,,['James Smith'],Effingham County,3.275133,,county
1018,1.0,824.4133,1.0,412.2033,1.0,941.54,South Carolina,SC,Esq,['Henry Laurens'],,9.244133,,state
1019,1.0,249.7733,1.0,124.8833,1.0,273.65,New York,NY,,['Seth Johnson'],,3.497733,,state
1020,1.0,46.7633,1.0,23.3833,1.0,63.34,New York,NY,Merchants,['Peter Schermerhorn'],,1.467633,,state
1021,1.0,129.6533,1.0,64.8233,1.0,144.96,Savannah,GA,Merchants,['Lamb and Chukley '],Chatham County,2.296533,Savannah,town
1022,1.0,322.7433,1.0,161.3733,1.0,349.98,Charleston  South Carolina,SC,,['The Elders of the Congregation '],Charleston County,4.227433,Charleston,town
1023,1.0,333.08,1.0,166.54,1.0,359.55,Charleston  South Carolina,SC,,['Alexander Bose'],Charleston County,4.3308,Charleston,town
1024,1.0,209.8633,1.0,104.9333,1.0,241.38,Savannah,GA,Merchant,['Ebenezer Jackson'],Chatham County,3.098633,Savannah,town
1025,1.0,102.14,1.0,51.07,1.0,117.34,Philadelphia,PA,Mariner,['Edward Burrows'],Philadelphia County,2.0214,Philadelphia,town
1026,1.0,10108.9033,1.0,5054.4533,1.0,2729.4,Augusta,GA,Esq,['John Meals'],Richmond County,102.089033,Augusta,town
1027,1.0,114.733,1.0,57.333,1.0,124.45,Savannah,GA,Merchant,['William Hunter'],Chatham County,2.14733,Savannah,town
1028,1.0,2830.92,1.0,1415.46,1.0,3250.35,Charleston South Carolina,SC,,['Mary Muncreef'],Charleston County,29.3092,Charleston,town
1029,1.0,1303.9633,1.0,651.9833,1.0,1425.59,Charleston South Carolina,SC,,['Edward Trescot'],Charleston County,14.039632999999998,Charleston,town
1030,1.0,914.24,1.0,457.12,1.0,995.99,Charleston South Carolina,SC,,['Edward Trescot'],Charleston County,10.1424,Charleston,town
1031,1.0,2241.64,1.0,1120.82,1.0,2552.07,,GA,,['Joseph Clay'],,23.4164,,state
1032,1.0,3987.9033,1.0,1993.9533,1.0,3625.67,South Carolina,SC,Esq,['Nathaniel Russell'],,40.879033,,state
1033,1.0,5.3033,1.0,2.6533,,,,GA,,['Charles Crawford'],,1.053033,,state
1034,1.0,279.82,1.0,139.91,1.0,321.84,South Carolina,SC,,['Elisha Pointsed'],,3.7982,,state
1035,1.0,673.7433,1.0,336.8733,1.0,735.51,South Carolina,SC,,['Richard Wainwright'],,7.737432999999999,,state
1036,17.0,256.04,13.0,128.02,1.0,184.27,South Carolina,SC,,['Archibald Hervey'],,19.5604,,state
1037,17.0,74.5533,13.0,37.2733,14.0,81.66,South Carolina,SC,,['George Whitefield'],,17.745533,,state
1038,17.0,107.8,13.0,53.9,14.0,124.14,Savannah,GA,,['John Robertson'],Chatham County,18.078,Savannah,town
1039,17.0,150.0,13.0,75.0,14.0,129.1,Charleston,SC,Merchant,['John Splatt Cripps'],Charleston County,18.5,Charleston,town
1040,17.0,1067.92,13.0,533.96,14.0,1165.92,Charleston,SC,Merchant,['John Splatt Cripps'],Charleston County,27.6792,Charleston,town
1041,17.0,111.24,13.0,55.62,14.0,128.29,,GA,,['Jeremiah Dickenson'],,18.1124,,state
1042,17.0,1448.14,13.0,724.07,14.0,1586.07,,GA,,['George Heriot'],,31.4814,,state
1043,17.0,182.95,13.0,91.48,14.0,199.58,,GA,,['Jeremiah Dickenson'],,18.8295,,state
1044,17.0,895.133,13.0,447.5033,14.0,976.7,South Carolina,SC,,['Ann Price'],,25.95133,,state
1045,17.0,368.3433,13.0,184.1733,14.0,409.44,,GA,,['Thomas Ross'],,20.683433,,state
1046,17.0,351.6233,13.0,175.8133,14.0,384.09,Portsmouth Virginia,VA,Merchants,['John Casper'],Rockingham County,20.516233,Portsmouth,town
1047,17.0,5.9133,13.0,2.9533,,,,GA,,['John Stirk'],,17.059133,,state
1048,17.0,8.6833,13.0,4.3433,,,,GA,,['Abigail Minis'],,17.086833,,state
1049,17.0,170.8,13.0,85.4,14.0,186.31,Charleston,SC,,['Jacob Cohen'],Charleston County,18.708,Charleston,town
1050,17.0,195.02,13.0,97.51,14.0,212.82,Carolina,SC,Excuetor,['Morton Williams'],,18.9502,Carolina,state_flag
1051,17.0,106.8233,13.0,53.4133,14.0,122.92,Columbia County,GA,,['William Ives'],Richmond County,18.068233,,county
1052,17.0,66.5733,13.0,33.2833,14.0,76.4,Baltimore,MD,Esq,['Samuel Sterrett'],Baltimore County,17.665733,Baltimore,town
1053,17.0,133.32,13.0,66.66,14.0,145.84,Charleston,SC,,['Ebenezer Thayer'],Charleston County,18.3332,Charleston,town
1054,17.0,140.32,13.0,70.16,14.0,127.93,Savannah,GA,,['Joseph Dacosta'],Chatham County,18.4032,Savannah,town
1055,17.0,118.5533,13.0,59.2733,,,,GA,,['John Gibbons'],,18.185533,,state
1056,17.0,949.1333,13.0,474.5633,14.0,1092.11,South Carolina,SC,,['Stephen Lawrence'],,26.491333,,state
1057,17.0,1349.0733,13.0,674.5333,14.0,1538.21,Georgia,GA,,['Samuel Lawrence'],,30.490733,,state
1058,17.0,4857.66,13.0,2428.83,14.0,1748.76,Effingham County,GA,,['James Smith'],Effingham County,65.5766,,county
1059,17.0,647.04,13.0,323.52,14.0,706.48,South Carolina,SC,,['Israel Josephs'],,23.4704,,state
1060,17.0,45.62,13.0,22.81,,,,GA,,['Thomas Gibbons'],,17.4562,,state
1061,20.0,651.86,13.0,325.93,15.0,708.89,,GA,,['Edward Trescot'],,26.5186,,state
1062,20.0,26.12,16.0,13.06,,,Savannah,GA,Merchant,['William Ewing'],Chatham County,20.2612,Savannah,town
1063,20.0,370.81,16.0,185.41,15.0,327.55,Charleston,SC,Merchant,['Charles Snowden'],Charleston County,23.7081,Charleston,town
1064,20.0,318.64,16.0,159.32,15.0,348.81,Charleston,SC,Merchant,['Adam Gilchrist'],Charleston County,23.1864,Charleston,town
1065,20.0,60.58,16.0,30.29,15.0,69.21,Charleston,SC,Merchant,['Jorael Joseph'],Charleston County,20.6058,Charleston,town
1066,20.0,143.27,16.0,71.63,15.0,156.05,Charleston,SC,Merchants,['Franz Jacob Follz'],Charleston County,21.4327,Charleston,town
1067,20.0,180.47,16.0,90.24,15.0,207.93,Charleston,SC,Merchant,['Isaac Moses'],Charleston County,21.8047,Charleston,town
1068,20.0,180.47,16.0,90.24,15.0,207.93,South Carolina,SC,Mariner,['Thomas Ross'],,21.8047,,state
1069,20.0,34.55,16.0,17.27,15.0,37.71,New York,NY,Merchant,['Robert Ross Waddell'],,20.3455,,state
1070,37.0,18.2,18.0,9.09,,0.0,Augusta,GA,Merchants,['Jackson and Nightingale'],Richmond County,37.182,Augusta,town
1071,37.0,13325.33,18.0,6662.67,17.0,3997.6,,GA,,['The State of Georgia'],,170.2533,,state
1072,26745.0,77.0,13372.0,88.0,50000.0,51.0,George Town,MD,Merchants,['Uriah Forrest and Benjamin Stoddert'],Cecil County,26745.77,George,town
1073,2049.0,84.0,1024.0,91.0,1470.0,48.0,Prince Georges County,MD,,['James Somervell'],Prince George's County,2049.84,,county
1074,1215.0,45.0,607.0,72.0,1292.0,90.0,Harford County,MD,,['John Weston'],Harford County,1215.45,,county
1075,155.0,13.0,77.0,56.0,150.0,91.0,St Marys County,MD,,['Thomas Bond'],St Mary's County,155.13,,county
1076,188.0,89.0,94.0,44.0,121.0,12.0,Prince Georges County,MD,,['John Casey'],Prince George's County,188.89,,county
1077,444.0,67.0,222.0,33.0,448.0,7.0,Annapolis,MD,,['Reverdy Ghiselin'],Anne Arundel County,444.67,Annapolis,town
1078,187.0,9.0,93.0,54.0,151.0,53.0,Prince Georges County,MD,,['Benjamin Duvall'],Prince George's County,187.09,,county
1079,4488.0,37.0,2244.0,18.0,5037.0,25.0,Frederick Town,MD,,['Philip Thomas'],Frederick County,4488.37,Frederick,town
1080,910.0,50.0,455.0,25.0,962.0,84.0,Virginia,VA,,"['Thomas Thornton', 'The Rev Thomas Thornton']",,910.5,,state
1081,439.0,80.0,219.0,89.0,278.0,57.0,Rotterdam,MD,,['Peter Baalde'],,439.8,,state
1082,169.0,60.0,84.0,80.0,179.0,98.0,Baltimore,MD,,['Lewis Brantz'],Baltimore County,169.6,Baltimore,town
1083,1243.0,42.0,621.0,71.0,1796.0,44.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,1243.42,Baltimore,town
1084,117.0,90.0,58.0,94.0,113.0,53.0,Baltimore,MD,Executor of Thomas Sollars,"['Ariana Walter', 'Ariana Walters']",Baltimore County,117.9,Baltimore,town
1085,141.0,3.0,70.0,51.0,375.0,32.0,Baltimore County,MD,Executor of Sabret Sollars,"['Jacob Walters', 'Jacob Walter']",Baltimore County,141.03,,county
1086,353.0,86.0,176.0,92.0,134.0,2.0,Baltimore County,MD,,"['Jacob Walters Excrs of Sebret Sollars', 'Jacob Walters', 'Jacob Walter']",Baltimore County,353.86,,county
1087,577.0,34.0,288.0,67.0,557.0,93.0,Baltimore County,MD,,"['Margaret Carroll', 'Margaret A Carroll']",Baltimore County,577.34,,county
1088,304.0,44.0,152.0,22.0,208.0,42.0,Anne Arundel County,MD,,"['John Watkins', 'John Walkins']",Anne Arundel County,304.44,,county
1089,283.0,26.0,141.0,62.0,295.0,34.0,Frederick Town,MD,,['John Adlum'],Frederick County,283.26,Frederick,town
1090,2242.0,49.0,1121.0,24.0,1232.0,82.0,Baltimore Town,MD,,['John Munnikhuysen'],Baltimore County,2242.49,Baltimore,town
1091,17.0,76.0,8.0,88.0,18.0,75.0,Frederick County,MD,,['Mary Ritchie'],Frederick County,17.76,,county
1092,26.0,23.0,13.0,11.0,25.0,7.0,Frederick County,MD,,"['George Yoast', 'George Yeast']",Frederick County,26.23,,county
1093,519.0,40.0,259.0,70.0,,,Baltimore,MD,,['Lewis Brantz'],Baltimore County,519.4,Baltimore,town
1094,4201.0,14.0,2100.0,57.0,5784.0,34.0,Frederick Town,MD,,['Richard Potts'],Frederick County,4201.14,Frederick,town
1095,40.0,81.0,20.0,40.0,40.0,79.0,Baltimore Town,MD,Merchant,['William Potts'],Baltimore County,40.81,Baltimore,town
1096,63.0,28.0,31.0,63.0,22.0,77.0,Frederick Town,MD,,['Philip Thomas'],Frederick County,63.28,Frederick,town
1097,789.0,24.0,394.0,61.0,,,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,789.24,Baltimore,town
1098,402.0,96.0,201.0,48.0,283.0,37.0,Anne Arundel County,MD,,"['Charles Alexander Warfeild', 'Charles A Warfield']",Anne Arundel County,402.96,,county
1099,1486.0,7.0,743.0,3.0,1062.0,63.0,Frederick Town,MD,,['James Smith'],Frederick County,1486.07,Frederick,town
1100,3147.0,,1573.0,50.0,849.0,69.0,Frederick Town,MD,,"['Mary Weltner', 'Mary Wiltner']",Frederick County,,Frederick,town
1101,4469.0,88.0,2234.0,93.0,3060.0,94.0,Baltimore Town,MD,,['Cumberland Dugan'],Baltimore County,4469.88,Baltimore,town
1102,892.0,92.0,446.0,45.0,841.0,93.0,Somerset County,MD,,['Outerbridge Horsey'],Somerset County,892.92,,county
1103,812.0,33.0,406.0,16.0,999.0,45.0,Baltimore,MD,Merchant,"['Samuel Smith', 'Sam Smith']",Baltimore County,812.33,Baltimore,town
1104,161.0,64.0,80.0,82.0,169.0,92.0,Prince Georges County,MD,,"['John Badon', 'John Baden']",Prince George's County,161.64,,county
1105,341.0,8.0,170.0,53.0,265.0,47.0,Bladensburg,MD,Merchant,['Robert Dick'],Prince George's County,341.08,Bladensburg,town
1106,126.0,38.0,63.0,18.0,121.0,76.0,Caroline County,MD,,"['Henry Dowens', 'Henry Downes']",Caroline County,126.38,,county
1107,16701.0,21.0,8350.0,60.0,17641.0,85.0,Cambridge,MD,,['Gustavus Scott'],Dorchester County,16701.21,Cambridge,town
1108,1122.0,48.0,561.0,24.0,761.0,65.0,Annapolis,MD,Shoemaker,['John Welsh'],Anne Arundel County,1122.48,Annapolis,town
1109,2400.0,,1200.0,,648.0,,Baltimore Town,MD,,['George Buchanan'],Baltimore County,,Baltimore,town
1110,834.0,18.0,417.0,8.0,895.0,10.0,Virgina,VA,,['John Hunter'],,834.18,,state
1111,3081.0,28.0,1540.0,64.0,3169.0,98.0,Georges Town,MD,,"['Robert Peters', 'Robert Peter']",Cecil County,3081.28,George,town
1112,6.0,22.0,3.0,10.0,,,,MD,,['George Bare'],,6.22,,state
1113,281.0,55.0,140.0,77.0,255.0,90.0,Frederick County,MD,,"['William Beatly', 'William Beatty']",Frederick County,281.55,,county
1114,240.0,,120.0,,64.0,80.0,Frederick County,MD,,['Conrad Doll'],Frederick County,,,county
1115,2784.0,90.0,1392.0,44.0,1942.0,90.0,Frederick County,MD,,['Valentine Swartz'],Frederick County,2784.9,,county
1116,633.0,89.0,316.0,94.0,451.0,50.0,,MD,,['Margaret Trislor'],,633.89,,state
1117,788.0,61.0,394.0,30.0,541.0,56.0,Frederick County,MD,,"['Trustees of Frederick County poor', 'The Trustees of Frederick County Poor', 'The Trustees of Frederick County']",Frederick County,788.61,,county
1118,173.0,17.0,86.0,58.0,46.0,75.0,Baltimore Town,MD,,"['Pat Allison', 'Patrick Allison']",Baltimore County,173.17,Baltimore,town
1119,2384.0,64.0,1192.0,32.0,1589.0,75.0,Washington County,MD,,"['Richard Pindell', 'Richard Tindall', 'Richard Pindall']",Washington County,2384.64,,county
1120,158.0,20.0,79.0,9.0,111.0,11.0,Kent County,MD,,['Isaac Perkins'],Kent County,158.2,,county
1121,207.0,71.0,103.0,85.0,218.0,93.0,Somerset County,MD,,['William Winder'],Somerset County,207.71,,county
1122,915.0,63.0,457.0,81.0,654.0,32.0,Somerset County,MD,,['William Winder'],Somerset County,915.63,,county
1123,1926.0,70.0,963.0,35.0,696.0,98.0,Baltimore,MD,Merchant,"['Smith', 'Samuel John Smith', 'Samuel Jn Smith']",Baltimore County,1926.7,Baltimore,town
