,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url,town,county,state,geo_level
86,82,['John Marsh'],"[""['John Marsh']""]",1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Marsh&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
87,83,['Mary Porter'],"[""['Mary Porter']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Porter&name_x=ps_ps&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-1,Wethersfield,Hartford County,CT,town
88,84,['John Warner'],"[""['John Warner']""]",1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Warner&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
89,85,['Thaddeus Burr'],['Thaddeus Burr'],1,Match,Full Match,"Fairfield, Fairfield, Connecticut",9,5,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_Burr&name_x=1_1&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=1-0_1-0,Fairfield,Fairfield County,CT,town
90,86,['Samuel Bishop'],['Saml Bishop'],1,Match,Full Match,"Bolton, Tolland, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Bishop&name_x=s_s&residence=_bolton-tolland-connecticut-usa_3409&residence_x=1-0_1-0,Bolton,Tolland County,CT,town
91,87,['Augustus Collins'],['Augustus Collins'],1,Match,Full Match,"Guilford, New Haven, Connecticut",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Augustus_Collins&name_x=1_1&residence=_guilford-new+haven-connecticut-usa_3335&residence_x=1-0_1-0,Guilford,New Haven County,CT,town
92,88,['Samuel Fitch'],['Samuel Fitch'],1,Match,Full Match,"Guilford, New Haven, Connecticut",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Fitch&name_x=1_1&residence=_guilford-new+haven-connecticut-usa_3335&residence_x=1-0_1-0,Guilford,New Haven County,CT,town
93,89,"['Hannah Hawley', 'Hannah Howley']",['Hannah Hawley'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Hawley&name_x=ps_ps&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=1-0_1-1,Fairfield,Fairfield County,CT,town
94,89,"['Hannah Hawley', 'Hannah Howley']",['Hannah Howley'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Howley&name_x=ps_ps&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=1-0_1-1,Fairfield,Fairfield County,CT,town
95,90,['Samuel Penfield'],['Samuel Penfield'],1,Match,Full Match,"Fairfield, Fairfield, Connecticut",7,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Penfield&name_x=1_1&residence=_fairfield-fairfield-connecticut-usa_63&residence_x=1-0_1-0,Fairfield,Fairfield County,CT,town
96,91,['Levi Booth'],['Levi Booth'],1,Match,Full Match,"Enfield, Hartford, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Levi_Booth&name_x=1_1&residence=_enfield-hartford-connecticut-usa_704&residence_x=1-0_1-0,Enfield,Hartford County,CT,town
97,92,['Joseph Caren'],['Joseph Carew'],1,Match,Full Match,"New London, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Caren&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
98,93,"['John Dow', 'John Don']",['John Dowe'],1,Match,Full Match,"Plainfield, Windham, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dow&name_x=ps_ps&residence=_plainfield-windham-connecticut-usa_3452&residence_x=1-0_1-0,Plainfield,Windham County,CT,town
99,93,"['John Dow', 'John Don']",['John Don'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Don&name_x=ps_ps&residence=_plainfield-windham-connecticut-usa_3452&residence_x=1-0_1-1,Plainfield,Windham County,CT,town
100,94,['William Ellery'],['William Ellery'],1,Match,Full Match,"Hartford, Hartford, Connecticut",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Ellery&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
101,95,['John Dickinson'],"[""['John Dickinson']""]",1,Match,Only Location Found, Middlesex,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dickinson&name_x=s_s&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
102,96,['Levi Warner'],['Levi Warner'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Levi_Warner&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
103,97,"['Aaron Caldwell II', 'Aaron Cadwell II']",['Aaron Cadwell Ii'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Aaron+Cadwell_Ii&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
104,97,"['Aaron Caldwell II', 'Aaron Cadwell II']",['Aaron Caldwell Ii'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Aaron+Caldwell_Ii&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
105,98,['John Hale'],"[""['John Hale']""]",1,Match,Only Location Found, Tolland,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hale&name_x=ps_ps&residence=_coventry-tolland-connecticut-usa_3411&residence_x=1-0_1-1,Coventry,Tolland County,CT,town
106,99,['Samuel Talcott'],"[""['Samuel Talcott']""]",1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Talcott&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-0,Hartford,Hartford County,CT,town
107,100,['James Hillhouse'],['James Hillhouse'],1,Match,Full Match,"New Haven, New Haven, Connecticut",13,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Hillhouse&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
108,102,['Mary Hillhouse'],['Mary Hillhouse'],1,Match,Full Match,"New Haven, New Haven, Connecticut",8,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Hillhouse&name_x=1_1&residence=_new haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-0,New Haven,New Haven County,CT,town
109,103,['Stephen Potter'],"[""['Stephen Potter']""]",1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Potter&name_x=1_1&residence=_New York-usa_35&residence_x=1-0_1-0,,,NY,state
110,104,['Rebecca Woolsey'],"[""['Rebecca Woolsey']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rebecca_Woolsey&name_x=ps_ps&residence=_hebron-tolland-connecticut-usa_3413&residence_x=1-0_1-1,Hebron,Tolland County,CT,town
111,105,"['Theodosia Woolsey', 'Theodocia Woolsey']",['Theodosia Woolsey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosia_Woolsey&name_x=ps_ps&residence=_new+haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-1,New Haven,New Haven County,CT,town
112,105,"['Theodosia Woolsey', 'Theodocia Woolsey']",['Theodocia Woolsey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodocia_Woolsey&name_x=ps_ps&residence=_new+haven-new+haven-connecticut-usa_3342&residence_x=1-0_1-1,New Haven,New Haven County,CT,town
113,106,['Simeon Avery'],['Simeon Avory'],1,Match,Full Match,"New London, Connecticut",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simeon_Avery&name_x=s_s&residence=_groton-new+london-connecticut-usa_3370&residence_x=1-0_1-1,Groton,New London County,CT,town
114,107,['Lucy Chen'],"[""['Lucy Chen']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lucy_Chen&name_x=ps_ps&residence=_new+london-new+london-connecticut-usa_3381&residence_x=1-0_1-1,New London,New London County,CT,town
115,108,['William Talcott'],['Wm Tolcot'],1,Match,Full Match,"Hebron, Tolland, Connecticut",7,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Talcott&name_x=ps_ps&residence=_hebron-tolland-connecticut-usa_3413&residence_x=1-0_1-0,Hebron,Tolland County,CT,town
116,109,"['Willam F Miller', 'William Fowler Miller']",['Willam F Miller'],1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Willam+F_Miller&name_x=s_s&residence=_farmington-hartford-connecticut-usa_748&residence_x=1-0_1-1,Farmington,Hartford County,CT,town
117,109,"['Willam F Miller', 'William Fowler Miller']",['William Fowler Miller'],1,Match,Only Location Found, Hartford,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+Fowler_Miller&name_x=s_s&residence=_farmington-hartford-connecticut-usa_748&residence_x=1-0_1-1,Farmington,Hartford County,CT,town
118,110,['Elijah Gridley'],"[""['Elijah Gridley']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Gridley&name_x=ps_ps&residence=_mansfield+city-tolland-connecticut-usa_3416&residence_x=1-0_1-1,Mansfield,Tolland County,CT,town
119,111,['William Belcher'],"[""['William Belcher']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Belcher&name_x=ps_ps&residence=_preston+city-new+london-connecticut-usa_3394&residence_x=1-0_1-1,Preston,New London County,CT,town
120,112,"['Philip Sellow', 'Philip Sellew']",['Philip Sellow'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Sellow&name_x=ps_ps&residence=_glastonbury-hartford-connecticut-usa_818&residence_x=1-0_1-1,Glastonbury,Hartford County,CT,town
121,112,"['Philip Sellow', 'Philip Sellew']",['Philip Sellew'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Sellew&name_x=ps_ps&residence=_glastonbury-hartford-connecticut-usa_818&residence_x=1-0_1-1,Glastonbury,Hartford County,CT,town
122,113,['Eunice and Betsey Wadsworth'],['Eunice Wadsworth'],1,Match,Full Match,"Farmington, Hartford, Connecticut",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eunice_Wadsworth&name_x=1_1&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
123,113,['Eunice and Betsey Wadsworth'],['Betsey Wadsworth'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Betsey_Wadsworth&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Hartford,Hartford County,CT,town
124,114,['Joshua Belden and James Wells'],['Joshua Belden'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Belden&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
125,114,['Joshua Belden and James Wells'],['Jamus Wells'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Wells&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
126,115,['William Hart'],"['Willm, Esqr Hart Junior']",1,Match,Full Match,"Saybrook, Middlesex, Connecticut",10,3,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Hart&name_x=s_s&residence=_old+saybrook-middlesex-connecticut-usa_3322&residence_x=1-0_1-0,Saybrook,Middlesex County,CT,town
127,116,['Saul Alvord'],"[""['Saul Alvord']""]",1,Match,Only Location Found, Tolland,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Saul_Alvord&name_x=s_s&residence=_bolton-tolland-connecticut-usa_3409&residence_x=1-0_1-0,Bolton,Tolland County,CT,town
128,117,['Lemuel Bruswell'],"[""['Lemuel Bruswell']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lemuel_Bruswell&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
129,118,"['Wheeler Coit Treasurer Preston Co', 'Wheeler Coit', 'Wheeler Coit Treasurer of Preston Society Coit Treasurer of Preston Society']",['Whealer Coit'],1,Match,Full Match,"New London, Connecticut",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wheeler_Coit&name_x=ps_ps&residence=_preston+city-new+london-connecticut-usa_3394&residence_x=1-0_1-1,Preston,New London County,CT,town
130,119,"['Benjamin Throop', 'Benjamin Troop']",['Benja Throop'],1,Match,Full Match,"New London, Connecticut",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Throop&name_x=s_s&residence=_bozrah-new+london-connecticut-usa_3361&residence_x=1-0_1-1,Bozrah,New London County,CT,town
131,119,"['Benjamin Throop', 'Benjamin Troop']",['Benja Throop'],1,Match,Full Match,"New London, Connecticut",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Troop&name_x=ps_ps&residence=_bozrah-new+london-connecticut-usa_3361&residence_x=1-0_1-1,Bozrah,New London County,CT,town
132,120,['John Humphrey'],['John Humphreys'],1,Match,Full Match,"Derby, New Haven, Connecticut",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Humphrey&name_x=s_s&residence=_derby-new+haven-connecticut-usa_3332&residence_x=1-0_1-0,Derby,New Haven County,CT,town
133,122,['Jeremiah Mason'],"[""['Jeremiah Mason']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Mason&name_x=ps_ps&residence=_lebanon-new+london-connecticut-usa_3374&residence_x=1-0_1-1,Lebanon,New London County,CT,town
134,123,['Edmund Wells'],['Edmond Wells'],1,Match,Full Match,"Cambridge, Albany, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edmund_Wells&name_x=s_s&residence=_new+york-usa_35&residence_x=1-0_1-0,,,NY,state
135,124,"['Simeon Huntington', 'Simon Huntington']",['Simon Huntington'],1,Match,Full Match,"New London, Connecticut",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon_Huntington&name_x=1_1&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
136,124,"['Simeon Huntington', 'Simon Huntington']",['Simeon Huntington'],1,Match,Full Match,"New London, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simeon_Huntington&name_x=1_1&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
137,125,['James Hyde'],"[""['James Hyde']""]",1,Match,Only Location Found, Connecticut,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Hyde&name_x=s_s&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
138,126,['Mehitabel Waterman'],"[""['Mehitabel Waterman']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mehitabel_Waterman&name_x=ps_ps&residence=_norwich-new+london-connecticut-usa_3387&residence_x=1-0_1-1,Norwich,New London County,CT,town
139,127,['Abigail Robbins'],['Abigail Robbins'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abigail_Robbins&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
140,128,['Elijah Robbins'],['Elijah Robbins'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut", ,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Robbins&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
141,129,['Oliver Goodrich'],['Oliver Goodrich'],1,Match,Full Match,"Wethersfield, Hartford, Connecticut",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Oliver_Goodrich&name_x=1_1&residence=_wethersfield-hartford-connecticut-usa_2999&residence_x=1-0_1-0,Wethersfield,Hartford County,CT,town
142,130,['Josiah Allyn'],"[""['Josiah Allyn']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Josiah_Allyn&name_x=ps_ps&residence=_windsor-hartford-connecticut-usa_3163&residence_x=1-0_1-1,Windsor,Hartford County,CT,town
143,131,['Daniel Bennett'],['Daniel Bennit'],1,Match,Full Match,"Reading, Fairfield, Connecticut",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Bennett&name_x=1_1&residence=_huntington-fairfield-connecticut-usa_1000&residence_x=1-0_1-0,Huntington,Fairfield County,CT,town
144,132,['Jesse Bolles'],['Jesse Bolls'],1,Match,Full Match,"Woodstock, Windham, Connecticut", ,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Bolles&name_x=s_s&residence=_woodstock-windham-connecticut-usa_3467&residence_x=1-0_1-0,Woodstock,Windham County,CT,town
145,133,['Samuel Frary'],"[""['Samuel Frary']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Frary&name_x=ps_ps&residence=_middletown-middlesex-connecticut-usa_3320&residence_x=1-0_1-1,Middletown,Middlesex County,CT,town
